@format=row	BXD34	BXD73	BXD90	BXD39	BXD48	BXD50	D2B6F1	BXD51	BXD88	BXD48a	BXD102	BXD68	BXD100	BXD70	BXD67	BXD65b	BXD101	BXD95	BXD11	BXD73b	BXD53	BXD24	BXD60	BXD86	C57BL/6J	BXD32	BXD40	BXD65	BXD77	BXD63
O.Phosphoethanolamine	21574.1	33895.5	24015.5	18680.0	21212.833333333332	22265.0	17649.75	18129.0	45192.0	19337.5	27830.75	23068.5	39550.875	24938.0	15192.75	19417.625	40540.5	21677.0	24386.75	25788.5	28975.0	22901.0	29929.25	29409.0	29979.666666666668	26985.166666666668	31024.75	21191.25	18942.75	23732.0
L.Histidinol	1149.9	873.5	648.5	2000.5	1026.6666666666667	900.0	882.25	709.5	719.0	831.0	1542.5	747.0	1499.625	909.3333333333334	667.0	715.125	849.5	1178.0	703.75	1061.0	763.25	687.5	1421.25	706.75	1761.1666666666667	717.8333333333334	1210.75	1359.0	838.25	789.25
cis.cis.Muconic.acid	159270.2	160859.0	142306.5	161838.0	165120.66666666666	151040.5	150090.0	155103.5	161857.0	158110.5	131577.75	148141.5	146189.25	163197.83333333334	145298.0	129328.5	179314.0	118475.5	150256.5	160847.0	157723.25	155680.75	137453.25	160825.5	156869.16666666666	145108.16666666666	171016.25	150501.75	146828.75	165211.0
X2.Octenoic.acid	8172.5	5708.0	5658.0	11622.0	6573.666666666667	5442.5	8848.25	3954.5	6220.833333333333	4516.0	6705.5	5505.0	5428.5	5857.833333333333	4625.75	6661.5	5669.0	4382.5	7224.5	4429.5	6898.25	4142.5	6478.0	9979.75	4384.5	5891.0	5590.0	6709.0	7943.5	6514.0
Vinylacetylglycine	6181.8	6699.5	14783.5	6052.0	7789.833333333333	11953.5	5780.5	6447.5	12636.5	8852.75	13023.0	6674.0	9344.25	6472.166666666667	8145.25	10853.625	5563.5	8547.5	10481.5	7408.0	16683.75	5012.25	7588.0	5436.25	45242.0	13831.666666666666	7446.0	11401.5	13426.5	8448.5
X3.Hexenedioic.acid	68845.7	55323.0	52752.5	145678.0	45598.333333333336	40947.5	34239.5	28209.5	52979.0	32600.25	51068.25	40625.5	37543.0	37271.5	36499.75	32498.75	51240.5	29557.5	37751.0	43895.0	44240.5	39859.25	46562.25	33242.0	46654.666666666664	40975.666666666664	35461.0	46907.0	72430.0	37819.5
X4.Hydroxycyclohexylcarboxylic.acid	9217.1	5462.0	4755.5	13141.0	6083.333333333333	4327.5	11052.5	3761.0	5820.0	5249.5	5298.5	4625.0	4075.25	5781.666666666667	4937.0	7216.875	6594.5	3984.0	6551.75	3797.0	5754.75	5375.25	4780.25	7710.0	3968.1666666666665	6051.833333333333	4940.75	6340.0	5741.0	8330.25
Caprylic.acid	15046.4	9717.0	13093.5	17295.0	12162.0	10264.5	12955.0	14188.5	11688.0	13970.75	11881.25	9674.0	10882.625	11668.666666666666	11823.0	10181.125	15824.5	8212.0	12446.5	12543.0	10125.25	10402.25	12956.75	12485.0	12754.666666666666	10436.833333333334	11607.75	12387.75	12810.75	10945.75
X0	2102.3	1111.0	1219.0	3007.0	1096.8333333333333	959.0	862.5	1032.5	1005.8333333333334	1198.5	1071.5	883.5	1131.75	890.5	887.25	850.125	1312.5	718.5	1209.25	960.0	878.25	910.5	976.5	911.25	1314.0	2275.6666666666665	896.0	912.0	1120.75	1099.75
X2.Keto.glutaramic.acid	2794.2	1484.0	1695.5	3733.5	2097.5	1797.5	1590.75	3233.0	1491.1666666666667	1853.5	2814.0	2682.0	2192.25	1449.3333333333333	4282.0	1622.375	1448.5	1630.5	1497.0	3436.0	1582.25	1739.0	2422.75	1172.5	3634.5	1581.3333333333333	1699.25	3131.0	2301.0	1409.0
Allysine	25114.3	10170.5	37215.0	15665.5	17231.666666666668	19169.5	15236.25	24572.5	44838.666666666664	33401.25	38971.25	12031.5	32747.625	11061.5	14158.5	30303.125	16245.5	8789.0	26483.5	40747.0	16575.0	10024.25	20089.5	13212.75	26151.0	36966.333333333336	19648.0	22351.0	54018.25	11691.0
X3.Dehydroxycarnitine	14477.9	7571.5	3175.5	2360.5	6278.5	1289.5	2043.25	4355.5	6778.166666666667	5696.25	3154.75	10323.0	6121.625	3835.1666666666665	4088.5	2089.25	2859.5	5328.5	5668.75	2490.0	3439.25	1651.5	1986.75	4538.25	2573.0	3913.6666666666665	6689.25	2738.25	3888.25	3055.5
Oxoglutaric.acid	11262.1	14801.5	25096.5	2221.0	16035.333333333334	7357.5	25063.5	5052.5	7772.166666666667	12595.5	21198.5	14059.5	21664.5	18254.833333333332	5233.0	16528.125	7058.0	14942.5	21755.75	3148.5	8207.0	16849.5	15074.75	49676.75	8378.333333333334	17526.666666666668	15244.0	7391.25	18708.75	20372.25
Coumarin	2624.7	3547.5	3060.0	2174.5	2180.1666666666665	2055.0	3002.75	1954.0	2246.8333333333335	2458.25	3050.5	2581.0	2357.625	2646.8333333333335	2229.25	2614.0	2136.5	2319.5	2687.5	1969.5	2315.5	2209.0	2260.0	3989.0	2358.5	2720.1666666666665	2936.25	2314.5	2500.75	2875.5
L.Glutamine	1199633.6	2653079.0	1323820.5	970006.5	903902.1666666666	963628.0	733578.0	824262.5	1064723.8333333333	894255.25	1533190.75	1669382.5	1286853.875	719212.0	1257472.0	827914.0	1353411.5	1304264.0	833375.5	1726827.5	1318300.5	1123442.25	1574330.25	1072123.75	1291840.8333333333	1200915.8333333333	812617.25	1179920.0	793517.0	1075323.5
L.Lysine	336416.4	162974.5	271330.0	579905.0	142752.5	189836.0	102757.0	98365.5	160748.5	165547.5	185847.75	143795.5	197018.75	149467.33333333334	125238.25	129949.125	252032.5	197225.0	191191.0	137791.5	157804.75	134198.25	179274.0	133213.0	156386.5	457315.6666666667	211428.25	177527.25	231285.0	202781.0
Indole.5.6.quinone	58642.9	59841.0	56033.5	62043.0	54970.833333333336	49892.0	54188.5	54557.5	54390.333333333336	56420.0	45393.25	50951.5	48898.75	56024.166666666664	53444.5	48966.875	65610.0	46072.5	54525.0	55557.0	54599.5	54987.5	47270.75	55385.0	54463.0	54822.333333333336	58142.25	55774.25	51141.75	57483.75
L.Glutamic.acid	403644.5	414797.0	467238.5	466578.5	212327.0	189264.5	93407.75	272847.0	315736.3333333333	201269.5	306637.0	352333.0	399752.25	199908.16666666666	267928.5	183506.375	306926.0	213725.0	197656.75	231622.5	382367.0	192644.75	427530.25	176628.0	225586.83333333334	270885.1666666667	271265.25	271162.5	251264.0	204591.25
D.2.Hydroxyglutaric.acid	36837.0	36010.5	43322.0	19498.0	37195.666666666664	26485.5	27704.5	24556.0	39515.666666666664	44221.75	51005.0	40858.5	53808.625	41698.333333333336	17471.75	25484.25	49024.5	18540.0	51568.5	25406.0	55191.0	31408.75	37915.75	52573.0	34909.833333333336	132965.16666666666	32568.0	20328.75	52823.25	27073.25
Mevalonic.acid	12700.6	21773.5	14409.0	16670.5	9697.333333333334	9091.0	8751.0	9736.5	10876.5	10637.25	14530.5	14339.5	12122.375	8135.333333333333	11074.0	9089.75	14210.0	11394.0	11131.25	15119.5	12530.75	10473.75	14064.25	10939.0	12482.833333333334	19666.5	8990.75	11496.5	11234.25	10520.5
L.Methionine	70775.5	17638.5	11863.0	111159.5	13162.0	10134.0	7942.5	10359.0	10916.166666666666	16023.75	11213.75	8099.5	13549.75	7835.166666666667	9733.5	8477.625	20412.5	7909.0	15911.5	8546.5	14072.0	8360.25	10165.25	10481.75	12743.166666666666	50851.5	10235.75	15326.5	17951.25	16062.25
Tartaric.acid	2374.1	2079.0	2620.0	2282.5	1850.0	1976.0	1693.25	1542.0	2476.5	2209.25	2018.75	2451.5	1668.25	15042.166666666666	1549.0	1783.25	2310.5	3854.0	1853.75	1682.0	1755.5	2032.0	1794.0	1703.0	1879.5	3693.0	1544.5	1999.0	1773.5	1636.0
D.Ribose	20157.8	20366.0	29607.0	28195.5	12020.0	12078.0	10529.0	16839.0	23996.333333333332	15123.5	27016.5	16618.0	25559.125	10991.5	11975.75	12849.375	16131.0	9530.5	14148.5	14836.5	16830.0	12106.5	14008.75	9948.75	14236.5	16457.833333333332	17024.75	14441.5	36324.25	14889.25
X.....S..Carvone	6247.1	4057.5	4312.0	8764.0	5445.666666666667	4668.5	5877.75	3651.0	4858.166666666667	4033.5	5080.25	4961.5	4638.875	3767.8333333333335	4892.5	4543.125	4201.5	4245.0	5504.25	4898.0	5984.5	3900.25	5060.5	5676.5	4501.666666666667	4942.833333333333	4200.0	6314.5	5739.0	5613.0
Acetaminophen	6782.9	6887.5	5087.0	8201.0	5992.5	5635.5	6240.5	6257.5	6502.833333333333	6583.25	5747.5	6391.0	6087.875	6316.333333333333	6374.5	5967.125	7271.5	4851.0	6061.75	7094.5	6541.5	5807.75	6643.5	6284.25	6607.833333333333	6653.333333333333	7583.25	7078.75	7340.75	7618.75
Xanthine	1550135.1	1002994.5	398199.5	5038368.5	324086.1666666667	194053.5	169352.75	273195.0	987835.0	348085.75	323853.75	580681.5	289112.375	239168.0	309024.25	442529.875	626902.0	221793.0	171625.75	427011.0	452563.25	199878.0	325545.25	199055.0	385016.8333333333	362165.5	275422.5	333782.5	219655.0	328654.5
p.Hydroxyphenylacetic.acid	83420.8	45365.0	20520.5	269937.5	16615.833333333332	9188.0	11196.25	12696.5	51468.166666666664	17748.0	16453.5	26083.5	13719.0	12605.0	14592.5	21530.875	29231.5	10949.5	10411.25	18616.5	23506.25	10973.75	14348.75	13663.5	16988.0	17297.666666666668	13832.5	15621.0	12275.5	14759.25
Alpha.Pinene.oxide	21646.9	5764.0	5655.5	70927.0	8247.166666666666	4798.5	7207.25	3115.5	6398.5	3214.75	6271.0	4301.0	5007.25	3583.5	5326.25	8130.75	4481.5	4867.0	8636.5	5986.5	7082.75	3214.25	8474.25	9388.25	3892.6666666666665	5031.0	4055.0	6986.5	25637.0	6299.75
X3.Hydroxyanthranilic.acid	21592.8	17230.5	12101.0	49263.0	9682.833333333334	6489.5	7548.75	7281.0	15084.166666666666	9519.25	10035.5	12799.5	8609.125	7928.0	9155.25	11372.625	12815.0	7266.5	7506.0	9148.5	11921.0	7711.75	7911.0	8365.0	10442.833333333334	9582.333333333334	9052.0	9849.25	10681.25	10413.5
N.Acetylhistamine	1473.5	994.0	1868.0	2129.0	1263.5	1391.5	1402.0	1146.5	1339.3333333333333	1005.0	1500.5	1144.0	1385.875	1242.8333333333333	1245.0	1287.25	1355.5	1280.0	1772.25	1218.0	1425.75	1155.25	1423.75	1432.0	1214.1666666666667	1707.3333333333333	1124.5	1955.5	1500.5	1220.0
L.Canaline	4521.7	16987.5	9051.5	5099.0	4576.5	4965.5	3579.0	5176.0	8642.166666666666	7031.25	6369.5	4927.0	6123.25	4981.5	7104.5	5460.25	5462.5	8102.5	7010.5	8527.0	5705.0	5689.75	4814.75	4369.5	5293.166666666667	8907.5	6217.0	5152.5	7702.5	4297.0
L.Histidine	340101.6	362545.0	269878.0	422140.5	220008.33333333334	309862.5	184349.5	242032.5	316126.8333333333	192532.25	324494.25	361028.5	320664.625	209163.5	351077.25	237065.375	264362.5	301237.0	300155.0	403562.0	216663.75	264486.75	282446.0	229572.75	284124.0	371858.3333333333	199482.75	235420.75	252192.25	312521.5
Imidazolelactic.acid	2856.6	6852.0	5732.5	2577.0	3478.8333333333335	4241.5	3339.25	3689.0	4582.0	5426.0	5588.5	4099.0	5255.875	3939.6666666666665	6440.5	3941.125	3055.0	6471.0	9860.0	5033.5	4007.0	6542.0	5206.5	3580.25	11628.5	16800.666666666668	4237.25	3652.0	5930.0	2838.5
X4.Hydroxynonenal	15050.0	6734.5	6159.0	33682.5	9146.333333333334	5726.0	10673.75	4470.0	9292.833333333334	4941.5	8901.25	6613.0	6964.25	6121.0	6541.75	8999.875	6560.5	6025.0	10742.0	6438.0	9484.25	4525.5	9149.0	12917.5	5905.333333333333	8255.166666666666	5840.5	9145.5	15346.25	8350.75
X2.Aminomuconic.acid	2287.8	1790.5	3373.5	2773.5	2347.8333333333335	2301.0	1828.75	1886.5	2441.6666666666665	3054.0	3342.75	1740.0	2278.25	1851.8333333333333	1566.0	1896.25	2924.5	1430.0	2414.5	2096.5	2847.0	1847.5	2296.5	1700.0	3849.8333333333335	5787.5	2583.5	2533.25	3200.5	2058.75
Tiglylglycine	5385.5	7141.0	7920.0	6260.5	4677.166666666667	4758.0	3967.0	4552.0	6928.166666666667	5957.25	6756.75	4630.0	6255.875	4356.833333333333	5124.25	5941.75	5430.0	5425.5	5365.75	5620.5	5614.5	4078.25	4778.75	4378.75	8501.666666666666	6737.5	6079.75	5604.25	6695.25	5370.75
Allantoin	33911.0	16873.0	18897.0	35759.0	16567.333333333332	16131.5	13787.0	12014.0	19917.833333333332	11185.75	14994.5	13982.0	16442.125	13654.666666666666	18818.25	14015.5	16479.5	14365.0	13719.25	12779.5	19609.5	12380.25	14398.25	15086.25	14628.833333333334	15930.333333333334	13541.0	15085.75	11458.5	20626.5
Isopropylmaleate	5239.0	4417.0	3717.5	7516.5	3877.0	2642.0	5210.0	2868.0	3666.1666666666665	3101.75	3334.25	3082.5	3038.75	4013.0	3210.75	3810.625	3932.0	2568.5	3631.0	3010.5	3314.25	4170.75	3258.75	4065.25	3120.3333333333335	3697.0	3300.75	3624.25	3802.75	4340.0
X3.Oxooctanoic.acid	13333.1	10228.0	8028.5	14006.0	9874.0	7109.0	16071.25	9011.5	9649.833333333334	10232.75	8254.75	8644.5	7603.0	10524.0	10701.0	10403.625	15207.0	6575.0	11064.0	8132.5	9691.0	8895.5	9045.25	15592.75	8575.5	10129.833333333334	10272.5	10420.5	10099.25	12211.0
Oenanthic.ether	27766.1	21202.0	20067.0	28551.0	33275.166666666664	30296.5	30578.75	31281.5	26387.0	27735.25	30812.5	24777.5	24967.25	25969.0	33112.5	19868.625	35511.5	20972.5	26907.5	28920.0	28315.25	24155.25	30353.25	27713.75	36446.833333333336	23868.166666666668	29057.25	31012.75	27251.5	33354.25
X2.Methylbutyrylglycine	13640.7	7053.5	15129.5	13325.0	10649.833333333334	11027.5	14839.25	10204.5	23366.0	21176.75	18053.5	6940.5	13776.375	7117.166666666667	14297.75	13514.625	12716.5	7355.0	26213.25	18958.0	14469.0	6756.25	9518.25	9698.75	16952.0	85179.5	14999.5	17756.75	32662.25	9848.0
DL.2.Aminooctanoic.acid	1547.9	1055.5	1201.5	1085.0	1224.0	1069.0	937.5	942.0	1112.8333333333333	1419.5	1216.5	1528.0	1077.0	918.6666666666666	1197.0	1160.875	740.5	1375.5	1029.5	775.5	1034.25	733.0	813.5	1092.0	1511.6666666666667	1732.0	1208.5	1420.5	977.75	1093.75
Oxoadipic.acid	7431.2	6069.0	5287.0	11211.0	5847.833333333333	7952.5	5514.0	5022.5	6768.0	5470.25	8978.0	7493.5	8759.0	5265.833333333333	8845.5	5521.125	5875.0	6297.0	6428.5	11965.5	7109.25	5803.25	8635.5	5775.5	7642.833333333333	6360.166666666667	7378.0	8664.5	7862.25	6688.25
Methylimidazoleacetic.acid	2637.0	2493.0	1771.5	3549.0	2207.8333333333335	2400.0	2346.5	2654.0	2274.6666666666665	2321.5	2324.0	2006.0	2480.0	2364.3333333333335	3252.0	2233.75	2283.0	1705.5	2444.75	3209.5	2499.75	1893.75	2714.0	2263.0	2548.3333333333335	3042.8333333333335	2820.5	2883.75	3268.25	2646.75
X3.Methyladipic.acid	10767.1	7631.5	6052.5	10553.0	5378.5	4060.5	13108.75	5511.5	5346.166666666667	7033.0	5181.5	8373.0	6287.5	6639.0	6033.0	6114.5	5901.5	3984.5	7119.25	4739.5	5202.0	5745.5	4324.75	5865.0	5277.666666666667	8497.666666666666	5336.0	5326.75	7330.25	8585.0
D.Alanyl.D.alanine	6219.0	5740.5	5794.5	7828.0	3067.0	2310.0	2943.5	2340.5	3473.0	4098.75	5481.25	3423.0	5368.375	2771.1666666666665	3102.25	3135.125	4301.5	3165.0	4072.75	2695.0	4371.0	2421.25	4898.25	2853.75	3369.0	7592.5	3417.25	3773.75	5436.25	3949.0
X7.Hydroxyoctanoic.acid	5123.9	4276.0	4268.5	7765.5	3805.8333333333335	2452.0	5446.5	3639.0	3440.1666666666665	4550.5	4155.0	3408.0	3670.5	4173.5	3827.25	4185.0	4152.5	2578.5	4222.75	3295.5	4188.75	3504.25	3394.0	5041.0	3454.8333333333335	3860.8333333333335	3472.75	4032.0	4339.0	4822.5
N.6..Methyllysine	5671.4	4408.0	5465.0	2253.5	1379.0	3747.5	1421.0	2408.0	3434.5	1836.5	2304.75	4645.5	5758.5	1873.1666666666667	1176.0	1458.0	4894.0	3725.0	1497.0	2021.0	3885.5	3558.75	3637.0	2857.0	2989.0	1930.8333333333333	5971.5	1398.75	1901.0	2734.0
X4.6.Dihydroxyquinoline	10462.6	6758.0	15401.5	9794.0	9152.833333333334	17974.5	6136.0	6860.0	8918.666666666666	10303.5	12369.75	7190.0	14968.125	5071.833333333333	8795.0	12405.5	5568.0	8483.5	9276.0	13084.0	8340.0	6359.75	6642.5	5106.5	14003.0	10631.833333333334	6887.0	11295.25	18440.25	9753.75
X2.Hydroxyadipic.acid	275441.9	164713.5	98759.0	816740.5	119813.16666666667	71309.5	63998.5	44940.0	106353.0	75502.5	108526.75	86110.0	84864.625	73942.16666666667	102635.0	79678.375	100714.0	50831.5	99636.0	89828.0	101353.25	80218.5	102347.25	63786.75	121287.5	92362.5	81340.75	104601.25	364284.5	92024.5
X4..3.Pyridyl..3.butenoic.acid	5946.8	4500.5	4989.0	9479.5	4185.5	9056.0	3530.5	2754.5	4045.5	3915.5	6412.0	5704.5	5167.375	2950.6666666666665	4592.75	5061.375	3409.0	3097.0	6115.25	6387.0	4351.5	3774.0	4449.5	2977.0	4536.5	4892.333333333333	3498.5	10126.75	11952.25	4916.75
Phenylpyruvic.acid	16626.1	9860.5	11282.0	19317.0	11712.0	9709.0	9879.75	10795.5	10404.0	10472.75	9276.5	9016.5	8665.5	11358.666666666666	8162.25	8799.875	12591.5	6578.0	9678.25	8269.0	8168.75	10349.0	7784.0	10835.5	9911.166666666666	9139.833333333334	10043.75	9022.25	10246.0	10162.25
L.Fucose	21996.1	25990.5	49588.5	26980.5	16379.0	27537.5	24513.25	24469.0	23091.0	24099.25	27124.0	45332.0	23266.875	17169.666666666668	24236.75	14044.0	33299.5	25736.5	21372.25	18257.0	12820.0	23368.75	24850.75	24035.0	25873.833333333332	18361.833333333332	28306.5	15886.75	15801.0	24488.0
Kynuramine	1184.8	1183.5	1268.0	1636.5	1303.6666666666667	986.5	1180.5	1064.0	1042.5	1126.25	1119.25	1039.0	1010.375	1056.6666666666667	1283.75	1135.125	1212.5	960.5	1120.0	1229.5	1300.5	1103.0	1206.25	1361.75	1028.3333333333333	1778.8333333333333	1308.75	1260.5	2085.0	1138.5
Methionine.sulfoxide	14743.4	8249.0	9774.0	18507.5	21377.833333333332	6804.0	9241.5	6573.5	7469.0	8186.5	6443.0	5903.5	5858.625	7418.5	4917.75	14239.5	7457.5	2971.0	10132.25	5133.0	4983.0	19210.5	4740.25	16771.25	5329.333333333333	8586.666666666666	8424.25	7070.0	6122.75	5632.25
L.Phenylalanine	623656.9	175628.5	190230.0	862685.5	174102.83333333334	120545.5	109402.5	101786.5	138306.0	141264.25	145331.75	130847.0	162995.5	118035.83333333333	131850.75	118953.625	211289.0	117074.0	125249.0	100688.0	123758.75	109428.75	119947.0	114378.25	132421.0	213687.5	116832.25	168457.5	168010.25	180498.25
Benzoquinoneacetic.acid	34674.2	20996.0	18414.5	190285.0	27325.833333333332	15746.5	33857.0	24021.0	19673.0	36406.5	15170.25	17032.0	14500.375	32323.166666666668	17601.0	19106.625	28688.0	13603.5	18296.25	17615.5	19344.5	21176.0	13674.5	22580.25	18027.333333333332	17599.5	24207.25	17601.75	15616.75	22532.25
X3..3.Hydroxyphenyl.propanoic.acid	18021.6	6804.0	10706.0	28700.0	10328.833333333334	10323.0	8788.0	4640.0	8761.333333333334	7814.25	11831.5	7120.0	10175.5	6827.5	6571.25	7851.5	7846.0	8241.5	10847.25	7445.0	7677.25	6700.75	9215.25	10738.25	7277.666666666667	14569.833333333334	8314.75	18204.75	12496.5	9530.0
Homocysteinesulfinic.acid	142598.5	481603.5	564041.5	245755.0	158223.5	737530.0	770159.5	919685.5	117112.0	435132.5	1199187.5	747772.5	834044.375	595737.3333333334	645001.5	683478.625	852199.5	1534480.5	268314.25	475564.5	322225.0	410419.0	1426266.5	184735.5	377213.1666666667	522848.5	920777.75	614883.5	203148.0	948917.0
Taurocyamine	23835.6	63610.0	67323.5	28426.5	36062.666666666664	55612.5	64028.25	73310.5	23104.0	43134.5	85568.25	60803.0	66415.5	48844.666666666664	51537.5	96903.0	103354.5	95825.5	74243.0	57534.5	38582.5	45340.5	102069.25	37458.0	43949.0	93675.83333333333	98531.5	62732.0	30934.0	71285.25
Pyridoxal	7058.3	6535.0	5343.0	15705.0	6530.5	5448.5	6955.25	6467.0	5651.833333333333	5795.0	7554.75	7119.0	6843.625	5389.5	7020.5	7458.375	6341.0	6555.0	6202.25	7099.5	7056.0	5625.5	8921.75	5008.75	6860.666666666667	7769.166666666667	8091.75	6584.0	14770.5	8916.25
Phosphoenolpyruvic.acid	3956.2	2642.5	1986.5	9280.5	2131.8333333333335	1374.5	1674.5	1194.5	2931.1666666666665	1710.75	1668.0	2128.5	5013.875	1817.8333333333333	1627.0	1713.5	2499.5	1111.0	2147.25	1501.5	1803.25	1724.75	1705.25	1994.0	1556.3333333333333	2061.1666666666665	1374.5	1722.25	4415.0	1741.0
Uric.acid	206737.0	147728.5	179285.0	37756.0	153856.16666666666	185350.0	64468.5	220071.0	511535.1666666667	122369.0	450553.75	403110.5	337770.125	140434.0	270234.25	88800.75	287538.0	318056.5	83743.0	247522.0	105144.0	121793.75	396306.0	98145.5	265463.8333333333	246457.16666666666	165408.5	189075.75	47489.25	45674.75
X1.Methylhistidine	5941.0	7923.0	4819.5	10145.5	4484.5	3031.0	3941.0	3337.5	5395.0	4493.0	5479.5	5017.0	5674.5	4307.5	4023.5	5192.625	5522.5	4567.5	4454.75	4277.5	3930.5	3770.0	6157.25	4332.0	4310.166666666667	6063.166666666667	4681.5	4051.0	4676.75	4814.5
cis.4.Decenoic.acid	22503.0	9430.0	8400.0	83298.5	11231.5	6520.0	8415.5	5617.5	7354.333333333333	4835.75	7838.0	6947.0	6608.875	5449.833333333333	6594.5	10642.625	5873.0	5725.0	11096.75	6733.0	9107.5	4781.0	9946.75	9788.5	5145.333333333333	6691.0	6058.75	8317.75	39777.5	7059.75
X2.Octenedioic.acid	7302.8	8010.0	11714.0	7236.0	7398.166666666667	7592.0	11003.5	4820.0	6546.0	6137.75	9222.75	4134.0	7029.75	5801.333333333333	4549.0	6163.75	9058.0	5263.0	6598.5	4839.0	6114.75	5750.0	7150.25	6961.0	7450.666666666667	6837.833333333333	7115.5	8205.5	6973.25	7375.75
Glycylproline	8969.1	17334.0	11045.5	11258.5	6106.0	6916.0	5361.75	6764.0	9189.5	8622.75	10689.5	7764.5	9629.75	6703.5	7959.0	7327.875	8523.0	9896.5	7770.5	9244.0	6421.25	7695.75	8441.75	5478.0	8234.833333333334	8970.666666666666	7638.25	8162.5	8115.5	5589.0
Capric.acid	20997.9	19894.5	14069.0	31988.5	17523.833333333332	13839.5	30124.5	15451.5	14611.166666666666	19992.25	18678.25	18856.5	14875.0	17619.166666666668	21575.25	16238.75	25690.5	11278.5	18222.5	15488.5	17225.75	19796.0	22447.0	18727.5	19652.666666666668	15326.0	18330.0	16040.5	19726.5	22804.25
X0.1	2738.1	2135.0	2658.0	8172.5	3039.6666666666665	2003.5	1873.25	1790.0	3855.6666666666665	1898.75	2936.25	2153.0	2777.5	2180.6666666666665	2247.75	2157.0	2066.5	2196.5	2371.25	2473.0	2101.25	1705.0	2210.5	1753.5	7231.0	2994.3333333333335	2216.75	2453.0	2893.25	1768.25
Hexanoylglycine	11329.5	4623.0	26890.0	11011.5	10251.333333333334	17112.5	11893.75	11971.5	10824.666666666666	30444.75	17284.75	9332.0	14125.0	9162.166666666666	11094.75	15392.375	10410.5	7815.0	47497.0	12103.5	17806.25	10727.25	11779.5	8016.75	16881.0	167709.33333333334	9104.25	35961.75	33526.75	9353.25
Dehydroascorbic.acid	12625.4	18950.0	17684.0	13298.0	14780.0	13256.0	9630.0	14678.0	35395.833333333336	14347.25	17932.25	73532.0	17967.125	29184.833333333332	19092.0	20091.125	14841.5	10324.0	12786.0	21303.5	13970.75	36007.75	14221.75	11659.5	13882.5	26243.166666666668	10346.75	14183.25	11592.75	9532.25
X2.Isopropyl.3.oxosuccinate	7803.7	3096.5	3054.0	11446.5	3170.5	2900.5	6021.75	2554.0	2972.3333333333335	2685.5	4407.25	2697.5	3554.625	5053.166666666667	2918.0	6863.875	2868.0	2272.5	3311.5	3183.5	2727.0	5020.5	2605.25	3852.5	2438.8333333333335	3491.0	2474.25	2866.25	3735.75	8051.5
N.Acetylasparagine	6541.7	4861.0	7178.0	7161.0	4249.833333333333	5364.5	4481.75	5209.5	3811.8333333333335	7289.0	5754.25	5473.5	6321.0	5220.666666666667	4120.75	5337.625	5113.0	4284.0	8369.75	4814.0	5823.75	5727.25	4593.25	4977.75	5741.333333333333	20313.666666666668	3607.5	4989.75	8052.75	4701.75
Suberic.acid	19213.8	14893.0	13089.5	19032.0	12767.5	7923.0	28720.75	12497.5	10904.666666666666	16719.75	10121.75	10856.5	10255.125	16458.833333333332	15133.75	12982.0	18156.5	7423.5	12381.25	9633.0	11882.75	13203.0	11092.75	15272.75	11897.333333333334	14638.666666666666	14355.75	11362.5	13095.75	17857.0
N.Acetylornithine	16410.0	9799.0	21020.5	20386.5	14030.5	5132.0	7632.75	7723.5	11939.5	13159.75	17171.5	10301.0	15713.625	8612.666666666666	6325.25	11342.75	12831.5	9484.0	10244.0	8330.5	9958.0	5694.25	17065.75	7048.25	9949.833333333334	11432.666666666666	13156.25	11469.5	13366.5	7581.5
N.Acetyl.L.aspartic.acid	4272.0	6883.0	5352.0	5889.5	6493.0	5553.0	3600.75	3850.0	8253.166666666666	8349.0	9958.75	8246.5	17072.125	18392.333333333332	6277.75	4301.0	9859.0	6368.5	9595.75	5213.5	15770.75	7588.0	7971.5	5327.75	5816.666666666667	15126.0	7052.25	4880.5	9444.5	7463.25
N.Carboxyethyl.g.aminobutyric.acid	2845.8	1412.5	2734.0	3868.5	1708.5	1538.5	1668.0	2021.0	1770.0	1922.25	2732.0	1912.0	2178.0	1700.1666666666667	1951.5	1879.125	1661.5	1352.0	1875.75	1792.5	2092.0	1606.0	2037.75	1178.0	3404.5	2868.3333333333335	1829.0	2059.25	2236.0	1688.5
Citrulline	8991.6	3203.0	14613.5	6157.0	4491.333333333333	6762.0	7487.5	4730.0	5551.833333333333	7177.25	5075.75	3310.0	6161.25	9477.5	7822.25	6874.75	7145.0	3922.0	6525.25	5262.0	4831.25	7032.0	6974.75	6724.0	6459.166666666667	4743.833333333333	9012.25	4640.0	5561.75	7214.5
D.Glucurono.6.3.lactone	261121.4	2960891.5	612261.5	43106.0	139018.33333333334	76911.0	347964.75	94747.0	1453041.6666666667	748753.0	399228.0	589516.5	677905.0	644624.8333333334	103166.75	314058.125	51456.0	214649.0	482586.5	35289.0	223716.0	1651459.75	66088.5	723593.75	137614.33333333334	2029446.8333333333	299559.0	52487.75	621441.25	1101323.0
Serotonin	2687.0	9877.5	3763.0	2533.5	11620.0	2614.5	2503.25	2850.0	4713.5	2872.25	3566.0	2678.0	3074.625	2367.0	2800.5	2278.25	3568.0	2646.5	2550.5	3108.0	2353.75	4108.5	3108.25	3150.0	3925.5	4760.833333333333	3725.75	2759.0	3079.0	3816.0
