@format=row	BXD34	BXD73	BXD90	BXD39	BXD48	BXD50	D2B6F1	BXD51	BXD88	BXD48a	BXD102	BXD68	BXD100	BXD70	BXD67	BXD65b	BXD101	BXD95	BXD11	BXD73b	BXD53	BXD24	BXD60	BXD86	C57BL/6J	BXD32	BXD40	BXD65	BXD77	BXD63
X5.Phenylvaleric.acid	6748.6	3991.5	4536.0	10524.0	5307.0	3856.5	7542.0	3495.0	4810.166666666667	3793.5	4412.25	4440.5	3673.5	4396.166666666667	4921.0	4937.375	4180.0	3943.5	5492.0	4383.5	5317.25	3658.75	4281.0	7265.5	3703.6666666666665	4687.333333333333	4145.0	5568.75	5509.5	5277.5
Pseudooxynicotine	1871.6	1610.5	1208.0	2642.5	1746.0	1224.5	1612.5	1398.0	1470.1666666666667	1444.0	1215.5	1189.5	1113.25	1536.8333333333333	1407.25	1476.875	1593.5	1118.0	1545.25	1493.5	1500.5	1375.0	1200.0	1588.0	1231.3333333333333	1677.8333333333333	1427.75	1474.5	3079.0	1568.0
D.Glucose	453694.1	453133.0	581253.0	756877.0	362350.5	270138.0	261306.5	186664.0	432168.5	269442.75	486065.5	320330.0	343400.5	282857.1666666667	211212.25	250028.875	463061.5	233173.5	309189.25	338700.0	379185.75	266225.75	353885.5	274081.25	372771.8333333333	314065.0	303844.75	306944.25	328485.25	299106.25
L.Tyrosine	338684.3	114826.0	149443.0	500228.0	94487.5	72772.5	53121.5	59536.5	72268.5	85756.75	88320.5	69897.0	91198.5	71310.5	70253.25	58627.25	110208.5	77863.0	65566.25	59589.5	63266.25	63210.0	68055.0	72238.0	67145.33333333333	67735.83333333333	59852.0	67142.5	99164.25	83214.75
Sorbitol	130242.5	66236.0	36275.5	128759.5	37166.5	25625.0	26319.0	29756.0	41761.833333333336	41311.75	26197.25	28772.0	27779.375	35139.833333333336	24997.25	24419.75	69361.0	24460.0	25692.0	24395.5	47605.5	30985.25	23761.75	30934.25	32009.333333333332	34824.5	27806.0	26925.25	29610.75	30893.25
Phosphorylcholine	5008.6	2836.0	3666.5	7029.0	3389.5	2768.0	4551.5	2313.5	3256.8333333333335	2775.0	3372.5	2785.5	3174.75	3188.5	2456.75	3530.625	3195.0	2856.0	3881.0	2532.0	3178.75	2701.25	2709.5	4690.25	3915.0	3270.0	2926.0	3258.75	3241.75	3721.25
Phosphoserine	84897.7	105872.5	143882.0	110991.0	63644.5	51564.0	29496.5	73171.5	81486.66666666667	51453.0	86721.25	72725.0	113890.125	55576.333333333336	75432.25	40109.375	97795.5	50448.5	47966.0	52681.0	96787.5	48086.75	100549.5	49879.75	57905.0	58534.833333333336	91433.0	87230.5	51192.25	63223.0
Pseudoecgonine	3741.3	4952.0	7238.0	3702.5	2481.8333333333335	2221.5	2256.0	1598.5	5627.833333333333	3682.0	4807.25	3278.5	2862.0	3255.0	2407.25	5073.0	2629.0	3741.5	3463.5	2981.5	3708.75	1908.75	2143.75	2782.25	2383.3333333333335	4197.666666666667	2438.0	2710.75	4712.75	2620.25
X3.Oxodecanoic.acid	8759.2	5835.0	5654.0	11928.5	6202.5	4607.5	13546.25	4742.0	5278.833333333333	6042.5	5542.5	5795.5	5260.25	6247.333333333333	5638.75	6243.25	6686.0	4144.5	6436.75	4872.0	6037.25	4933.75	5169.5	7499.75	4768.0	5787.833333333333	5405.25	6046.5	6181.0	7567.0
X4.6.Dimethylnonanoic.acid	6476.9	4891.0	4305.0	6081.0	4409.0	3262.0	6774.25	3641.0	3829.1666666666665	5638.75	3545.75	4897.5	3429.5	5424.166666666667	8132.5	4460.625	6745.0	3057.0	4459.5	3930.0	4154.75	6867.75	4240.5	5541.75	4168.333333333333	4060.1666666666665	5636.5	4697.0	3786.0	6801.5
X2.Keto.6.acetamidocaproate	3682.5	1712.5	1334.0	2666.0	1690.8333333333333	1639.0	2370.25	1396.0	1843.8333333333333	1928.25	2392.5	1689.0	1936.75	1760.3333333333333	1988.0	1929.125	1652.5	1606.5	1869.25	1981.0	1935.25	1212.75	1812.75	1370.75	2106.5	2039.8333333333333	2246.5	2022.75	2215.0	1905.75
X0.2	1164.7	2165.5	1583.5	1548.0	1130.3333333333333	1724.0	1430.0	1134.0	1570.5	1294.25	1500.25	1290.5	1995.625	1937.6666666666667	1459.25	1702.5	1627.5	1762.5	2011.75	1168.5	1408.75	1223.75	1790.5	1693.25	1305.3333333333333	2396.5	2072.25	1307.5	1319.5	1633.25
p.Cresol.sulfate	8649.8	4065.5	4245.5	5784.5	10391.166666666666	2755.5	8772.25	3524.0	3891.8333333333335	5284.75	4739.25	4568.0	7517.875	12032.166666666666	3097.0	11475.625	4678.5	15181.5	2911.25	4681.5	23389.0	6399.25	8125.25	15490.5	15597.333333333334	5621.5	7230.5	9964.5	2923.5	13701.25
N.Acetylglutamine	36253.9	36892.5	46946.0	16790.5	17630.833333333332	37619.5	33342.75	38173.5	18033.833333333332	22394.25	49627.25	40049.0	47860.375	30968.666666666668	19951.0	37736.0	35430.0	35095.5	53268.75	48562.0	30264.25	58276.25	53463.25	40339.25	65896.83333333333	39970.833333333336	23921.75	43263.5	19867.75	26238.25
Nonate	54053.8	33139.0	33742.5	53108.0	33168.166666666664	16474.5	66641.0	26852.0	24609.166666666668	41413.0	20384.25	23372.0	22341.625	40548.666666666664	37178.25	28460.125	44903.5	12717.0	29377.75	21354.0	48022.75	33286.75	26133.25	37781.0	22755.333333333332	28601.166666666668	26368.5	37131.5	39200.75	40391.25
X0.3	31296.5	16338.5	19569.5	37849.5	13136.166666666666	9492.5	12211.0	8154.0	11964.833333333334	13972.5	16786.25	12691.5	16770.5	12768.5	10241.5	10564.25	18028.5	12274.0	12421.25	8352.5	12195.25	11594.75	12096.0	10594.75	14347.5	17584.333333333332	14914.25	11339.5	12196.25	15996.0
Lanthionine.ketimine	7063.0	18433.5	26916.5	8178.5	8088.0	35412.0	27876.5	40733.0	5306.833333333333	22368.25	50957.25	24389.5	33715.5	25016.833333333332	22871.0	24888.625	41800.5	55338.5	8406.25	17435.5	13760.25	14514.5	56522.0	5735.5	17532.166666666668	19138.666666666668	34183.0	29766.75	9580.0	38632.25
Glutarylglycine	19925.6	10242.5	146244.5	12971.0	9289.5	34773.0	14681.5	71412.5	23462.5	35853.0	32531.5	16744.0	64647.0	46429.5	18065.5	67863.125	17535.0	15212.0	31237.0	23644.5	27293.0	19685.0	19274.5	41071.75	40297.666666666664	24543.833333333332	29943.25	20114.75	68100.0	14934.5
X3.Dehydroquinate	9298.8	18443.5	12823.0	9165.5	13653.333333333334	6704.5	9279.75	9279.0	16145.666666666666	11801.0	14646.0	9219.5	21595.125	14104.333333333334	10626.5	12251.375	8969.5	9866.0	11870.25	11372.0	11092.0	13268.75	12194.5	12816.25	11469.166666666666	15062.0	15453.0	10423.0	10486.75	10792.5
L.beta.aspartyl.L.glycine	4116.8	4371.0	4263.5	4857.5	3962.3333333333335	2834.5	2605.25	3522.0	3826.0	3528.75	4771.25	3900.5	5104.625	3159.3333333333335	3710.0	3415.25	3344.5	2493.5	3335.0	4044.0	3912.75	3265.25	3807.0	3502.25	3108.3333333333335	3874.6666666666665	3003.25	3749.75	3804.25	2901.0
N.Acetyl.L.methionine	4397.1	4350.0	6023.5	6116.0	3656.5	3521.0	3733.0	3426.0	3140.0	8843.75	4404.0	3603.5	5116.125	3422.5	3888.25	3267.125	4046.5	3512.0	8589.5	2498.0	7264.25	3834.0	3244.25	3398.0	3441.5	37309.5	3141.75	7563.0	6148.5	3608.5
X5.Methoxytryptophol	2261.8	1178.5	961.5	4035.5	1217.0	959.0	1034.0	1076.0	917.5	1071.5	1375.0	959.0	1313.625	888.6666666666666	963.25	1046.875	1191.0	1101.0	1089.75	1258.0	949.0	772.25	1469.0	916.5	1463.0	1512.1666666666667	1025.75	1551.5	1339.25	1396.25
Citric.acid	55766.4	99723.5	63517.5	26583.5	55167.5	40538.5	64512.25	37553.0	72867.83333333333	62273.5	55788.75	68894.5	55675.75	72924.83333333333	58120.25	64152.625	109557.0	51900.0	73422.5	61354.5	61386.75	61544.75	49208.75	98469.5	50115.0	80508.0	43378.75	36284.0	90553.25	48299.25
D.Glucuronic.acid	9715.4	9769.0	9699.0	8915.0	7891.0	7243.5	10382.5	9126.5	9176.0	9031.0	11417.5	9875.0	11656.375	9192.666666666666	6525.5	10230.0	6310.5	7049.5	9154.5	8303.0	5793.0	10282.0	7762.0	10895.0	9885.166666666666	8613.5	10416.0	8349.0	9677.75	8003.0
trans.Ferulic.acid	3010.2	2583.5	3505.0	4241.0	2533.1666666666665	2041.0	2900.0	2590.0	2480.6666666666665	2455.25	3008.75	2241.0	2478.125	2341.3333333333335	1996.25	2816.875	1966.0	1968.5	2495.5	2218.0	2111.0	2093.25	2102.75	3215.0	1910.0	2652.8333333333335	2191.5	2715.5	2781.75	2289.25
Galactonic.acid	359178.2	439551.0	403463.0	273671.5	278885.6666666667	192460.0	353363.75	196930.5	365276.3333333333	249986.0	552004.5	396843.0	402686.25	200898.16666666666	223902.75	379954.125	186926.0	219910.0	377340.5	297147.0	251962.0	374285.5	291617.75	571343.25	414286.0	356832.1666666667	246121.5	286071.25	466060.75	407985.75
Selenomethionine	4327.2	2707.5	3360.5	4125.5	3075.6666666666665	2773.0	2843.5	3054.0	3050.8333333333335	3714.5	4056.0	2805.5	5598.375	3337.5	3646.5	2707.375	5288.0	2742.5	2960.25	3287.5	2807.75	2844.0	3744.25	3461.25	4273.833333333333	4102.166666666667	4070.75	4016.75	3699.0	3617.5
Guaifenesin	5425.0	3766.5	3549.5	9336.5	3592.0	2955.5	6838.5	2757.0	3068.6666666666665	2718.75	3650.75	3551.0	2936.0	3577.1666666666665	3142.0	4140.375	3069.0	2825.0	3884.75	3448.5	3397.5	2789.5	2997.75	5149.5	2659.5	4113.166666666667	2709.5	4024.5	3790.75	4524.5
trans.Dodec.2.enoic.acid	5781.3	11069.5	3378.0	21348.5	4653.333333333333	2774.5	6988.25	4460.5	3099.8333333333335	4200.0	4715.0	6711.0	3901.0	7319.5	7732.0	4827.125	6359.5	2639.0	4013.0	5220.0	4625.5	6759.75	4281.25	5555.5	7530.166666666667	6750.833333333333	7483.25	5095.75	3847.0	5974.0
Isoxanthopterin	2498.9	1186.0	1936.5	2905.0	1562.0	1330.5	1529.25	1526.5	1609.5	1501.0	2073.0	1325.5	1698.25	2362.5	1819.25	1345.625	2522.5	1245.0	1351.0	1321.5	1371.25	1242.5	1569.75	1516.25	1637.6666666666667	1558.6666666666667	2617.25	1465.75	1561.0	1666.5
Ecgonine.methyl.ester	2229.3	1960.0	2017.0	3259.0	1906.6666666666667	1857.5	2514.25	1315.0	1528.1666666666667	1779.0	2772.25	2267.5	2583.75	2276.1666666666665	1741.0	1979.25	2283.5	1741.5	2344.75	1345.5	1774.0	1746.5	2039.5	1896.0	2067.3333333333335	2829.1666666666665	1978.0	2227.75	1906.25	1833.25
cis.4.Decenedioic.acid	19072.8	12970.5	12979.0	70375.0	19437.833333333332	7992.0	22365.25	5476.0	9663.166666666666	7577.75	10921.0	8986.5	7797.625	7713.666666666667	7509.0	18616.0	9504.0	6351.0	14890.0	8692.0	15189.5	6681.75	12346.0	18781.75	6722.833333333333	9823.666666666666	7235.0	13505.25	32145.25	13072.0
Dodecanoic.acid	118914.6	122833.0	136991.0	176754.5	204036.83333333334	98834.5	209113.75	113030.5	72713.66666666667	138807.25	93250.0	134002.5	68969.25	160021.5	199092.0	100592.375	273262.0	66081.0	163357.0	93793.0	123396.25	162642.0	124309.0	193486.25	150971.83333333334	144097.16666666666	160206.5	154772.25	76597.0	176932.25
Cysteine.S.sulfate	782.9	871.5	724.5	887.0	705.3333333333334	707.0	781.0	640.5	1101.0	845.25	729.5	494.5	802.75	748.0	661.0	644.875	994.5	530.0	568.75	731.0	740.0	609.5	711.0	821.75	694.1666666666666	659.3333333333334	745.0	667.5	1597.75	798.0
Capryloylglycine	2540.5	1158.5	2458.0	2530.5	1562.8333333333333	1147.5	4626.75	1544.5	1254.6666666666667	2723.75	2231.25	1481.5	1525.75	1743.8333333333333	1363.75	2317.875	2173.5	1545.5	2063.75	1467.0	2152.0	1225.75	1730.25	1620.25	3673.0	2895.5	1628.0	2233.5	2495.0	2221.0
Galactitol	5260.7	4030.5	3783.0	7343.5	3721.8333333333335	1962.5	11754.5	2408.5	3194.0	3295.25	2926.75	2622.0	2642.0	4166.333333333333	2808.0	4671.25	3727.5	2267.0	3620.75	2486.5	2947.5	3631.5	2828.25	4407.25	2512.1666666666665	3362.0	2985.75	3810.0	3755.25	5684.25
Sebacic.acid	33098.6	12045.0	11866.0	79954.5	17545.5	11305.5	59471.5	14350.5	13122.833333333334	14311.5	13272.75	15866.0	11462.625	15126.0	24030.0	16976.5	15235.0	9673.0	17945.0	14497.0	14212.5	14962.5	14977.0	20976.75	14568.5	15322.0	13498.0	14496.25	51162.25	27792.75
L.Acetylcarnitine	26452.3	4598.0	10916.5	26787.5	10074.833333333334	9516.5	10197.5	6675.5	15408.5	10397.0	8918.5	12663.0	6439.25	8073.833333333333	8162.5	8451.625	8803.0	5968.0	9226.5	6226.5	10572.25	7372.25	7665.25	5610.0	8750.166666666666	25570.0	4912.5	22019.25	12515.75	10474.0
X5.L.Glutamylglycine	15458.4	10291.5	12412.5	18679.5	8544.833333333334	6434.0	6745.0	6732.0	8940.0	10234.0	7569.25	7863.5	7230.25	8336.0	7363.75	7590.25	12360.0	6914.0	7794.0	7612.5	8588.75	7448.25	6854.25	7690.5	8159.5	8414.333333333334	7587.25	7443.25	9676.0	8227.75
Pantothenol	2844.3	1570.5	1188.5	1923.5	2125.8333333333335	1389.0	4764.75	1282.0	1399.6666666666667	2675.0	1460.5	1504.0	1428.25	2704.8333333333335	2014.75	1754.5	3242.5	1355.0	2037.0	1672.5	1626.75	2743.5	3658.75	2425.5	1333.1666666666667	1625.3333333333333	1971.0	1520.75	1546.5	7575.5
X.R..lipoic.acid	5316.4	4691.0	2657.0	4156.5	5803.333333333333	2396.0	6305.75	3151.0	4616.5	4289.0	6543.0	3728.5	8396.875	3276.8333333333335	4247.75	5091.875	4308.5	2694.5	5262.0	3769.0	5283.25	3913.5	3500.25	6895.25	3302.5	4710.166666666667	3230.75	4735.5	4878.5	2751.5
Ibuprofen	10934.4	4175.5	5908.5	11054.5	10347.333333333334	6281.0	9416.5	3957.5	8035.833333333333	4428.0	8408.5	5705.5	6019.5	4667.333333333333	6316.75	6783.125	4781.0	7464.5	9770.25	6296.0	8844.5	4038.75	7855.75	14071.25	5563.666666666667	6966.666666666667	4671.75	10053.5	8832.25	7659.5
Phenylpropionylglycine	13007.8	6719.5	14103.0	9347.5	10507.833333333334	7109.5	8915.5	6704.5	7667.666666666667	11427.75	9936.0	10698.0	8418.125	8540.833333333334	7582.5	12074.25	6689.5	5596.5	13370.75	6991.0	8486.25	7309.25	6193.75	14286.0	7225.166666666667	29144.5	6556.25	12990.5	8750.25	6783.5
X3.Hydroxycapric.acid	11524.8	5990.5	7448.5	22655.0	10293.333333333334	8270.0	12104.5	4686.0	8250.5	5103.75	8045.25	7129.5	6562.375	6615.166666666667	6864.75	8715.125	6099.0	6993.0	10837.75	7511.5	10091.25	5490.0	8115.0	12644.75	6351.5	7061.5	6e3	8562.5	11404.25	7107.0
Vanilpyruvic.acid	9233.2	21606.0	3380.5	3788.0	3126.8333333333335	2782.0	3266.75	3627.0	17444.666666666668	14487.0	3693.75	4049.0	7609.125	3403.6666666666665	3823.0	8698.0	25097.0	3466.5	3020.75	10530.0	9816.0	3527.0	3449.75	3679.0	2804.5	5390.5	2634.0	3296.0	4751.25	11211.75
Indoxyl.sulfate	18379.6	14206.5	58530.5	14210.0	25965.833333333332	12829.5	15075.0	21934.0	21235.833333333332	14401.0	25101.5	18177.5	31327.0	10025.666666666666	15100.75	20515.375	10710.0	14666.0	9375.0	12533.0	20663.25	9944.25	20575.75	18469.5	23045.333333333332	13049.833333333334	19782.5	13379.0	9280.75	17453.0
Dethiobiotin	10324.1	4382.5	4879.5	23860.5	5766.333333333333	4182.0	3985.5	3353.0	3659.3333333333335	3778.5	4976.0	4538.0	4231.0	3201.1666666666665	4531.0	5152.0	3928.0	4295.5	4928.5	5062.5	4778.5	3256.0	5450.25	3738.5	3723.0	4481.0	3238.5	4817.0	9816.5	4887.25
X3.Oxododecanoic.acid	6583.3	6856.0	3946.0	9500.5	4718.833333333333	2790.0	17084.0	3878.0	3267.0	4516.75	3801.0	4953.0	3515.25	6333.0	4746.5	6165.875	6602.0	2856.5	4434.0	3877.0	4119.5	5164.5	3401.75	5374.0	5988.166666666667	4597.0	5070.5	4085.5	4423.25	8165.75
Tridecanoic.acid	24861.5	18806.0	9590.0	19117.0	10895.0	9327.0	19850.5	9721.5	8250.0	16090.0	7650.25	14279.5	7665.875	15942.333333333334	55657.0	15019.375	24132.5	6891.5	12883.75	12492.5	10628.25	28101.75	13291.0	16242.0	10035.833333333334	13201.0	13825.0	12187.0	9043.75	41058.75
O.Phospho.4.hydroxy.L.threonine	2432.3	1966.0	2567.5	2711.5	2068.0	1856.5	2207.0	1817.0	1994.8333333333333	2508.0	2456.5	1409.0	2356.0	2115.0	2156.5	2110.25	3211.0	1631.0	1678.25	1852.5	1903.0	1805.25	2157.75	2185.0	1977.5	2076.8333333333335	2157.75	2058.25	1962.5	2398.0
Glycerylphosphorylethanolamine	136263.3	216289.5	160633.0	26306.0	167509.0	108203.0	188198.25	88082.0	175788.33333333334	95003.25	212424.5	152827.5	169476.0	132052.0	79575.5	75062.375	279761.0	157857.5	145372.75	160406.0	169228.5	280473.25	173006.25	144668.75	124374.5	177882.83333333334	186896.75	121626.25	121212.25	138579.0
N.Nonanoylglycine	1791.5	1236.0	1479.0	2289.5	1723.6666666666667	905.5	8981.5	1228.0	1099.6666666666667	2144.25	1465.25	1224.5	1214.75	1819.0	1374.0	1335.625	1397.0	954.5	1946.0	1038.5	3679.5	1163.0	1299.75	1930.25	1129.1666666666667	2284.8333333333335	1506.75	1384.75	2316.75	2923.75
Undecanedioic.acid	11192.9	6641.5	6655.0	15542.5	8513.833333333334	4122.0	32140.5	4808.0	5849.0	7074.75	5522.25	6035.0	4654.25	7693.666666666667	7193.75	7431.375	7558.0	4178.0	7508.25	5287.0	11693.5	6659.75	6156.5	9954.0	4396.333333333333	6977.5	5446.25	6978.75	9112.0	10880.75
X3.Hydroxydodecanoic.acid	3492.6	4774.5	3100.0	6145.0	3677.5	2263.0	6015.0	2622.5	2652.6666666666665	3928.75	3144.25	3758.0	2791.75	4646.333333333333	3682.5	3100.25	4152.5	2315.0	3111.75	2807.0	3388.75	3343.75	3070.75	3803.25	4495.0	3310.1666666666665	3776.25	3326.25	3010.25	4154.25
N.a.Acetylcitrulline	5134.7	16619.5	6100.5	5752.0	2493.5	2750.0	3282.5	3637.0	3771.3333333333335	7214.25	3510.75	2549.5	5604.875	4008.5	2612.5	3914.875	7743.0	2759.0	3573.25	3652.0	2843.75	2853.5	3281.75	2593.5	5397.666666666667	7840.333333333333	6348.0	3207.25	5718.0	2540.0
Propionylcarnitine	2206.4	1997.0	1272.5	2001.0	1362.0	894.0	2057.25	896.0	1045.0	1693.5	1576.75	1125.0	1065.875	14090.166666666666	1385.5	1792.0	1436.0	968.0	1503.25	1082.0	1506.75	4398.5	1207.75	1513.25	1562.5	4066.8333333333335	1607.25	1308.0	1644.75	1668.5
Deoxyhypusine	697.5	914.0	656.0	1035.5	773.6666666666666	583.0	1047.5	646.5	721.3333333333334	764.75	669.25	820.5	625.0	807.5	639.25	715.125	830.5	588.5	626.5	570.0	766.0	688.0	630.25	751.5	860.5	868.6666666666666	768.0	713.5	762.25	802.75
X0.4	206505.6	171286.0	134034.0	201859.5	84435.16666666667	95164.0	67221.5	142964.0	89384.5	159516.5	124982.75	242681.5	146079.875	103780.16666666667	142484.5	83036.125	108311.5	169727.0	109352.0	150602.5	146468.5	106614.25	112251.75	77994.25	84842.5	145892.83333333334	61964.75	107159.5	93884.0	129654.0
Glutamylalanine	28525.9	17098.0	16878.5	21226.5	14702.0	18769.0	13678.5	11608.5	35374.166666666664	12412.25	18286.0	22412.0	15171.75	10383.5	12393.5	15386.625	20918.5	15241.0	13916.0	21376.0	15070.5	13663.75	21752.0	10579.25	19664.666666666668	18706.0	9859.5	17349.5	14904.75	11943.75
X3.Hydroxysebacic.acid	12704.4	8593.0	8562.5	27424.0	8637.5	4624.0	18203.25	4697.0	6526.5	6091.5	7222.0	6001.0	5369.625	7739.833333333333	5411.0	12392.5	6403.0	5174.5	8210.0	5801.0	7931.75	5862.25	6727.25	11258.75	7056.166666666667	6709.0	5970.5	8070.5	12392.5	9867.25
N.Acetylgalactosamine	14508.1	12937.5	10896.0	14111.0	17833.166666666668	14166.0	18919.75	10503.0	9064.833333333334	8488.25	16481.5	7767.5	20765.875	10345.5	25191.25	14023.375	10977.0	8472.5	14911.25	8997.0	8695.5	11674.75	15906.75	14127.5	8685.333333333334	20118.5	11797.25	15611.0	11599.25	13128.0
L.Cystathionine	29228.2	14184.5	11883.5	89966.0	8814.0	9711.0	8099.25	7145.0	11440.666666666666	10628.25	8745.0	7856.5	9000.875	8939.0	10586.5	8294.75	8439.0	7085.5	11383.75	7624.0	7473.25	8465.75	7592.25	8292.5	8893.333333333334	10553.166666666666	7997.5	9755.25	36984.5	8598.0
Ethyl.glucuronide	228373.2	58897.0	18132.5	686563.5	31640.166666666668	14151.0	16610.25	8613.5	33526.166666666664	24414.25	19300.0	23491.0	17788.125	19774.0	35771.5	21655.25	21555.0	8312.5	39203.0	17710.5	20382.25	27984.75	22174.0	16359.0	31337.666666666668	27733.666666666668	12434.0	34523.0	289558.25	23309.0
X5.8.Tetradecadienoic.acid	5182.8	19006.0	2250.5	25425.0	4289.0	2406.0	5941.75	4288.5	3408.6666666666665	4699.25	7339.0	11793.5	4313.5	7046.333333333333	8421.5	6827.625	6855.5	3298.5	4180.25	10334.5	5650.25	5766.75	5207.5	7784.0	15950.166666666666	8874.166666666666	13363.5	3872.0	4196.0	5563.75
Carnosine	4470.3	3500.0	2196.5	4602.0	2861.6666666666665	1810.5	3007.75	1441.5	2281.6666666666665	2707.5	3122.75	1750.5	3940.625	2429.5	3838.25	2048.375	3336.5	2260.0	3330.5	2245.0	2029.5	2862.5	3252.5	3104.75	2705.1666666666665	3353.3333333333335	2190.0	2158.5	2518.75	3197.25
X5.Tetradecenoic.acid	40538.1	56199.0	8104.5	97219.5	15476.5	11183.5	25460.25	15617.0	11955.666666666666	22446.5	13669.0	38511.5	12260.5	23851.333333333332	83379.0	27183.125	40722.5	10330.0	18836.75	30323.0	17070.25	45385.75	22626.5	29199.5	38916.833333333336	31793.166666666668	34863.25	19613.5	14707.0	69242.25
L.Glutamic.acid.5.phosphate	7403.0	3828.0	16999.0	3208.0	3563.8333333333335	4714.0	4481.25	7761.5	3608.3333333333335	4834.5	4777.0	3713.0	7914.5	5059.333333333333	3614.0	6759.25	4690.5	3026.0	4407.75	3812.5	3508.75	5941.75	4480.0	4641.0	4799.0	5642.666666666667	5365.25	3898.0	5665.75	3548.25
Traumatic.acid	12783.2	8479.5	9587.0	14653.5	9724.0	6873.5	21739.5	4001.5	9875.333333333334	5924.75	8726.25	6754.5	6937.5	7980.666666666667	6285.75	10669.0	7030.5	6381.0	11373.25	6814.0	8435.75	5939.75	7645.0	13965.25	5986.666666666667	9445.833333333334	5622.75	8800.25	11807.25	9035.0
L.leucyl.L.proline	14990.7	9455.5	6403.0	14100.5	6403.333333333333	7990.5	5334.0	4995.5	4824.5	6597.75	5944.0	5407.0	6523.25	5082.166666666667	3315.0	7093.125	8546.5	7087.0	4836.75	4354.5	4776.0	6120.75	6365.5	5161.25	6449.333333333333	7833.0	4803.0	6411.75	6003.5	7277.0
N.Decanoylglycine	3037.2	1354.5	1863.0	2358.5	2420.0	1073.0	11925.0	1658.5	1432.0	2690.25	1772.0	1378.5	1585.75	2954.1666666666665	1788.0	1876.125	1936.0	1237.0	2345.75	1450.0	5654.0	1554.75	1741.25	2127.0	1402.8333333333333	1773.5	2004.5	1751.25	2753.5	5057.75
D.Ribulose.5.phosphate	35277.0	105271.0	61794.0	13663.5	43726.666666666664	33503.5	31077.25	33063.0	41448.166666666664	45456.75	65602.75	47774.0	39918.0	32049.666666666668	27150.5	43409.625	68084.0	27967.0	35045.75	64750.0	27591.0	34219.75	43564.5	43426.0	41570.0	48484.0	24571.25	45923.5	27820.0	33686.5
Sedoheptulose	5519.5	3048.0	3844.0	7058.5	3114.8333333333335	2797.5	5001.0	2091.0	3229.8333333333335	2713.25	3232.0	2402.5	2611.125	3502.5	2525.0	4752.125	3408.0	2483.0	3232.75	2568.5	3569.75	2957.75	2645.0	4310.5	2471.6666666666665	4293.0	2759.0	3406.25	3590.0	4392.5
Aspartyl.L.proline	7850.7	7073.5	5675.5	7750.5	4879.0	5008.0	5637.75	4178.5	7076.833333333333	5417.5	8081.0	6236.0	6652.875	4581.666666666667	6048.25	5741.875	5147.5	5160.0	6761.75	6671.0	4416.0	5475.5	5992.25	5674.75	5414.833333333333	7579.166666666667	4850.5	5242.25	7355.25	5235.25
X3.Methoxytyrosine	2748.1	9698.5	2122.5	3428.5	1754.5	1841.5	1995.5	1277.0	1647.6666666666667	1706.25	2081.25	1547.5	1827.5	1590.5	1560.75	1807.5	1839.0	1286.5	2017.25	1608.0	1455.5	1553.5	1621.5	2280.25	1849.6666666666667	2353.5	1714.0	1797.75	2101.0	1702.25
X4..Glutamylamino..butanoate	9959.0	10142.0	5002.0	12948.5	5834.5	2716.0	5133.25	3560.5	4616.333333333333	3808.5	7240.25	5618.0	5522.625	4018.6666666666665	4923.75	5568.25	4812.0	5452.0	4549.25	5037.0	6689.0	3977.75	6124.0	5800.75	6496.0	6268.666666666667	4333.5	4466.25	7043.5	5476.25
Dihydroxycoprostanoic.acid	4029.6	2621.0	1832.0	3325.0	2014.6666666666667	1541.5	2043.25	1435.0	3302.6666666666665	1613.75	2539.75	1891.0	1953.75	2122.6666666666665	2404.75	2482.375	2139.5	1865.0	2067.25	1695.0	2111.5	1613.25	2418.25	1970.5	3074.6666666666665	3026.1666666666665	1979.5	2153.0	2190.75	2021.75
Hydroxypropionylcarnitine	3777.6	2949.0	3243.5	7354.0	2944.0	1385.0	2187.25	931.0	1746.3333333333333	1460.0	3294.5	1708.5	1890.875	3387.6666666666665	1898.75	3071.0	1398.5	1813.0	3243.5	1768.5	2320.0	2029.5	2724.0	2747.75	2658.1666666666665	1669.5	1451.75	2323.75	3538.0	2343.25
X5.Sulfosalicylic.acid	19258.3	24503.0	23005.5	18619.0	19707.0	19387.0	19795.5	20135.5	21869.0	21439.25	16354.25	18634.0	18206.75	20603.833333333332	19512.5	17996.75	21036.5	17450.5	18554.75	21071.5	19642.0	21680.5	16519.5	21277.5	19661.833333333332	21473.666666666668	21524.5	18655.5	18176.25	21021.5
Dihydrobiopterin	10641.6	6508.0	5044.5	7776.5	7816.5	4791.5	16917.75	4632.0	6015.0	6052.5	7103.25	4899.0	5452.625	5101.666666666667	6356.0	5972.5	9902.5	3697.0	5284.0	3981.0	10241.5	4167.5	5724.25	15407.25	5683.166666666667	4934.0	6076.0	7816.75	6169.0	5684.0
Anserine	3581.6	3644.0	3290.5	5100.5	4203.0	2254.5	3263.5	1388.0	2938.0	2746.25	6353.25	2118.5	6643.625	2550.5	1887.75	2266.375	2633.5	2937.5	6265.0	2496.0	3040.25	2897.25	5716.0	3165.0	3292.6666666666665	3017.6666666666665	2669.0	2494.75	2805.0	3613.5
