@format=row	BXD63	BXD45	BXD32	BXD39	DBA/2J	BXD90	BXD24	BXD95	BXD73	BXD55	BXD100	C57BL/6J	BXD102	BXD91	BXD29	BXD89	BXD73b	BXD75	BXD87	BXD34	BXD48	BXD9	BXD65	BXD70	BXD43	BXD44	BXD61	BXD65b	BXD50	BXD68	BXD77	BXD101	B6D2F1	BXD62	D2B6F1	BXD48a	BXD79	BXD69
X3.Dehydroxycarnitine	1084.0	1187.5	1342.5	1385.0	1102.0	1424.5	1504.0	2335.75	1832.0	2144.0	1449.625	1038.1	1573.5	2587.0	1638.375	1549.1666666666667	1377.142857142857	1961.0	1169.5	2004.75	1271.1666666666667	2342.0	1884.0	1447.875	1669.5	843.0	814.9	1159.0	1454.5	2453.5	2312.0	1325.8333333333333	1356.2142857142858	1085.0	1538.25	2049.0833333333335	1214.5	2157.0
Oxoglutaric.acid	3114.0	8726.5	22351.5	8326.0	54417.0	26957.125	30532.5	1901.25	9806.5	34471.0	13960.75	9400.0	12617.2	21426.75	20871.25	45984.833333333336	24164.428571428572	72552.5	17947.0	52288.0	17364.5	22595.0	18220.5	12585.75	7988.5	20912.5	12791.2	32303.0	8527.5	25472.25	24334.333333333332	18127.5	18827.214285714286	15191.666666666666	15783.875	27704.166666666668	16769.75	37676.5
Coumarin	1297.0	1810.75	2696.0	2164.5	2959.0	3192.5	3229.0	1724.5	1985.0	3286.75	1993.0	1950.1	2311.2	2532.0	2682.0	3068.5	2571.0714285714284	3984.0	2068.0	3349.0	2272.5	2601.25	2392.0	2006.875	2248.75	2756.0	2243.7	2688.3333333333335	2522.5	2545.0	2614.3333333333335	2169.8333333333335	2523.9285714285716	2088.8333333333335	2277.0	2823.8333333333335	2128.0	2606.0
L.Glutamine	263583.0	486238.75	855449.5	819991.0	1899259.0	1327317.25	1760445.5	337457.75	481210.0	1245990.5	1422811.625	1294279.4	1415757.0	1021467.25	851502.875	874015.6666666666	1290681.4285714286	1338948.0	938893.5	1733211.5	889413.1666666666	1849246.0	1185560.5	717513.875	1089122.75	1154078.5	888012.0	1226638.5	1377036.5	2202577.0	1001546.8333333334	1098635.5	1036324.0	933102.1666666666	903737.5	1330687.6666666667	1159273.0	968196.0
L.Lysine	70759.0	166385.25	140504.5	229870.0	211879.5	184480.0	274025.5	113204.75	114424.5	157115.25	258510.875	121107.4	253174.6	172862.25	144884.0	212711.5	213791.7142857143	297102.0	95006.5	135002.75	152939.66666666666	134440.25	132864.5	144443.125	218066.0	158037.0	114673.6	180770.83333333334	231868.0	196837.5	134655.0	194813.0	127618.57142857143	270911.8333333333	162089.0	129214.16666666667	201512.75	290692.0
Indole.5.6.quinone	64178.5	60428.75	57896.0	67115.5	60081.0	58271.625	59785.5	49178.25	79970.5	54974.75	49615.375	57972.6	59587.0	58408.25	54002.625	53530.0	48086.42857142857	52587.5	45166.5	50161.5	51283.166666666664	55475.25	51082.5	63147.625	54628.25	61476.0	51278.7	53364.0	58114.5	42481.75	57080.5	50469.333333333336	54623.5	51324.5	53794.875	53212.916666666664	53409.75	48632.0
L.Glutamic.acid	62858.5	120558.25	215067.5	206402.0	296751.5	304591.625	467120.5	295087.0	117224.0	218739.75	226695.75	284375.7	249295.4	250983.75	283491.25	249640.16666666666	289842.9285714286	221637.5	247472.0	417438.5	220815.66666666666	357977.0	386318.5	266666.0	180806.75	209621.0	275447.7	335821.1666666667	229688.0	362502.0	197767.66666666666	322917.6666666667	331409.28571428574	332755.5	230460.875	289535.6666666667	235064.25	825092.0
D.2.Hydroxyglutaric.acid	15755.0	62551.25	18617.0	21218.5	47298.5	57086.875	33433.0	13359.0	43261.5	52693.75	48041.5	33650.8	53003.7	35628.25	36494.875	29943.666666666668	33081.357142857145	37302.5	15842.5	39047.75	41669.5	57019.25	21099.5	36211.875	31392.5	42805.0	19137.3	28664.333333333332	52003.5	41375.25	43210.666666666664	39741.333333333336	32195.64285714286	20692.5	23304.875	38715.166666666664	22334.25	47963.0
Mevalonic.acid	3638.5	7923.25	9560.5	9920.5	16199.5	11619.25	16776.5	5236.75	6536.5	11373.75	12417.0	11660.6	13136.4	10725.0	9475.125	8891.0	11157.92857142857	12208.5	9861.5	15233.25	9050.0	15355.25	10486.0	8846.0	10752.75	10288.5	9031.2	11214.666666666666	13570.5	17228.0	10473.333333333334	10567.666666666666	10162.357142857143	10526.0	9773.125	11840.25	11011.5	9358.5
L.Methionine	5242.5	20733.75	14237.0	18912.5	16684.5	12181.5	23298.0	10445.25	8806.0	9599.25	11516.625	8276.9	10737.1	13246.25	12804.875	11629.5	10691.92857142857	11301.0	8842.5	10589.25	10053.333333333334	8379.5	10119.5	9929.125	12227.75	11144.0	10503.7	9227.166666666666	11947.0	11405.75	15512.166666666666	11634.166666666666	9579.5	11577.833333333334	9104.625	9849.083333333334	11424.25	15318.5
Tartaric.acid	2986.5	3119.75	1936.5	7228.0	2444.0	9603.75	2224.0	12436.75	3347.5	3639.0	7595.125	2596.8	12002.2	2884.5	2419.25	2338.5	2013.2857142857142	4726.5	3718.5	2264.5	3270.5	10583.5	2450.5	9892.375	4576.75	2433.5	2000.5	8870.666666666666	2520.5	1968.25	2677.8333333333335	2523.8333333333335	2737.5	7713.666666666667	2499.25	1940.5833333333333	2127.0	3358.0
D.Ribose	4999.0	9619.75	14648.5	14981.0	19286.5	12963.375	21606.0	7851.25	8835.0	11537.25	13137.5	11276.1	13698.9	13264.5	14450.375	11877.833333333334	12673.857142857143	10853.0	11214.0	13448.5	11813.666666666666	10168.75	9432.0	10617.5	13834.0	14736.5	11115.2	10764.333333333334	19906.5	14457.25	10964.166666666666	12700.666666666666	13247.714285714286	12414.333333333334	13084.75	12240.833333333334	9820.0	7835.0
X.....S..Carvone	2857.5	4973.25	4113.5	3802.0	3754.0	4358.0	3137.5	3591.5	5713.0	5438.25	4794.25	4329.8	4162.6	5050.5	4183.0	4203.166666666667	4122.785714285715	3107.0	3333.5	3534.0	3912.6666666666665	4146.0	4057.5	5155.5	4753.25	5145.0	3821.2	3445.3333333333335	4966.5	4583.0	4396.0	3505.8333333333335	4635.142857142857	3548.8333333333335	4782.625	4114.583333333333	4736.25	3757.5
Acetaminophen	5392.5	6512.25	6902.0	7091.5	6720.0	6224.5	7340.0	47427.25	8706.5	6421.0	6022.0	6167.5	6787.0	6712.0	6396.75	6462.666666666667	6097.0	5258.5	5553.5	6472.0	6150.833333333333	6282.0	6155.0	7818.0	6850.75	7023.0	5777.1	6378.5	7900.5	6057.0	6670.5	6663.333333333333	6880.142857142857	6384.333333333333	6787.375	6289.75	5792.0	4006.0
Xanthine	169632.0	119059.0	640215.5	553348.5	303332.0	369929.0	925928.5	261392.25	137328.5	228112.25	224420.625	480131.1	406267.4	275696.25	1219570.25	252882.16666666666	369284.28571428574	430145.0	518530.0	487848.25	305320.1666666667	223515.0	258757.5	217161.125	354282.25	250566.0	391330.9	349819.3333333333	301534.5	283828.5	433705.1666666667	257954.5	372091.28571428574	420380.0	363138.875	393122.5833333333	252519.25	321677.0
p.Hydroxyphenylacetic.acid	8548.5	7630.75	32224.0	28521.5	14096.0	17827.5	40154.0	11765.25	11177.5	12945.75	10358.375	23509.5	19700.1	14513.0	64315.75	12018.666666666666	16581.928571428572	21213.5	23774.5	23378.25	15711.333333333334	11565.25	14002.5	11119.75	16661.0	12765.0	18223.4	17329.5	18907.5	14057.5	20536.333333333332	12400.833333333334	18563.0	20363.5	17287.0	17648.583333333332	11444.5	12888.5
Alpha.Pinene.oxide	1294.0	2981.5	2289.0	2331.5	4689.0	3594.375	1860.0	1929.5	5077.0	6802.75	4070.125	2827.2	3579.7	3032.25	3487.0	2327.8333333333335	3008.8571428571427	2082.0	1986.0	2158.5	2377.5	3169.5	2638.5	4211.625	3326.5	6586.5	2254.2	2590.6666666666665	4491.5	3356.25	2935.6666666666665	2116.6666666666665	4107.357142857143	2465.0	3486.0	3030.0833333333335	3935.0	2890.5
X3.Hydroxyanthranilic.acid	7001.0	6067.75	12073.5	11240.0	10113.5	9735.0	17024.0	7346.25	7075.5	7439.0	7802.375	10770.2	9994.4	9461.5	14425.75	7618.666666666667	8536.785714285714	10894.0	10522.5	11317.5	8211.333333333334	8183.25	7849.0	8514.125	9176.25	7966.0	10751.5	12038.5	8711.5	8380.0	11021.166666666666	7114.166666666667	10586.42857142857	10723.666666666666	11195.25	10893.583333333334	9073.25	9555.0
N.Acetylhistamine	712.5	967.5	916.5	1212.0	1764.5	1189.875	1219.0	730.0	1380.0	1727.75	1436.375	962.6	1544.1	1744.75	1101.625	1064.3333333333333	1214.7142857142858	2146.5	1031.0	1500.25	993.8333333333334	1362.0	1237.0	1218.5	1481.25	1528.5	952.2	1377.3333333333333	2180.5	1771.25	1287.0	1028.8333333333333	1372.4285714285713	1201.8333333333333	1425.625	1104.6666666666667	1417.5	1405.5
L.Canaline	2450.0	4126.0	4555.0	12682.5	9886.5	6882.125	6429.5	3139.75	4621.5	3923.25	5948.0	9480.5	13602.0	5419.0	6495.25	3814.0	4325.071428571428	5740.0	3480.0	4467.75	5187.333333333333	6885.0	4371.5	4059.5	4708.25	5933.5	7113.4	4563.166666666667	5285.0	5000.5	4186.833333333333	6526.5	5513.928571428572	6435.5	6592.375	4666.166666666667	5222.75	4017.0
L.Histidine	84481.0	113521.5	323090.0	303785.5	404577.0	271534.25	339893.0	187582.0	165667.0	246808.25	370828.75	298919.5	359714.9	312450.25	251177.375	307212.8333333333	351951.64285714284	355972.5	312425.0	375871.75	201013.16666666666	352936.0	254099.5	196511.25	326166.75	242400.0	217939.8	258901.33333333334	355316.5	480496.5	215099.33333333334	262978.1666666667	289875.9285714286	323547.1666666667	289613.5	274083.4166666667	311751.75	369584.5
Imidazolelactic.acid	3935.5	5049.75	5533.5	4799.5	16260.5	4660.25	8249.5	4192.75	2995.0	4798.5	8248.25	9593.1	13189.4	5429.5	5202.875	4128.666666666667	4717.285714285715	8971.0	5916.5	7295.5	3809.6666666666665	6270.5	5209.0	3722.375	5359.25	5470.0	3714.0	7071.166666666667	5994.5	4727.75	4843.0	6369.0	8077.428571428572	7821.166666666667	15764.5	3803.6666666666665	7629.25	4948.5
X4.Hydroxynonenal	2556.5	5164.25	4594.0	4060.0	6010.5	6635.625	3464.0	3509.75	8493.5	9197.0	6788.0	5152.7	5877.6	5036.25	5274.75	3974.5	4841.5	3172.0	3448.5	3759.75	4471.333333333333	7257.25	3775.5	8552.875	5056.5	7563.5	4254.3	4033.5	8632.0	5379.0	4866.0	3614.5	8483.714285714286	3765.3333333333335	6053.625	5299.333333333333	5578.5	3421.5
X2.Aminomuconic.acid	1147.0	3685.0	2828.5	2890.5	2253.5	2039.875	2345.0	1491.0	1831.0	1618.75	2610.875	2369.7	2147.5	2624.75	1735.625	1822.6666666666667	2116.714285714286	3950.0	2012.0	2806.5	2061.8333333333335	2442.25	2176.0	1619.625	2497.25	2820.5	2218.3	2169.6666666666665	3413.0	1672.5	3568.3333333333335	2007.8333333333333	2529.5714285714284	2124.8333333333335	2412.125	2627.9166666666665	2751.0	2480.5
Tiglylglycine	1896.5	3757.5	4852.5	4777.0	5540.0	5299.75	5508.0	3175.0	3960.5	4300.75	4860.25	4700.1	6187.3	6165.25	5446.625	4431.833333333333	4999.285714285715	5855.5	4361.5	5374.25	4283.666666666667	5526.0	4378.0	3801.625	5729.25	4194.0	3815.3	4938.5	5432.5	5282.75	4114.166666666667	4717.166666666667	4666.214285714285	4331.833333333333	4797.5	5789.166666666667	4439.5	5161.0
Allantoin	6339.5	7994.5	14205.0	18052.5	22009.5	20913.25	19408.0	32182.5	8756.5	16180.0	9069.875	10925.6	15647.0	13531.0	17736.25	13727.833333333334	15613.5	17461.5	14593.0	14258.0	16405.333333333332	13891.5	12806.5	11256.125	18997.0	17238.5	13360.6	14697.666666666666	17825.0	12378.5	13141.333333333334	14525.666666666666	15740.0	11630.333333333334	14566.0	19982.25	14296.0	12576.5
Isopropylmaleate	3196.5	3360.25	3222.5	4287.5	5085.0	4854.625	5328.5	3753.75	5677.5	4695.25	3772.875	3338.6	4061.5	3633.0	4054.375	3348.3333333333335	3525.8571428571427	8227.5	3585.5	3698.75	4423.666666666667	4220.25	3190.0	3876.625	4842.75	5863.5	3591.5	4441.666666666667	6494.5	3803.75	4605.166666666667	3271.1666666666665	4489.071428571428	2898.8333333333335	4308.625	3601.5833333333335	2705.0	2930.5
X3.Oxooctanoic.acid	10639.0	8838.0	8043.5	9350.0	7924.0	9520.375	7965.0	7867.0	12723.5	13002.25	7627.0	9685.1	10589.6	7935.0	11500.5	7715.0	6360.428571428572	8733.5	7005.0	8235.5	7822.333333333333	9789.25	8367.0	11453.25	8377.75	12487.0	10659.5	7954.0	11013.5	6381.25	11277.333333333334	6282.0	12701.642857142857	7253.666666666667	9180.5	8787.833333333334	7351.75	7062.5
Oenanthic.ether	22912.5	24706.75	27005.5	30591.5	18001.5	21480.875	18656.0	25243.75	27573.5	26185.0	24250.875	29470.8	26009.9	29745.75	24734.375	26941.5	23320.714285714286	16351.5	21089.5	23494.25	30435.0	25464.0	34974.0	29885.375	30488.25	29585.5	26070.6	20016.666666666668	18391.5	19677.0	28112.666666666668	23914.666666666668	27285.14285714286	27774.0	30319.75	24822.416666666668	30985.75	23766.5
X2.Methylbutyrylglycine	4071.0	26616.5	10167.5	9654.5	11556.5	14876.875	7179.5	9646.75	5934.5	14082.0	7749.75	9586.6	12542.9	16162.5	11884.625	6806.333333333333	7570.785714285715	13346.5	6478.0	8079.0	8713.166666666666	9771.25	9084.0	8937.0	11397.5	6918.0	7746.3	8742.166666666666	17390.5	7181.0	16450.0	9352.166666666666	9545.214285714286	8785.333333333334	10263.0	12042.416666666666	11129.5	10667.5
DL.2.Aminooctanoic.acid	355.0	958.25	849.0	781.0	1057.5	684.125	1371.5	591.25	591.5	768.75	760.625	791.0	937.6	849.5	551.375	736.5	707.7142857142857	828.0	653.0	620.25	781.0	612.75	689.5	689.375	866.5	556.0	621.5	725.5	867.5	581.75	905.8333333333334	690.0	826.2857142857143	653.6666666666666	784.125	770.0833333333334	759.75	922.0
Oxoadipic.acid	3352.5	4904.0	7554.0	6695.5	5717.5	6051.625	7161.0	4808.0	7557.5	5458.0	8067.5	6297.6	7342.1	8712.0	6658.375	7858.666666666667	7864.071428571428	6515.5	5263.0	7509.25	6927.333333333333	5751.5	6157.0	5668.5	9004.25	7628.0	5428.8	6222.0	10890.5	11339.5	6988.333333333333	7842.833333333333	6923.571428571428	7270.5	7965.0	5875.916666666667	6299.5	3834.5
Methylimidazoleacetic.acid	1461.5	2524.0	2674.5	2429.0	2264.0	2264.125	2677.5	2496.5	2194.5	2256.25	2145.5	2237.3	2292.3	2992.0	2606.25	2690.8333333333335	2623.0714285714284	1944.0	2071.0	2656.75	2402.8333333333335	2363.0	2021.5	2248.625	2783.5	2609.5	2352.9	2286.3333333333335	3586.0	2599.25	2630.1666666666665	2945.3333333333335	2637.714285714286	2886.3333333333335	2545.125	2285.1666666666665	1890.0	1368.0
X3.Methyladipic.acid	6465.0	6280.75	4869.5	6193.5	6199.0	5432.75	11862.0	4860.0	9300.5	5590.5	4081.0	5360.2	6213.0	5053.0	4865.875	4237.833333333333	3638.1428571428573	8015.0	3774.5	11687.5	3972.3333333333335	5406.75	4241.5	5614.375	4295.75	7464.5	6505.5	4811.833333333333	8499.5	7687.75	6246.166666666667	3411.5	5360.642857142857	4176.166666666667	6010.125	5400.583333333333	3378.25	3829.0
D.Alanyl.D.alanine	2514.5	3608.75	3341.0	6208.0	1895.5	2898.5	4490.0	2186.5	2464.5	3081.75	3533.125	2696.1	4219.9	3062.0	2381.0	2849.1666666666665	3039.8571428571427	3901.0	3038.0	3354.0	3236.6666666666665	2340.0	2217.0	2659.125	3159.0	2824.0	3584.2	2867.5	3149.5	2906.25	3317.5	2821.1666666666665	3015.9285714285716	2407.5	2741.25	2752.8333333333335	2333.75	2457.5
X7.Hydroxyoctanoic.acid	3261.0	2669.25	3627.0	3910.5	3423.0	3542.5	3214.0	2827.75	4075.0	4256.25	2575.5	3030.4	3994.7	3097.0	3380.0	2892.8333333333335	2565.214285714286	3188.5	2591.0	3457.5	2496.3333333333335	3307.25	3247.0	4012.375	3048.0	4974.5	4022.9	2791.5	3247.0	2689.0	3053.8333333333335	2316.0	3729.1428571428573	2858.5	3762.875	3169.5	2775.0	3148.0
N.6..Methyllysine	832.0	1188.0	1010.0	1569.0	1471.5	6073.0	7668.5	6526.5	2030.0	1327.25	4689.375	2560.9	1445.7	3549.0	4011.875	5145.666666666667	6108.857142857143	2067.5	1016.5	4788.75	1442.6666666666667	4378.25	1423.0	2859.625	4405.25	5858.0	3898.8	1406.0	6803.0	5639.75	1235.8333333333333	5606.0	1528.142857142857	4391.833333333333	1482.625	1690.0	5442.25	1297.0
X4.6.Dihydroxyquinoline	4293.5	5686.5	5728.5	5888.0	10686.0	5381.75	5338.0	4851.5	6230.5	5163.25	5731.0	5140.9	5856.2	6552.75	5372.0	5445.333333333333	5583.5	6078.5	5275.0	4822.5	5233.333333333333	5073.0	5267.5	5180.5	5666.25	5301.0	5040.8	5300.166666666667	6589.5	5509.75	5474.333333333333	6055.166666666667	5407.214285714285	5971.833333333333	5418.625	4985.166666666667	5105.25	5400.5
X2.Hydroxyadipic.acid	45261.5	49744.5	98310.5	114700.5	122651.5	86104.375	126263.5	34506.75	81484.5	61842.5	87532.875	94797.0	104535.3	84988.0	87173.125	77537.5	91647.5	80430.5	80498.5	92885.25	75022.33333333333	76278.75	90093.0	88453.875	91364.25	109745.0	77838.8	64593.666666666664	114267.5	80590.25	75518.33333333333	79203.66666666667	93235.57142857143	67952.33333333333	92802.75	77546.0	54370.25	42197.5
X4..3.Pyridyl..3.butenoic.acid	1656.0	2765.5	3382.0	2946.5	4033.5	2919.0	3286.5	2292.0	2795.5	2951.25	3603.0	2975.3	3333.4	3909.5	3407.75	3103.1666666666665	3634.5	2692.5	3001.0	3299.75	2999.3333333333335	3058.75	2753.0	3127.125	3986.75	3301.0	2954.8	3137.6666666666665	4312.5	3405.0	3167.3333333333335	3582.5	3700.1428571428573	3824.3333333333335	3733.75	3445.6666666666665	3361.75	3072.5
Phenylpyruvic.acid	13092.5	11818.75	10960.5	13347.5	10348.0	9504.375	9291.5	9108.5	18871.0	9696.75	9182.375	11214.6	11210.2	10060.25	9742.5	8705.666666666666	7005.5	9204.5	7174.0	8843.5	8181.833333333333	11550.25	8029.0	13234.0	9203.25	11998.0	9373.6	10375.666666666666	11077.5	6641.75	10292.833333333334	6938.833333333333	10308.714285714286	10057.166666666666	9193.875	9506.25	8675.5	7720.0
L.Fucose	6529.5	12214.5	15508.5	16088.5	16676.0	15210.25	17923.5	18613.25	13565.0	8829.5	13902.0	13556.8	16142.3	13493.75	15444.0	15318.166666666666	14041.0	13004.5	15368.0	15015.0	17028.0	18230.25	13333.5	13584.875	17352.75	19582.5	12037.1	14245.333333333334	22930.5	15528.25	14517.666666666666	16188.833333333334	15353.857142857143	13668.666666666666	14711.5	16683.583333333332	10597.0	11106.0
Kynuramine	1129.0	1386.25	1274.5	1201.5	1424.5	1061.5	1084.5	1014.5	1142.0	1145.5	965.75	1049.8	1102.6	1265.0	1149.0	1157.8333333333333	1111.4285714285713	1030.0	974.5	1010.25	1120.6666666666667	1116.0	1124.0	1409.625	1180.75	1322.0	1012.8	1051.3333333333333	1971.5	1158.5	1124.5	1097.1666666666667	1625.857142857143	1155.0	1231.875	1061.6666666666667	1008.0	806.0
Methionine.sulfoxide	5011.0	5088.0	5466.0	9535.5	15863.0	7561.875	5538.5	7609.75	73775.0	12127.75	5193.5	5573.7	8604.0	7136.5	6793.875	6951.0	4401.714285714285	29842.0	7688.5	7291.5	7047.0	6464.5	6136.5	6021.5	6263.0	11153.5	5829.5	14937.333333333334	18936.5	6233.75	7805.166666666667	3677.0	6725.357142857143	4711.166666666667	6266.0	5854.916666666667	4832.25	4359.0
L.Phenylalanine	49180.5	122915.0	142291.0	194669.0	162986.0	135949.75	239577.5	116982.5	90024.5	89678.75	136085.5	113888.8	158016.6	155342.0	131068.125	117165.83333333333	134240.5	159356.0	118370.5	116048.0	103047.83333333333	128213.5	88744.0	119317.125	153669.25	135111.5	110871.0	116058.0	161236.5	102845.5	125023.16666666667	115644.83333333333	119606.0	136389.66666666666	125311.25	125833.16666666667	108640.5	154060.5
Benzoquinoneacetic.acid	32273.5	32205.25	22231.5	37115.0	18250.0	22295.375	18880.5	21655.5	37663.5	24920.5	15651.5	25946.7	21463.2	20789.0	20580.75	18352.833333333332	34916.142857142855	27777.0	40259.5	18022.5	18430.5	27821.5	19279.0	26345.5	17959.25	24719.5	19987.2	19957.166666666668	24733.0	13212.75	25116.333333333332	13846.833333333334	24384.928571428572	15524.0	29543.5	19350.916666666668	14755.5	19411.0
X3..3.Hydroxyphenyl.propanoic.acid	6154.5	7085.25	4825.0	6863.5	8946.0	7055.0	5214.5	4787.25	5827.0	8846.0	10087.5	6740.6	8150.8	14681.0	6337.5	5365.166666666667	7006.785714285715	6665.5	4504.0	5561.5	5388.166666666667	7746.75	6240.0	12711.875	11193.0	7726.0	4628.6	5597.5	8014.5	7390.0	7246.0	9307.833333333334	7750.214285714285	7856.333333333333	11233.125	6404.666666666667	7984.75	7371.0
Homocysteinesulfinic.acid	31532.5	501310.0	301638.5	244555.0	123085.5	651755.375	813872.5	283058.5	44931.0	259420.5	1320107.625	232408.8	724643.0	933022.0	508817.375	709300.8333333334	1666556.5714285714	107676.5	419528.0	533116.25	974531.8333333334	905675.25	901101.0	739318.625	1122380.5	356270.5	403650.9	722325.3333333334	741647.5	1350322.0	507842.1666666667	1925282.0	717154.0	805431.1666666666	1060842.375	1088762.0833333333	493989.5	602067.0
Taurocyamine	7186.0	37578.75	33325.5	31288.0	53571.5	66413.25	100712.5	58957.0	11759.0	32894.5	83340.0	25355.6	60685.4	72300.5	55430.25	58751.5	106323.92857142857	23353.5	33918.0	53041.25	75396.66666666667	100716.75	80412.5	55046.875	76401.25	31780.0	38533.0	70006.83333333333	65449.5	88165.0	44023.166666666664	133791.83333333334	60033.142857142855	64428.333333333336	78883.75	84565.66666666667	60128.25	59642.0
Pyridoxal	2796.5	4745.0	6339.0	4956.5	8213.5	7455.25	8708.5	4502.5	4487.0	6710.25	7001.5	5223.9	5698.6	7221.5	5874.625	7453.166666666667	7534.071428571428	5676.5	4848.0	7510.0	5858.166666666667	6185.25	7636.0	11406.0	6602.75	4596.5	4932.3	5655.0	6368.5	7244.25	5695.833333333333	8166.166666666667	7090.428571428572	7359.333333333333	10039.5	7875.083333333333	9289.75	5785.0
Phosphoenolpyruvic.acid	4768.0	1155.5	1793.0	1605.0	2318.0	2999.75	2128.5	2184.5	1850.0	1836.75	1590.0	1589.1	2030.2	1738.25	1759.375	1933.5	1639.5	2100.0	1698.0	1897.5	1464.0	2078.75	1543.5	2466.0	1393.25	2577.5	1393.0	1715.0	1891.0	2166.25	1666.1666666666667	1779.1666666666667	1997.7857142857142	1579.0	1675.5	1886.25	1252.0	1405.5
Uric.acid	52293.5	80334.0	194975.0	176026.0	20743.5	129340.25	50606.0	266681.75	67060.5	95300.0	342341.125	391372.7	305664.5	288335.5	146164.625	240751.33333333334	392088.14285714284	288611.0	309993.5	244475.0	277447.3333333333	326896.75	177446.0	124060.0	253944.0	64882.5	120368.9	169122.33333333334	348563.5	415340.75	155984.5	348573.3333333333	200608.64285714287	269700.3333333333	282939.375	224142.16666666666	227715.25	168434.0
X1.Methylhistidine	3479.5	2706.25	5288.0	5638.0	8729.0	5277.5	8266.0	8522.25	3255.0	5413.0	4374.5	4716.0	6742.9	4935.75	6335.75	4262.666666666667	6150.642857142857	6398.5	4928.0	5430.75	5259.666666666667	4143.0	3414.0	5573.875	5348.5	4594.0	4367.8	4685.0	6913.0	5336.75	3766.3333333333335	5020.5	5697.642857142857	5254.0	5982.75	4833.083333333333	5525.75	5911.5
cis.4.Decenoic.acid	2010.0	3352.5	2849.5	4351.0	6315.5	4327.25	3040.0	2151.5	5308.0	8693.5	3910.125	3711.0	4661.2	3260.75	3696.5	3207.6666666666665	3448.214285714286	3415.5	3209.0	3755.75	3861.3333333333335	4296.25	3616.5	6138.0	3648.25	7514.0	3094.3	3437.5	6453.0	4625.25	3392.5	2874.1666666666665	4633.357142857143	2911.5	4150.875	3825.4166666666665	4445.25	3119.0
X2.Octenedioic.acid	3224.0	3378.0	6105.0	9125.0	8179.0	7258.625	7842.0	3795.25	7509.0	6350.5	8321.25	5247.9	8098.1	9683.75	5391.375	4872.166666666667	6164.785714285715	9398.5	3592.0	5391.75	5831.666666666667	5112.75	4763.5	4376.375	6342.5	7766.5	5214.6	5532.0	10324.0	6560.75	4501.5	4970.166666666667	6030.071428571428	5283.0	9128.25	5951.916666666667	6620.25	7071.0
Glycylproline	3722.5	5868.0	6865.5	12726.0	9015.5	7614.875	7752.0	5093.25	5823.5	5639.75	8741.25	11588.4	14676.7	8972.0	7439.0	6611.833333333333	7947.571428571428	8246.0	5636.5	8378.75	6575.0	9932.75	7272.5	5571.375	7523.0	8075.0	9245.2	6812.166666666667	7596.5	10827.5	6421.333333333333	8288.5	7111.071428571428	8514.666666666666	8388.25	6859.333333333333	8195.0	8361.0
Capric.acid	16884.0	13771.5	17542.0	18653.0	11630.0	15088.0	13309.0	12874.5	22763.0	18648.25	14115.375	18048.9	20955.0	14164.0	17273.375	13993.333333333334	14879.92857142857	15481.5	15219.5	15445.25	32031.666666666668	16170.5	19831.5	18749.125	14153.25	18631.0	19189.9	14126.0	16266.5	13922.25	19091.833333333332	11723.0	17973.428571428572	15565.666666666666	15479.625	18818.583333333332	16819.25	14108.0
X0.1	1604.0	2218.25	2375.5	2019.0	2311.5	1817.5	1406.0	1637.75	1754.5	1904.5	2704.0	1998.6	2442.0	2908.0	1967.5	1890.1666666666667	2375.214285714286	2184.0	2961.5	2101.5	1859.0	2844.0	1984.0	1738.875	2277.5	1970.5	1749.2	2368.3333333333335	2582.0	2558.5	2445.6666666666665	2220.6666666666665	2346.9285714285716	2267.0	2457.5	2234.4166666666665	1971.5	2623.0
Hexanoylglycine	8254.5	51178.75	7929.0	11860.5	13731.5	11149.125	12719.5	5912.0	4561.0	9063.25	12424.25	9610.6	19332.7	24510.5	6861.125	5351.333333333333	9689.714285714286	10715.0	7007.5	10323.5	6408.5	12968.0	8125.5	11255.5	22767.75	14442.5	8244.7	11227.333333333334	17536.0	8785.25	27635.0	8378.333333333334	8619.857142857143	9283.333333333334	12297.0	11163.333333333334	10169.25	5426.0
Dehydroascorbic.acid	7267.5	25189.5	170273.5	13593.0	14373.5	16687.25	16549.5	18389.25	7667.0	11345.75	13120.875	42167.9	18026.9	15804.75	30613.75	74712.0	22524.35714285714	16089.5	204106.5	95193.75	14567.0	39753.5	28808.0	18423.75	13305.25	11772.5	49728.2	65367.666666666664	11229.0	17715.25	109519.66666666667	15037.166666666666	53495.42857142857	14235.5	13751.625	40666.916666666664	8671.0	29938.5
X2.Isopropyl.3.oxosuccinate	3521.5	2012.25	2272.0	3565.0	6275.5	4584.125	2314.0	1815.0	20877.0	4427.0	3522.0	2395.7	4559.6	2631.75	2672.5	2143.6666666666665	2353.4285714285716	8281.5	1893.0	3257.75	2181.1666666666665	2948.0	2530.0	3076.375	2397.75	7935.5	2452.1	5456.166666666667	10205.5	2978.5	2430.5	2360.8333333333335	3173.5714285714284	2155.1666666666665	3236.625	4488.416666666667	1942.25	2306.5
