@format=row	BXD65b	BXD53	BXD100	BXD66	BXD73b	B6D2F1	BXD40	BXD61	BXD51	BXD77	C57BL/6J	BXD67	BXD98	BXD73	BXD70	D2B6F1	BXD89	BXD63	DBA/2J	BXD29	BXD32
X3.5.Diiodo.L.tyrosine	3769.0	2345.0	2532.0	2739.0	2537.0	2830.6666666666665	3005.25	2371.5	2561.5	2495.25	2537.5238095238096	2518.5	2613.5	2459.3333333333335	2907.25	2465.0	2416.0	2684.75	3084.3333333333335	2794.5	2617.25
LysoPhosphatidylcholine.with.formula.C21H39O7P	2133.0	10555.5	6002.5	8370.5	15541.75	9063.166666666666	6553.75	12659.5	5011.5	5656.5	8652.714285714286	8134.5	5618.5	6100.166666666667	6242.75	12899.166666666666	7454.0	13757.5	8399.166666666666	7499.833333333333	10196.0
PE.P.16.0e.0.0.	834.0	6542.0	3014.5	2273.5	5874.5	7800.666666666667	2258.5	6197.5	5095.0	2830.5	4180.119047619048	4434.0	4545.5	5505.666666666667	8178.25	4119.166666666667	6530.0	7951.25	5250.166666666667	3977.3333333333335	7544.25
MG.24.1.15Z..0.0.0.0.	2999.5	1823.5	1495.0	2537.5	1737.75	1741.5	3530.0	2352.0	1851.5	2410.75	2412.1428571428573	1939.0	2036.5	2073.3333333333335	2544.0	1920.3333333333333	2645.0	2110.25	2530.1666666666665	2529.1666666666665	3044.75
Se.Adenosylselenomethionine	723.5	4495.5	2173.5	1590.0	1281.5	2406.5	1793.25	1661.5	1726.0	2440.25	1689.3333333333333	1737.5	2198.0	1700.0	1454.75	2014.3333333333333	1499.5	1487.5	1608.3333333333333	1540.6666666666667	2959.75
Chenodeoxyglycocholic.acid	2375.0	3746.0	2030.0	2186.0	8366.75	2372.5	2781.25	2492.5	2621.0	2395.75	3405.8333333333335	2262.75	2619.0	2835.5	2247.5	4959.166666666667	2962.5	6069.75	2679.0	2730.0	2785.0
X5b.Cholestane.3a.7a.12a.23R.25.pentol	4245.0	3033.0	2441.0	2166.5	4049.25	2920.3333333333335	3282.0	3914.0	2444.0	3575.5	2435.690476190476	2794.75	3441.0	2740.6666666666665	3296.5	2947.5	2962.5	3676.25	2875.8333333333335	3683.8333333333335	5392.25
X3.17.Androstanediol.glucuronide	889.0	3530.5	1509.0	1575.0	2127.5	1788.1666666666667	2490.0	2218.0	1881.0	1854.25	1991.0	2544.75	2890.5	2011.0	2345.25	1913.8333333333333	2608.0	2532.5	2411.1666666666665	2311.5	3358.0
X5.Methyltetrahydrofolic.acid	962.0	2908.0	864.0	1140.5	1908.75	1116.1666666666667	1896.25	1148.0	1483.5	1713.5	1855.547619047619	1599.0	1811.0	1454.3333333333333	2922.5	1303.8333333333333	1922.0	1489.75	2455.5	1925.1666666666667	1760.75
Docosa.4.7.10.13.16.pentaenoyl.carnitine	690.0	2098.5	1199.0	1274.5	2137.25	2241.5	1447.0	2878.5	2907.0	1251.25	1494.3095238095239	1824.5	2447.0	1964.0	4088.0	1906.6666666666667	3146.0	2691.25	4112.0	1934.6666666666667	2776.25
Taurocholic.acid	2414191.0	26786584.0	23935910.0	22966092.0	23845823.0	15011639.166666666	15127283.5	26498988.0	16524378.0	14525134.5	19126421.57142857	17135362.75	23777317.0	20262357.0	21633118.5	22193568.0	13736457.5	27055038.5	22004534.666666668	22795001.333333332	17920865.25
Poly.g.D.glutamate	1106.5	9942.0	4155.5	4700.5	25787.0	2651.3333333333335	3263.5	16704.0	2664.0	2890.25	8798.904761904761	3397.25	7166.5	4705.833333333333	5285.25	14233.666666666666	2852.5	14369.5	6294.333333333333	7926.0	6320.25
Arachidonyl.carnitine	364.0	564.5	488.5	625.0	696.5	598.3333333333334	1077.5	800.0	613.5	609.75	652.6666666666666	610.25	705.5	670.3333333333334	740.0	655.0	820.5	905.75	781.8333333333334	701.0	1198.25
LysoPE.0.0.22.6.4Z.7Z.10Z.13Z.16Z.19Z..	5030.0	372186.0	7198.0	26135.0	52650.5	46141.833333333336	15073.0	92234.5	34426.5	31652.75	27159.714285714286	51719.75	18886.0	36187.5	23119.75	51706.666666666664	47936.5	50385.25	31976.666666666668	32455.166666666668	98069.0
LysoPhosphatidylcholine..18.2.9Z.12Z..	3875.5	26655.0	8835.5	17521.0	30741.25	11867.833333333334	7329.75	19634.0	8062.0	8550.0	12529.952380952382	10384.5	8875.5	8840.833333333334	13433.75	21706.833333333332	15687.0	21457.5	15188.0	10006.333333333334	15631.75
Lysophospholipid.with.formula.C26H54NO7P	2490.5	13638.0	5567.5	11305.0	21894.75	9089.333333333334	6221.5	10580.5	8552.0	7666.25	9976.619047619048	10312.75	7376.0	8775.166666666666	12395.0	12279.333333333334	12277.0	11271.0	10308.0	9390.166666666666	11920.5
Diglyceride.with.formula.C32H62O5	2289.5	1919.5	1917.5	2119.0	1979.5	1989.3333333333333	2331.5	2109.0	1959.0	2104.5	2399.3571428571427	2341.25	2362.0	2083.3333333333335	2127.0	2141.5	2247.5	1938.75	2031.3333333333333	2158.1666666666665	2094.25
Triglyceride.with.formula.C33H62O6	422.0	729.5	680.0	903.5	894.0	856.3333333333334	962.25	959.0	525.5	576.25	818.5714285714286	885.5	776.5	737.1666666666666	761.75	791.3333333333334	804.0	1142.75	830.0	918.1666666666666	1441.5
Ceramide.with.formula.C36H71NO3	325.5	860.5	591.5	732.5	524.75	796.6666666666666	921.75	1175.5	2423.0	1527.0	1412.2380952380952	4902.25	757.0	1663.1666666666667	1569.75	801.5	3186.5	945.75	855.8333333333334	1302.3333333333333	2270.5
Uridine.diphosphate.glucose	10245.0	5385.5	302492.0	69372.0	39786.5	70239.5	54212.75	103788.0	90345.0	69308.75	99691.38095238095	79539.0	87671.5	109805.83333333333	98272.25	124625.16666666667	113150.5	81701.25	75825.66666666667	121053.66666666667	34391.0
LysoPE.0.0.24.6.6Z.9Z.12Z.15Z.18Z.21Z..	1179.5	6901.5	2332.5	1884.5	5151.75	1947.3333333333333	2446.0	5684.5	2660.0	2235.0	2802.1428571428573	2967.0	5397.0	2575.1666666666665	4673.5	2873.3333333333335	3270.0	4783.25	3331.8333333333335	3013.1666666666665	3730.75
LysoPC.22.2.13Z.16Z..	323.5	644.5	529.5	623.5	617.5	607.5	675.75	871.0	671.0	575.0	595.4285714285714	710.0	1186.0	690.3333333333334	872.25	622.6666666666666	1010.5	872.75	836.3333333333334	942.8333333333334	933.75
Endomorphin.2	1138.0	3737.5	1720.5	2756.5	2567.0	1640.3333333333333	2622.0	3084.5	2173.0	2398.75	3363.8571428571427	2494.25	2418.5	2266.1666666666665	1983.75	2005.8333333333333	2784.0	3318.5	4017.0	2700.8333333333335	3052.75
Mesobilirubinogen	1026.5	4603.5	1675.0	2078.0	8594.0	2656.0	3664.25	25133.0	2268.0	3219.75	6766.261904761905	4439.5	2890.0	2448.3333333333335	4636.0	3367.0	2640.5	2825.5	9601.0	3831.8333333333335	8095.5
DG.14.0.20.1.11Z..0.0.	404.5	610.0	585.0	605.0	522.75	594.8333333333334	716.25	608.5	535.0	566.75	576.9285714285714	884.75	644.0	689.1666666666666	608.25	689.8333333333334	657.5	677.5	644.3333333333334	667.3333333333334	1117.75
X2.Hexaprenyl.3.methyl.5.hydroxy.6.methoxy.1.4.benzoquinol	512.0	6618.5	955.0	872.5	1235.25	1232.6666666666667	1263.0	1958.0	1064.5	1286.75	1498.2142857142858	1583.25	1441.5	1037.1666666666667	1949.25	1093.5	2374.5	2104.0	1422.5	1592.8333333333333	2424.75
X.23S..23.25.dihdroxy.24.oxovitamine.D3.23..beta.glucuronide.	1092.0	4297.5	1845.0	2138.5	4460.0	2052.6666666666665	2677.0	3611.5	2846.0	1927.0	6040.809523809524	2541.75	2324.5	2367.3333333333335	2557.75	3256.6666666666665	3306.5	3384.0	2810.1666666666665	2239.5	3750.5
Diglyceride.with.formula.C39H66O5	447.0	3490.0	1688.5	1360.0	3527.25	3715.5	2299.25	3999.5	1875.5	2933.0	3457.809523809524	3421.5	1664.5	3590.1666666666665	2114.5	2458.0	3876.5	8575.25	2240.8333333333335	3560.3333333333335	3082.0
Diglyceride.with.formula.C39H72O5	1942.5	14576.0	8935.0	5266.0	29259.75	20534.333333333332	16432.75	44575.0	12442.5	24758.0	45342.166666666664	20797.75	9683.0	22962.166666666668	13640.0	24559.833333333332	28070.0	27994.0	16029.0	35733.5	16436.0
Ceramide.with.formula.C42H81NO3	333.0	1640.0	1837.0	1220.5	1263.25	1993.6666666666667	2987.5	3184.5	7852.5	3316.75	7715.547619047619	14991.0	4491.5	5909.833333333333	12840.75	2151.3333333333335	15426.5	4626.0	2842.8333333333335	3503.5	13436.75
X.3a.5b..24.oxo.24...2.sulfoethyl.amino.cholan.3.yl.b.D.Glucopyranosiduronic.acid	862.0	3485.5	990.5	1455.5	1774.0	1216.3333333333333	1636.0	1789.5	1598.5	1186.25	1386.4761904761904	1524.0	1639.5	1377.6666666666667	1592.5	1486.5	2354.0	1938.0	1822.0	1579.0	1991.5
DG.18.4.6Z.9Z.12Z.15Z..22.6.4Z.7Z.10Z.13Z.16Z.19Z..0.0.	1619.5	1181.5	1519.0	1547.0	1586.25	1898.0	2139.0	1826.5	1771.5	2018.75	1943.2142857142858	2187.5	2199.0	2114.3333333333335	2084.5	1907.6666666666667	2558.0	2312.5	2173.8333333333335	2571.6666666666665	2452.75
Diglyceride..16.0.22.6.4Z_7Z_10Z_13Z_16Z_19Z..0.0.	726.5	3852.5	4136.0	3257.0	5800.5	15028.666666666666	5565.75	10650.5	6376.0	5881.25	9417.833333333334	5947.75	5930.5	8225.333333333334	5914.0	16259.666666666666	11684.0	12366.5	5050.166666666667	9119.0	10970.5
Glycogen	11921.0	432235.0	22609.0	13007.5	11479.75	16247.833333333334	16618.5	6175.0	20058.5	39755.0	19261.380952380954	1004081.25	15464.5	79898.66666666667	18599.0	44444.666666666664	45493.0	18217.75	9129.166666666666	27599.166666666668	19669.0
Phosphatidic.acid..16.0.18.1.11Z..	733.0	2093.5	7577.5	3619.5	5249.0	9960.5	4265.5	9417.0	12609.5	6976.5	7350.5	6339.25	7700.0	13474.5	9814.25	7587.5	12423.0	7026.0	7491.5	7215.5	12876.75
Diglyceride..18.2.9Z.12Z..22.6.4Z.7Z.10Z.13Z.16Z.19Z..0.0.	686.0	2831.0	1430.0	1660.5	2647.75	5973.833333333333	2135.75	5718.0	2453.5	2226.75	4160.023809523809	3267.5	4029.0	2938.0	2744.0	2659.0	4752.5	8509.5	2389.6666666666665	4624.166666666667	6417.5
Phosphatidylcholine..14.1.9Z..15.0.	349.5	886.0	1532.0	1278.5	1397.0	2628.5	1250.25	2052.5	2117.0	1977.5	1972.2619047619048	2369.25	2118.0	2578.8333333333335	2389.5	1738.5	3120.5	2223.75	2123.0	2295.3333333333335	2763.25
Phosphatidylcholine..14.0.15.0.	276.5	664.0	999.5	667.5	857.5	1302.3333333333333	994.5	1106.5	2702.5	1188.0	1443.452380952381	2254.0	1217.0	1953.0	1925.25	1059.8333333333333	2603.0	1522.25	1291.3333333333333	1391.6666666666667	1545.5
SM.d18.0.14.0.	1525.0	1851.0	1167.5	1488.5	1451.0	1437.1666666666667	1893.75	1310.5	1437.5	1627.0	1534.7380952380952	2011.5	1657.5	1594.1666666666667	1873.25	1518.3333333333333	1984.0	1772.5	1774.8333333333333	1958.6666666666667	2207.75
Phosphatidylethanolamine..14.0.20.2.11Z.14Z..	4754.0	14050.0	36692.5	27549.0	35483.0	108203.16666666667	30604.25	174363.0	104042.0	75101.0	60729.380952380954	99210.25	164675.5	142953.16666666666	144962.75	47483.166666666664	164957.5	216937.25	86632.83333333333	96612.0	242786.5
Phosphatidylcholine..15.0.18.3.6Z_9Z_12Z..	6417.0	18944.0	104230.5	76861.5	62614.5	280941.0	62646.75	202931.0	113405.5	134666.5	124880.26190476191	143785.75	212120.5	210579.16666666666	248957.75	92099.16666666667	207730.5	329864.75	139664.0	203897.66666666666	318431.0
Phosphatidylcholine..15.0.18.2.9Z_12Z..	17577.5	53391.5	182598.5	177145.0	195168.25	481948.8333333333	180399.75	771266.0	350208.5	306725.75	321378.0714285714	351799.5	526663.0	503148.3333333333	555757.25	278760.5	677580.0	736121.5	351452.0	425960.3333333333	807477.25
Phosphatidylcholine..15.0.18.1.11Z..	5715.0	18296.0	56308.5	41522.0	76901.0	139614.33333333334	59924.75	203981.0	179331.5	91807.25	131401.54761904763	119074.0	143949.5	215317.5	190439.75	95527.16666666667	217094.0	124255.5	114777.16666666667	129788.33333333333	218213.75
Phosphatidylethanolamine..20.3.5Z_8Z_11Z..P.18.1.11Z..	1918.5	9799.0	69878.0	16937.5	26048.25	85781.83333333333	24112.25	66358.0	72085.0	44465.0	42668.42857142857	71820.5	90444.0	79718.83333333333	114925.0	33149.833333333336	99277.0	53856.75	46925.833333333336	49544.0	129413.0
Phosphatidylethanolamine..16.0.22.6.4Z_7Z_10Z_13Z_16Z_19Z..	27814.5	143420.0	876804.0	428880.0	583924.25	2924495.0	480467.0	1936511.0	1449213.0	1471636.0	861436.7380952381	1455907.25	1962685.0	2846994.3333333335	1360781.0	949019.6666666666	2416966.5	1750241.25	1028193.8333333334	1485206.3333333333	3412496.0
Phosphatidylcholine..15.0.20.4.5Z_8Z_11Z_14Z..	27048.5	126510.5	719206.0	448336.5	520909.25	2045231.6666666667	529919.5	1273962.0	1595965.0	999311.5	1082545.8095238095	1383446.25	1639849.0	1816292.3333333333	1745255.5	896267.3333333334	3123101.0	2017059.25	791318.5	1218698.8333333333	2564167.75
Phosphatidylglycerol16.0.20.4.5Z_8Z_11Z_14Z..	822.0	14841.0	27008.0	16710.5	12729.5	55262.0	9209.75	85383.5	36213.5	19549.25	41010.71428571428	31467.25	22073.5	29282.666666666668	68860.0	43036.166666666664	48856.0	75889.75	34490.666666666664	26790.166666666668	57588.0
Phosphatidylcholine..14.0.22.4.7Z_10Z_13Z_16Z..	1245.0	3572.5	21553.5	18723.5	18736.25	49898.166666666664	14900.5	27583.0	25562.0	23201.75	22899.64285714286	23215.5	29719.5	33286.833333333336	31789.75	25711.166666666668	45140.5	33791.5	22458.333333333332	29647.333333333332	47873.5
FAD	877.5	4319.5	5876.0	3536.5	2077.5	2203.8333333333335	2620.5	2701.5	3631.5	3773.5	4290.071428571428	4908.25	2910.0	4328.333333333333	3698.25	3271.8333333333335	3885.0	3326.25	3848.3333333333335	3663.6666666666665	3389.25
Phosphatidylglycerol18.0.18.0.	19371.0	14871.0	37965.0	48870.5	56528.25	91100.16666666667	62550.0	154024.5	69161.0	66521.5	66201.76190476191	60731.5	92391.0	102878.5	101205.75	62923.833333333336	120781.5	141182.75	86363.66666666667	82297.0	157388.25
Phosphatidylcholine..16.0.22.6.4Z_7Z_10Z_13Z_16Z_19Z..	2079.5	5e3	24791.5	23875.0	22701.75	60779.0	17020.5	42774.0	25957.5	30128.75	21704.619047619046	23984.75	32274.5	43376.5	28284.5	28451.166666666668	52379.5	41002.25	24278.166666666668	36672.833333333336	51988.25
Glucosylceramide..d18.1.24.1.15Z..	1767.0	2004.5	2269.0	2599.5	2343.0	3137.8333333333335	2552.5	2725.5	4177.0	2404.25	2806.095238095238	4387.0	2824.5	2928.0	3477.5	2310.1666666666665	3752.5	2976.0	3007.1666666666665	2601.8333333333335	3132.5
PC.20.4.5Z.8Z.11Z.14Z..P.18.1.11Z..	1179.0	2192.0	4774.5	3901.5	3855.5	8000.833333333333	4377.25	8070.5	7750.5	5700.75	5249.523809523809	7303.5	7372.5	9956.166666666666	10214.75	4633.333333333333	15736.0	7794.25	5820.333333333333	6530.333333333333	10054.0
Propionyl.CoA	584.5	3136.0	2236.0	2080.0	1849.0	2386.1666666666665	1520.5	2256.0	2287.0	1966.75	1842.1666666666667	2587.5	1960.0	2316.5	2399.75	2265.6666666666665	2157.0	2309.25	2129.5	2090.5	2648.0
Phosphatidylglycerol.with.formula.C46H83O10P	8215.0	11063.5	53124.5	60486.0	50141.25	128397.33333333333	48525.5	97058.5	60151.5	72509.75	49278.666666666664	53794.75	64634.0	102794.5	62738.75	64887.666666666664	118040.5	92379.5	54777.5	76529.5	119112.0
Phosphatidylcholine..16.0.22.5.4Z_7Z_10Z_13Z_16Z..	7352.0	10609.5	60160.0	56887.0	53111.75	110825.66666666667	50046.5	67613.5	60971.0	70014.75	55861.28571428572	59995.5	65892.5	88303.5	83230.75	60901.333333333336	96648.5	77104.5	51655.0	83194.66666666667	104467.25
P1.P4.Bis.5..adenosyl..tetraphosphate	1423.5	5411.5	7522.0	6775.5	4657.25	6904.0	5983.5	6178.0	5377.0	7832.0	5174.4047619047615	7325.25	6903.0	7395.833333333333	5708.75	6055.833333333333	8130.0	6403.0	6697.833333333333	7880.166666666667	6668.0
Sphingomyelin.with.formula.C47H93N2O6P	1244.5	1781.5	2952.0	2282.5	2769.75	3730.8333333333335	3656.75	3923.0	8415.0	3497.0	4058.0476190476193	6850.25	4165.0	5873.5	8339.75	2941.8333333333335	6519.0	4494.75	4000.5	3604.1666666666665	5972.0
Phosphatidylserine..18.0.22.5.7Z_10Z_13Z_16Z_19Z..	8045.0	9413.5	15618.0	18372.0	24351.5	37271.166666666664	25634.0	55495.5	38072.5	25808.5	27855.238095238095	19244.75	36837.0	47204.0	39505.75	25794.666666666668	52893.5	46446.75	35872.5	33117.166666666664	56677.25
Phosphatidylserine..18.0.22.5.7Z_10Z_13Z_16Z_19Z...1	8045.0	9413.5	15618.0	18372.0	24351.5	37271.166666666664	25634.0	55495.5	38072.5	25808.5	27855.238095238095	26124.0	36837.0	47204.0	39505.75	25794.666666666668	52893.5	46446.75	35872.5	33117.166666666664	56677.25
X3.O.Sulfogalactosylceramide..d18.1.22.0.	1141.0	1871.5	2536.0	2350.0	2543.0	3531.1666666666665	2146.0	3278.0	4509.0	2813.25	2642.4761904761904	3196.75	3742.5	3638.6666666666665	4611.5	2532.5	4296.0	3552.5	4485.0	3106.5	5101.75
Tricaprylic.glyceride..16.0.18.0.20.4.5Z_8Z_11Z_14Z...iso6.	547.5	1488.5	2309.0	3257.5	1918.0	2758.5	2226.5	2576.5	3486.5	3196.25	2138.4761904761904	2895.75	3166.0	2776.1666666666665	3416.5	2455.0	2388.5	2603.75	3308.0	3001.8333333333335	2541.5
Phosphatidylinositol18.0.22.6.4Z_7Z_10Z_13Z_16Z_19Z..	1969.5	2931.0	7730.5	6294.5	6438.0	11169.833333333334	7190.25	9905.5	14716.0	8303.5	12595.404761904761	9223.75	8963.5	13958.0	12798.25	8989.0	14492.5	11011.0	7606.166666666667	9957.833333333334	14384.5
Adipoyl.CoA	530.0	4558.0	3254.5	3858.5	2067.25	1919.0	1954.75	3600.5	2759.5	2140.0	2379.809523809524	3472.5	3406.5	2850.6666666666665	3215.0	3025.3333333333335	1703.5	2476.75	3100.1666666666665	3256.3333333333335	2036.5
PIP.16.0.20.3.5Z.8Z.11Z..	2756.0	3617.0	4312.5	5055.5	4483.5	6010.333333333333	4931.25	5625.0	5074.5	4714.25	4543.285714285715	5297.25	5356.0	5588.0	5776.75	4927.333333333333	5949.5	6275.5	5980.666666666667	5525.166666666667	7198.5
PIP.20.1.11Z..18.1.11Z..	1037.5	1973.0	3010.0	2770.0	2705.0	3985.8333333333335	2752.0	3754.0	3935.5	3517.25	3086.5238095238096	3689.75	3707.0	4015.5	4550.5	2985.5	4458.0	4158.5	3665.1666666666665	3605.6666666666665	4358.25
row_mean	30493.564383561643	292842.4589041096	135651.2876712329	142280.50273972604	138213.71506849315	133772.90502283105	111221.49726027397	184700.1205479452	122817.82739726028	122063.42739726027	160008.4399869537	137123.81164383562	163858.49178082193	140595.17305936074	135260.94452054796	139104.2502283105	161932.44109589042	197073.32876712328	143554.4799086758	147409.59634703197	165012.54657534245
