@format=row	BXD65b	BXD53	BXD100	BXD66	BXD73b	B6D2F1	BXD40	BXD61	BXD51	BXD77	C57BL/6J	BXD67	BXD98	BXD73	BXD70	D2B6F1	BXD89	BXD63	DBA/2J	BXD29	BXD32
L.Phenylalanine	35042.5	1441551.0	122135.0	162234.0	130929.5	168116.0	136704.0	123987.0	127989.5	128320.5	132219.59523809524	139881.5	208043.0	124707.5	115686.0	137509.5	199620.5	147477.5	168811.83333333334	117629.66666666667	239653.25
Benzoquinoneacetic.acid	42793.0	48633.5	13374.0	26447.0	20112.25	17746.0	37360.5	15523.5	17466.0	25648.25	46194.880952380954	22666.75	18796.0	20515.833333333332	30361.5	77105.5	24233.0	15081.5	26670.0	40268.833333333336	24009.75
X3..3.Hydroxyphenyl.propanoic.acid	4756.5	29246.0	10046.0	7049.0	6858.5	9518.666666666666	6042.5	5511.0	7663.5	7986.5	7440.880952380952	7264.75	16578.0	6523.166666666667	5990.75	7364.0	15022.5	6026.0	6739.333333333333	9178.666666666666	9264.25
Homocysteinesulfinic.acid	51919.0	237873.0	1282529.5	461513.0	1034326.0	1478412.6666666667	155648.5	1178490.5	1104423.0	1154925.75	493635.3333333333	162138.0	231409.0	541637.5	537754.75	1330531.6666666667	237462.5	526175.0	171483.5	1347123.3333333333	156422.25
Taurocyamine	6263.0	57582.0	81573.5	64553.0	71198.25	100123.0	25510.25	120068.5	103220.5	96653.0	42967.40476190476	38712.0	35932.0	47243.833333333336	58075.5	92918.83333333333	25796.0	53386.5	46937.0	110526.33333333333	53294.75
Pyridoxal	2835.5	13865.5	8550.0	4589.5	5919.25	8149.0	6738.0	6697.5	15291.0	8568.75	5836.809523809524	8059.5	9547.5	6339.5	9615.5	7598.833333333333	11813.0	6496.25	8084.5	8490.166666666666	12926.25
Phosphoenolpyruvic.acid	1350.0	6098.5	2752.0	1785.0	1893.75	2961.3333333333335	1590.75	1340.5	3746.5	2123.25	2350.3571428571427	2317.0	1603.5	2720.6666666666665	1941.5	1744.0	1341.5	2001.0	2830.0	1728.5	2176.0
Uric.acid	14094.5	513871.5	215876.0	200415.0	246750.5	340940.3333333333	74239.0	267402.0	244870.5	63399.75	115157.33333333333	177143.5	228180.0	181362.33333333334	270773.25	223090.33333333334	39445.5	101631.0	246181.66666666666	211538.5	100412.0
X1.Methylhistidine	4514.0	10741.0	4558.0	4512.0	6777.25	7108.0	5314.75	6780.5	6999.5	4978.0	6018.190476190476	5045.25	6255.0	5973.0	8218.75	4268.0	5112.0	5548.75	7526.5	5074.166666666667	12064.0
cis.4.Decenoic.acid	3976.0	5337.5	3056.5	3487.5	3475.0	3079.3333333333335	5250.25	3026.0	4763.0	3540.75	3490.6666666666665	5478.25	4728.0	4442.166666666667	4153.25	3772.6666666666665	6266.5	5145.5	5367.166666666667	4524.333333333333	4452.0
X2.Octenedioic.acid	5560.0	3847.5	6783.5	8548.0	5917.25	8249.0	8318.0	3794.5	6065.0	7115.0	5353.976190476191	5667.75	6907.0	5650.333333333333	6002.0	5842.333333333333	4690.0	6005.25	8834.333333333334	5775.166666666667	8256.0
Glycylproline	2704.5	19008.0	9728.0	17652.0	9634.25	8265.5	10559.5	6782.0	7876.0	7314.25	8534.0	5871.0	6355.0	6944.833333333333	6505.75	9665.166666666666	5864.0	12333.75	7103.166666666667	8188.333333333333	5151.25
Capric.acid	39730.5	21122.5	11354.5	20299.0	14210.0	14860.666666666666	30803.75	15002.0	16283.0	16183.5	37134.47619047619	13607.0	14757.5	18647.0	19132.25	14216.333333333334	14537.0	18800.5	21527.666666666668	14559.5	17316.75
X0.1	1340.0	3879.0	2590.0	2097.0	2431.5	2594.1666666666665	1750.25	1956.5	2705.5	1748.0	1628.1666666666667	2280.5	3028.0	1873.5	1989.25	2130.0	2781.5	1874.5	1992.1666666666667	2173.5	1811.5
Hexanoylglycine	4286.0	9211.0	8240.0	8940.0	7916.5	10168.5	10416.0	5610.0	29057.0	5922.25	9024.547619047618	4740.5	178884.0	6629.0	5269.5	8970.666666666666	111532.0	8027.25	9690.333333333334	13579.5	9599.25
Dehydroascorbic.acid	5160.0	29425.0	13329.0	12428.0	12270.5	12895.666666666666	11728.75	15191.0	48261.0	12969.5	13996.952380952382	71648.75	12883.5	28107.166666666668	16251.5	13868.666666666666	45691.5	14926.0	23317.833333333332	13517.666666666666	12705.0
X2.Isopropyl.3.oxosuccinate	2874.0	2639.0	2667.5	2744.0	2691.0	2324.6666666666665	5999.0	2146.5	2578.5	2962.5	6435.523809523809	2641.75	3728.0	4695.333333333333	2902.5	3084.8333333333335	3048.5	2366.75	5986.0	2992.6666666666665	4006.25
N.Acetylasparagine	1891.5	6701.0	6374.0	4098.5	4929.75	6469.833333333333	4977.5	4232.5	7539.0	3396.75	3865.309523809524	3066.25	13553.5	4601.0	4120.0	5991.5	20165.5	7456.5	6081.166666666667	7243.0	9213.0
Suberic.acid	21684.5	12406.5	10158.5	13444.5	7801.75	8566.666666666666	26492.25	9831.5	12702.5	12222.5	17713.64285714286	12577.75	13957.0	14497.5	13904.0	10385.5	16640.0	9207.5	17985.0	11583.166666666666	17504.75
N.Acetylornithine	3575.0	29399.5	6297.5	5199.5	6523.0	6819.5	6284.5	5152.5	6049.5	4500.0	4790.309523809524	5309.0	10968.5	5388.333333333333	5707.0	5709.0	7204.0	6173.5	6359.666666666667	5572.0	8645.5
N.Acetyl.L.aspartic.acid	1161.5	8640.0	15566.0	7898.5	13707.5	13511.0	8123.25	30790.5	89754.0	10652.75	8182.9047619047615	35554.5	23676.0	13764.666666666666	19475.75	14568.5	16819.0	8935.25	11622.166666666666	16714.5	6434.25
N.Carboxyethyl.g.aminobutyric.acid	930.5	3400.0	1459.5	1284.0	1379.5	1732.1666666666667	1562.0	1542.0	1984.0	1466.0	1426.2142857142858	1408.75	3022.0	1516.8333333333333	1390.0	1406.0	2905.5	1229.25	1783.1666666666667	1643.5	2491.75
Citrulline	4629.5	4446.0	8296.5	7830.5	3851.5	5829.0	7259.25	7052.5	5976.5	6083.5	5672.285714285715	8864.0	7064.0	7079.166666666667	5653.0	5802.333333333333	5758.0	5794.0	10037.666666666666	5065.333333333333	15763.75
D.Glucurono.6.3.lactone	123691.0	293736.5	1822623.5	3001485.0	593577.75	309899.1666666667	2128735.0	1719747.0	92657.5	5161205.75	1537818.2142857143	4129585.25	2992101.0	990090.3333333334	2817651.0	2007864.6666666667	510892.0	2678707.75	3600931.0	1574239.1666666667	2926801.25
Serotonin	2061.5	2740.5	4318.5	6036.0	8367.75	2634.5	5242.0	4214.0	3459.0	9290.0	3578.0476190476193	8152.0	6277.0	3610.1666666666665	8282.75	4776.333333333333	2779.5	6340.75	7398.333333333333	3374.5	12427.0
X5.Phenylvaleric.acid	5615.0	3769.5	2520.5	3294.5	3880.25	3176.6666666666665	5415.25	3391.5	3933.0	3170.5	4128.9047619047615	3587.5	3931.0	3562.3333333333335	3311.0	3258.1666666666665	4994.0	3522.75	3866.0	4257.5	4471.0
Pseudooxynicotine	2094.5	2237.0	1096.0	1336.5	1220.25	1215.0	1671.75	1341.5	1511.0	1392.0	1634.0714285714287	1695.5	1756.0	1279.3333333333333	1508.75	1327.1666666666667	1973.5	1578.5	1476.1666666666667	1267.1666666666667	1607.5
D.Glucose	65523.5	586420.5	429756.5	394301.5	306729.5	360975.1666666667	244349.0	187220.5	243244.0	362343.25	251386.59523809524	202171.0	343184.5	369867.5	224110.0	318195.3333333333	234157.5	309703.0	350560.8333333333	299623.3333333333	274754.0
L.Tyrosine	31844.5	781358.0	93192.0	103791.5	83168.0	141183.66666666666	85479.5	67218.0	66298.5	82924.0	77762.09523809524	84649.75	65378.5	81758.5	65650.0	81833.33333333333	127615.5	97738.5	107620.16666666667	75835.5	191539.25
Sorbitol	54990.5	153741.5	25550.5	51921.5	27033.0	35780.166666666664	129241.5	28444.0	30381.5	39154.25	38030.357142857145	29771.25	27495.0	29915.5	33157.0	41131.666666666664	59340.0	37886.25	35684.5	29868.833333333332	40263.25
Phosphorylcholine	2823.5	2027.0	2430.0	2237.0	2387.25	2165.8333333333335	3151.5	2068.5	2531.0	2214.25	2417.8571428571427	2304.0	2881.5	2223.6666666666665	2382.5	2149.0	4298.0	2075.25	3289.5	2672.6666666666665	2619.0
Phosphoserine	4378.0	115309.5	140744.5	88917.0	125114.0	125745.33333333333	63196.75	84010.0	170931.0	54187.0	68938.59523809524	50995.25	79531.5	64266.166666666664	96251.0	80598.16666666667	58661.0	55329.5	79651.0	70312.16666666667	121777.5
Pseudoecgonine	1390.0	1919.5	1168.0	1194.5	1130.5	1288.6666666666667	1649.0	1373.5	1738.0	1572.25	1444.2380952380952	1925.25	2508.0	1681.8333333333333	1452.0	1294.8333333333333	1963.0	1350.25	1591.3333333333333	1691.1666666666667	1745.5
X3.Oxodecanoic.acid	9496.0	3594.5	4062.0	5627.0	3610.75	3493.3333333333335	8576.75	3918.0	5262.5	4460.0	4950.4047619047615	4641.25	5578.0	4739.5	4733.5	3981.8333333333335	6067.5	5072.5	5763.333333333333	4890.833333333333	7024.0
X4.6.Dimethylnonanoic.acid	10347.0	3744.5	3094.5	6978.5	2965.75	3709.6666666666665	7859.0	4471.0	4600.5	5058.25	5753.928571428572	4029.0	4238.0	5416.833333333333	4803.75	4193.833333333333	4664.5	5070.0	7363.333333333333	3952.3333333333335	5984.25
X2.Keto.6.acetamidocaproate	1074.5	2917.0	2053.5	1456.0	1842.75	1861.0	1934.5	1542.0	2018.0	1363.0	1483.357142857143	1896.25	2458.5	1626.6666666666667	1893.75	1646.5	2147.0	1441.25	1595.0	1741.5	1554.5
X0.2	1319.0	2483.0	2222.0	2306.0	4026.25	2220.6666666666665	1660.25	2363.5	1579.5	1661.75	1869.8809523809523	1809.0	2573.5	1209.1666666666667	3192.5	1795.1666666666667	1587.5	2051.75	2925.5	1440.3333333333333	16878.5
p.Cresol.sulfate	6481.5	6514.5	36774.0	3242.5	11454.25	10828.833333333334	17466.25	17933.5	19152.0	23858.75	12647.833333333334	5846.75	3752.0	10621.666666666666	5001.75	9727.333333333334	17294.0	20893.25	10480.666666666666	16282.5	35907.75
N.Acetylglutamine	6442.5	29095.0	50530.0	30174.0	45247.25	36153.166666666664	26157.0	20351.5	23459.0	17199.5	32452.428571428572	13990.75	21840.5	19056.166666666668	15870.75	50102.333333333336	26938.0	37493.5	43743.333333333336	51451.5	40799.5
Nonate	54039.5	24897.5	20258.0	30422.0	17251.5	16681.666666666668	55106.0	24992.5	26946.5	31221.25	57126.04761904762	24976.5	28806.5	33586.5	28781.75	21864.833333333332	28806.0	21124.25	40678.5	27899.666666666668	33698.75
X0.3	5408.5	90661.5	23869.5	12427.5	17288.75	17919.5	13556.0	11368.0	10666.0	11458.5	12172.5	12537.75	15514.0	12112.166666666666	12474.75	14268.666666666666	15493.5	15509.5	16437.166666666668	12089.833333333334	20166.5
Lanthionine.ketimine	5627.5	6181.0	41964.5	22975.5	43906.0	45154.5	8569.25	41326.5	41148.0	51692.0	21643.619047619046	8288.75	8616.5	20194.333333333332	22650.5	43370.833333333336	8472.5	22407.75	8602.5	49058.5	4905.75
Glutarylglycine	4454.0	18238.0	87281.5	11985.0	56198.75	70716.0	35449.0	26624.0	21254.5	14772.75	41316.119047619046	12745.0	66760.5	26949.5	19806.25	39295.666666666664	62634.0	79068.25	21362.666666666668	46784.666666666664	258916.75
X3.Dehydroquinate	2865.5	19155.5	22799.5	18535.0	17711.0	15755.666666666666	15729.0	15977.0	19851.0	16587.25	18613.880952380954	23347.5	20354.5	14523.666666666666	36254.75	18859.833333333332	9606.5	18107.25	23823.5	16438.5	21861.0
L.beta.aspartyl.L.glycine	1069.0	8023.5	5129.0	3986.5	3376.5	4401.5	3394.25	3663.0	4451.5	3117.0	3460.8809523809523	4226.75	4035.5	3786.1666666666665	5581.75	4006.0	3857.0	3987.75	4680.166666666667	4130.333333333333	5890.75
N.Acetyl.L.methionine	958.5	10785.0	5268.0	4077.0	3736.25	4149.166666666667	2992.0	3696.0	9887.0	3176.0	3243.095238095238	3231.25	36326.0	3246.1666666666665	3285.75	3922.5	32548.0	3989.25	3851.8333333333335	5172.333333333333	3965.25
X5.Methoxytryptophol	622.0	4978.0	996.0	1001.0	1193.75	1303.1666666666667	1006.5	817.0	1630.5	708.25	853.2619047619048	941.75	1662.5	871.5	917.75	977.5	1504.0	777.25	891.5	960.3333333333334	1041.0
Citric.acid	33460.0	54324.5	102141.5	63379.0	89355.25	71586.0	65703.5	84074.0	131943.5	85154.75	80922.90476190476	83908.75	78781.0	85828.83333333333	109372.5	74429.33333333333	61408.5	58479.25	123657.33333333333	82022.83333333333	79154.75
D.Glucuronic.acid	1939.5	11590.0	16775.0	5472.5	8521.25	9532.0	5105.75	7374.0	11492.5	11212.25	6077.166666666667	7890.75	8160.5	9058.333333333334	9639.0	13790.333333333334	6673.0	10828.75	8710.833333333334	7512.666666666667	7973.75
trans.Ferulic.acid	2079.5	1697.5	1837.0	1836.0	1784.0	1673.1666666666667	2373.25	1601.0	2637.5	2215.25	3333.285714285714	2152.5	2354.5	1837.3333333333333	1983.5	1780.6666666666667	2218.0	2016.0	2275.5	2365.8333333333335	2453.25
Galactonic.acid	37310.0	467981.5	431742.5	545720.0	364673.0	375767.6666666667	247220.5	534433.0	708994.0	1055367.75	367455.40476190473	613653.5	472319.0	449019.1666666667	496336.0	445819.0	306551.0	636203.5	538191.6666666666	385323.0	425657.75
Selenomethionine	3033.0	6037.5	5437.0	3335.5	4472.0	3474.5	3871.5	4212.0	7702.0	3260.75	3509.5714285714284	3577.0	4662.0	3304.0	4285.25	3045.1666666666665	3522.0	3572.25	4194.0	5113.666666666667	3275.5
Guaifenesin	2937.0	2050.0	1967.5	2748.5	2376.0	2402.0	4641.25	2947.5	4121.0	3238.5	2483.214285714286	4282.0	3172.0	2958.0	3224.0	2503.0	2978.5	2930.0	4552.5	3407.0	5473.75
trans.Dodec.2.enoic.acid	4259.5	20920.5	6943.5	6946.5	5346.0	4444.166666666667	7469.5	6701.5	5576.0	5455.75	5735.761904761905	7399.25	6017.0	6655.333333333333	8336.0	5171.666666666667	8251.5	7205.25	11195.166666666666	5252.0	11537.75
Isoxanthopterin	1198.0	3078.0	1752.5	1669.0	1397.5	1888.0	1386.0	1402.5	2422.0	1574.5	1694.1190476190477	1482.0	1860.5	1540.1666666666667	1882.0	2899.0	1545.0	1429.5	1796.8333333333333	1989.8333333333333	1578.25
Ecgonine.methyl.ester	1000.5	1802.0	2014.5	1917.0	1027.75	1318.5	1818.25	1068.5	1325.5	1216.25	1251.3095238095239	1414.0	1886.5	1374.0	1167.25	1255.5	1491.0	1635.75	1603.8333333333333	1257.0	1706.5
cis.4.Decenedioic.acid	6806.5	5448.0	3512.5	4247.5	4608.25	3653.3333333333335	12081.25	4494.0	6952.5	5424.75	5164.357142857143	7237.25	7371.5	5798.5	5957.75	3939.3333333333335	8390.0	6416.75	8762.833333333334	7219.333333333333	9067.5
Dodecanoic.acid	190080.0	171919.5	71440.0	247879.5	92990.0	115194.0	178797.75	120285.0	130501.0	119507.0	1100709.5	90715.5	106981.5	137023.0	177973.25	104269.16666666667	123580.5	126162.5	162821.16666666666	96940.66666666667	136709.5
Cysteine.S.sulfate	561.0	1207.0	787.5	841.0	913.25	1314.0	892.25	902.0	1140.0	874.25	833.0952380952381	911.0	1121.5	776.6666666666666	1532.0	663.5	793.0	958.75	1451.8333333333333	861.6666666666666	1475.0
Capryloylglycine	1910.0	1166.0	1250.0	1344.0	1415.75	1111.6666666666667	2423.0	1397.5	1614.0	1152.0	1968.4285714285713	1848.5	3578.0	1311.6666666666667	1746.75	1163.3333333333333	1987.0	1521.5	1501.3333333333333	1436.1666666666667	2486.0
Galactitol	4634.0	2511.5	2292.0	2889.5	2383.25	2233.6666666666665	7138.0	2173.0	2772.0	2818.75	3453.904761904762	2982.25	3179.0	3115.5	3326.5	2325.6666666666665	2764.5	2375.75	4368.666666666667	3280.8333333333335	4685.75
Sebacic.acid	23195.0	9274.0	9148.5	10011.0	7783.0	9402.833333333334	42352.5	15951.5	19264.0	12896.75	15901.904761904761	16528.0	13963.0	16822.666666666668	16115.25	8881.0	20786.0	13756.0	14533.5	12888.333333333334	39563.25
L.Acetylcarnitine	3671.0	32117.0	5081.5	5863.0	4476.5	8564.5	7109.75	8084.5	10835.5	6221.25	6239.071428571428	6211.5	24129.5	8469.0	4897.75	5931.333333333333	29974.0	6278.5	6318.833333333333	8042.0	7802.75
X5.L.Glutamylglycine	18670.0	31319.0	5662.5	8610.0	6523.5	8166.333333333333	10453.5	8020.5	8212.5	9202.75	7730.238095238095	7733.5	6828.5	8015.833333333333	8195.0	8763.5	7875.5	9022.0	10948.833333333334	7818.0	9914.5
Pantothenol	3942.0	1236.0	1214.0	1944.0	3445.0	1332.6666666666667	4775.0	2627.5	1315.5	2563.0	3444.1666666666665	1491.0	1715.0	2156.5	2036.0	1962.5	1746.0	1566.0	2614.8333333333335	1397.6666666666667	2769.0
X.R..lipoic.acid	1875.5	15780.5	4031.0	3388.0	4221.75	3238.8333333333335	4320.5	7937.5	11198.5	7509.5	3627.9523809523807	9557.25	29843.5	4564.666666666667	8475.75	4641.5	4150.5	3532.5	8162.666666666667	4873.166666666667	5639.25
Ibuprofen	3118.5	3038.0	4083.0	2947.5	6565.25	4141.666666666667	4250.75	3571.5	6973.0	3367.0	5687.0	3981.75	6462.5	4574.166666666667	3946.75	4051.6666666666665	8260.0	3674.75	4099.333333333333	5458.5	3414.5
Phenylpropionylglycine	2509.0	9316.5	4601.0	6598.0	6142.25	9379.833333333334	4800.5	4647.5	9665.5	6364.5	74890.23809523809	2885.25	26564.5	7340.833333333333	5602.0	11142.333333333334	26389.0	5781.0	16093.166666666666	7898.166666666667	8967.5
X3.Hydroxycapric.acid	3877.0	4275.0	4458.0	4093.5	5540.25	4756.833333333333	6167.5	5147.5	5722.0	5693.5	5651.238095238095	5577.25	7610.5	5292.0	5991.5	4848.333333333333	7544.5	5280.0	5962.833333333333	6716.666666666667	7490.75
Vanilpyruvic.acid	3505.0	3366.0	2366.0	22044.5	6048.25	11151.833333333334	14453.75	4104.0	4786.0	3090.0	4034.0	13473.25	21852.0	11057.0	11624.0	2499.0	28549.0	17131.5	22609.5	5815.333333333333	6383.75
Indoxyl.sulfate	3763.5	8410.5	28066.0	12354.5	8390.5	12907.166666666666	9726.25	16196.0	27642.5	10682.25	10858.42857142857	9233.0	10018.0	13719.5	8788.25	16479.5	12217.5	16575.75	19857.666666666668	10297.0	214661.75
Dethiobiotin	1958.0	18563.0	3411.5	3213.0	4054.0	3010.1666666666665	2941.25	2666.0	3406.5	1936.5	2545.5238095238096	3421.25	4066.0	3493.3333333333335	2734.75	2762.8333333333335	4798.5	4426.5	3714.5	3860.3333333333335	3868.75
X3.Oxododecanoic.acid	7260.0	4014.0	3303.0	5973.5	3183.25	3542.3333333333335	9752.25	4e3	4673.5	4213.75	6961.9047619047615	4475.25	4027.0	4880.5	5520.5	3817.6666666666665	5400.0	4799.5	6292.666666666667	3995.0	7837.0
Tridecanoic.acid	30097.5	11409.0	10685.0	50791.0	8168.5	9220.666666666666	43451.5	17670.5	14817.0	17186.25	18126.54761904762	12092.0	8838.5	23013.0	11651.5	17160.0	18025.5	19738.25	53540.0	13914.166666666666	34795.25
O.Phospho.4.hydroxy.L.threonine	1489.5	2447.5	2179.0	2774.5	1982.5	2348.8333333333335	1981.25	2594.0	2552.0	2091.0	1708.8095238095239	1657.0	2017.5	2231.6666666666665	1890.0	2120.0	1895.0	2168.75	2131.8333333333335	2385.1666666666665	3021.0
Glycerylphosphorylethanolamine	23968.5	145937.5	366258.5	342008.0	393515.5	299554.3333333333	169641.5	1066756.0	225714.0	249171.0	147555.7857142857	191479.25	203161.5	301401.1666666667	201091.0	394809.8333333333	157655.5	187655.0	372059.6666666667	284580.8333333333	467235.75
N.Nonanoylglycine	3153.5	1137.0	1205.5	1411.5	893.25	1067.3333333333333	2597.0	1074.5	1273.0	1635.0	1984.8095238095239	1981.5	2713.5	1236.0	1441.75	969.3333333333334	1845.0	1214.5	1314.1666666666667	1707.5	2192.25
Undecanedioic.acid	8989.5	4522.0	4236.5	5519.0	3645.0	3511.5	14422.25	5329.5	4873.0	6069.75	8505.97619047619	5492.5	5905.0	6492.666666666667	6134.0	4225.166666666667	5804.5	4835.75	7621.0	6764.166666666667	9424.75
X3.Hydroxydodecanoic.acid	5607.5	3753.5	3402.0	5216.0	2936.25	3589.5	4835.25	3110.5	3700.0	3556.75	6697.214285714285	3200.0	3105.0	4280.333333333333	4433.75	3131.3333333333335	3639.5	3352.5	4741.833333333333	3106.3333333333335	4756.0
N.a.Acetylcitrulline	1381.5	10487.5	4173.5	3511.5	4381.25	4396.5	6498.0	2160.0	3810.5	2695.5	3016.8809523809523	6443.0	2772.5	3292.8333333333335	2573.5	4591.666666666667	3193.0	6908.5	3492.1666666666665	2372.0	6451.5
Propionylcarnitine	1016.5	2641.0	841.0	1145.5	1077.5	964.3333333333334	2395.0	1042.5	1720.0	1209.75	1165.547619047619	1415.75	2932.5	1650.1666666666667	1103.25	1236.5	4307.0	1167.25	3345.6666666666665	1054.3333333333333	2463.25
Deoxyhypusine	1007.5	706.5	729.0	890.0	590.75	905.1666666666666	972.75	960.0	801.5	739.75	1129.1190476190477	717.25	596.0	815.0	764.75	745.1666666666666	638.5	675.25	918.8333333333334	723.5	885.75
X0.4	64727.0	362604.0	135087.0	172577.0	173092.75	146192.33333333334	114927.25	237593.0	134960.0	106048.75	137247.69047619047	68970.75	184175.0	219424.83333333334	141352.75	136547.0	255742.0	128410.25	126378.0	138227.83333333334	287998.25
Glutamylalanine	4421.0	44682.5	9882.5	12542.5	12340.5	15028.5	13633.75	15206.5	14217.0	15734.0	11257.952380952382	13010.25	13721.0	13822.166666666666	9086.75	13035.333333333334	16566.0	14827.0	10962.333333333334	13814.666666666666	9838.5
X3.Hydroxysebacic.acid	4989.5	4753.0	3483.5	4757.0	3765.5	3279.1666666666665	8817.75	3352.0	5529.5	4935.75	5707.523809523809	5507.0	5676.5	5610.333333333333	5336.75	3725.3333333333335	5781.0	4752.5	8051.833333333333	5444.0	7763.0
N.Acetylgalactosamine	1861.0	13220.0	35227.0	11576.0	11350.0	11045.666666666666	16617.0	7038.0	13988.5	28164.5	6450.428571428572	52485.25	7536.5	12181.833333333334	14279.5	16723.833333333332	10726.0	13297.25	21859.0	13260.0	17082.75
L.Cystathionine	6023.5	53717.5	10912.0	7427.0	7139.5	10915.5	10028.0	6622.0	6715.5	9413.25	9915.952380952382	18104.25	7891.5	11981.333333333334	7449.25	8658.666666666666	22985.0	15086.25	7617.166666666667	8371.0	17770.5
Ethyl.glucuronide	9559.0	412379.0	15804.5	23049.0	13380.0	12109.333333333334	21525.0	6959.0	13711.0	26295.0	35670.47619047619	120003.25	10955.0	46848.0	10793.5	20450.833333333332	29373.0	42844.5	14952.166666666666	18062.166666666668	22990.5
X5.8.Tetradecadienoic.acid	2125.0	51064.5	5226.5	4221.0	8816.0	6837.833333333333	5361.5	8260.5	7910.5	3851.5	6024.5952380952385	12301.25	4073.0	7191.166666666667	8637.0	6768.666666666667	4782.5	8870.0	11169.5	6307.5	13649.25
Carnosine	1509.5	11303.0	3167.0	4726.0	2753.5	2899.8333333333335	3605.25	2240.5	2236.5	3697.25	2932.5714285714284	3128.5	3122.5	4005.6666666666665	1812.25	2547.6666666666665	3018.0	3441.25	4140.666666666667	2780.8333333333335	3922.5
X5.Tetradecenoic.acid	26780.0	201814.0	18826.0	87670.0	30959.25	22572.666666666668	66348.0	42287.0	32670.0	29025.5	41027.54761904762	42526.0	13774.0	49189.5	28475.0	31799.333333333332	24981.0	45951.5	115510.83333333333	29660.333333333332	84141.25
L.Glutamic.acid.5.phosphate	3619.0	12269.0	10487.0	6699.5	7037.25	8258.666666666666	4601.25	4078.5	5113.5	3197.5	5229.571428571428	2797.0	8088.0	4345.833333333333	3576.0	5446.5	6702.5	6725.75	6662.166666666667	5899.5	21222.75
Traumatic.acid	5963.0	7126.5	3424.5	3311.5	4776.75	3070.6666666666665	8873.75	4513.0	6249.0	4851.0	5406.071428571428	5508.75	6673.5	5244.0	5236.5	3688.1666666666665	7201.5	4927.25	7552.666666666667	5743.166666666667	6768.0
L.leucyl.L.proline	1872.5	40382.0	6975.5	5640.5	14199.25	5050.333333333333	4781.0	4895.0	3794.5	3044.5	3588.714285714286	5786.5	6160.0	4598.333333333333	3248.5	6721.0	5487.5	7114.0	5665.0	5435.166666666667	5811.5
N.Decanoylglycine	2684.5	1397.0	1555.0	1767.5	1057.0	1311.1666666666667	3218.0	1088.5	1566.0	2353.75	2901.2619047619046	2040.0	2065.5	1388.5	2244.5	1216.1666666666667	1749.0	1579.0	1542.1666666666667	1927.5	3126.25
D.Ribulose.5.phosphate	7888.5	15512.5	26864.5	61358.5	31572.75	35340.333333333336	49293.25	42371.5	19916.5	47166.25	31190.071428571428	38782.5	36471.0	62941.166666666664	35056.25	39120.5	29562.0	65165.0	53238.166666666664	37226.166666666664	45112.0
