@format=row	D2B6F1	BXD48	BXD44	BXD51	BXD86	BXD77	BXD9	BXD65	BXD60	BXD50	BXD40	BXD43	BXD24	BXD89	BXD63	BXD45	BXD69	BXD64	BXD27	BXD95	BXD102	BXD34	BXD100	BXD70	BXD101	DBA/2J	BXD84	BXD62	BXD65b	BXD87	BXD98	C57BL/6J	B6D2F1	BXD73b	BXD29	BXD32	BXD48a	BXD90	BXD61	BXD79	BXD66
Docosahexaenoic.acid	850145.625	232824.5	78028.5	426658.75	158849.0	239681.0	545072.75	118402.5	148378.25	571485.0	264038.0	361259.5	10371838.5	816222.75	257740.0	845716.0	1799276.75	422960.5	125682.5	397398.5	147754.625	263219.5	345144.25	233642.5	674543.6666666666	184485.0	718025.0	1278362.5	1218798.75	948657.0	793739.25	653949.5	355806.8333333333	485946.0	460135.5	368894.25	300966.375	896368.1666666666	865441.75	1151995.6666666667	255313.25
Carnosol	4235.375	17513.0	3625.5	2727.75	7473.0	2396.0	3185.5	2214.5	2716.75	3867.0	3941.0	3039.3333333333335	12524.0	3695.5	3283.5	2917.0	4229.75	2493.0	3887.25	3225.0	3079.5	4635.0	3395.25	3851.5	3131.5	6026.833333333333	3365.25	3991.0	3038.25	4877.5	4039.75	4184.5	2963.8333333333335	3268.75	3180.625	3534.25	3410.25	3555.8333333333335	2676.75	3775.0	12242.5
Docosapentaenoic.acid	224763.25	62466.0	13302.5	62568.25	23999.0	31614.0	70621.5	16435.0	18635.25	118087.5	59440.0	84341.33333333333	881312.0	102283.75	47320.5	253522.5	187450.75	70027.0	24629.75	37398.75	26889.5	42021.5	52596.75	36883.5	126726.83333333333	28320.166666666668	87250.75	96600.75	162337.375	113116.75	130846.5	139558.0	56415.833333333336	111339.0	66401.5	54313.375	40989.625	96041.0	124467.0	179391.16666666666	32412.5
Adrenic.acid	210455.875	14500.5	11447.0	40528.25	19577.75	23701.666666666668	57076.25	11923.0	12391.75	85909.0	51213.0	79768.16666666667	449559.5	75802.75	39655.0	167164.0	133993.25	44198.25	20875.5	24233.5	21133.625	27945.0	48087.5	29244.5	112629.16666666667	24345.333333333332	68613.0	52015.5	121529.5	63367.0	100040.5	124974.3	40467.0	111482.0	50100.375	36576.5	29972.375	84686.33333333333	104132.0	133785.33333333334	22363.5
Cetoleic.acid	38907.25	1432.0	2914.5	3222.5	2596.75	2477.0	4000.75	2266.5	3130.75	4179.0	4796.0	4891.0	17730.0	6602.25	2892.5	6748.5	11426.5	3415.0	4335.25	3832.25	3500.875	4162.5	2905.25	4769.0	4287.166666666667	3486.3333333333335	3900.5	4044.25	3424.125	2954.5	5030.25	13936.4	3855.5	5279.0	4969.875	3941.0	3587.875	6072.166666666667	7112.75	6461.5	8039.25
Behenic.acid	14190.75	4635.5	8909.5	6746.75	8347.75	8187.666666666667	10166.5	7219.75	9602.5	7669.0	8407.0	8195.833333333334	10917.5	12429.5	8000.5	8414.0	22939.25	10415.75	10106.75	10449.5	8479.25	11426.5	9349.5	10928.5	8337.666666666666	7985.166666666667	13914.0	11181.5	8108.5	7752.75	11216.5	19566.0	9452.583333333334	10212.25	11217.375	8931.5	7756.875	13276.0	10766.25	15779.166666666666	13317.5
Lactosamine	1785.625	25520.5	2541.0	1457.5	1603.25	1034.1666666666667	1142.0	1581.25	1278.25	1285.0	1379.0	2111.6666666666665	11775.5	1458.0	1954.5	2532.5	2269.0	879.0	2094.25	1666.75	1856.875	2703.0	1970.25	1205.0	1981.3333333333333	2467.1666666666665	2087.25	1545.25	1776.375	2499.75	1798.75	1477.8	1504.0	1439.5	3687.5	1617.75	1556.125	1388.0	1380.5	1646.5	2958.5
Clotrimazole	4384.5	17810.5	2643.5	2661.25	13720.5	6091.0	12539.0	2601.75	7038.0	1576.0	2511.5	1806.1666666666667	13107.5	2233.75	2896.5	1946.5	10837.25	1615.5	10503.0	2409.0	2598.0	16595.5	2557.25	1951.0	1961.3333333333333	2985.5	13428.75	2718.25	2189.125	3382.0	2537.25	6475.8	8107.0	2127.25	15049.25	6097.5	4201.0	2000.5	1850.0	6613.5	11625.75
Adenosine.monophosphate	407365.625	24635.0	99150.5	1700498.75	214855.25	245395.83333333334	74809.25	1297431.5	333497.25	120604.0	692470.0	964770.8333333334	13071.0	41180.5	1707635.5	648303.0	949241.0	786731.0	89706.25	328169.25	814918.875	313424.5	785284.75	253622.0	996932.0	371416.5	1338175.25	654922.75	982404.875	428912.5	765865.0	611117.3	459386.1666666667	1503209.75	1739588.375	1309930.5	1275085.375	587076.1666666666	610209.25	1914053.3333333333	449681.75
Anandamide	764.0	712.5	493.5	1097.0	425.0	500.1666666666667	527.75	859.25	502.5	457.0	798.5	908.5	13448.0	738.25	1155.0	1614.5	1314.0	814.75	525.25	1025.75	704.625	676.0	767.0	594.5	976.5	730.1666666666666	1217.5	919.75	982.625	682.75	921.75	906.5	756.3333333333334	1167.0	1301.5	1068.75	1084.125	921.5	910.75	1792.0	3128.75
Inosine.2..phosphate	85624.875	10103.0	15922.5	148623.0	54393.5	36440.166666666664	27846.25	152739.5	54931.75	64282.0	110984.5	88510.66666666667	15125.5	23313.75	71139.0	95382.5	63618.25	94267.5	26577.5	108870.0	87901.5	72367.0	143452.75	112830.0	134095.83333333334	55139.166666666664	86084.25	113136.0	143298.375	122858.0	99783.0	117785.3	77892.33333333333	183185.25	125101.0	134587.875	178111.0	91390.0	70727.5	237163.16666666666	99950.75
X3b.15b.17a.Trihydroxy.pregnenone	4776.125	4017.0	6195.0	3710.5	3213.5	2328.0	5253.0	3034.5	2488.0	7638.0	5499.0	4361.166666666667	3230.5	4050.5	4436.5	4712.5	4978.75	2995.5	4732.75	3519.75	3310.625	3914.0	3274.25	3329.5	4530.0	6199.833333333333	3704.25	4453.0	4365.0	4195.25	3771.0	5640.2	3467.4166666666665	4154.25	3614.875	6928.125	3612.75	4383.5	4257.0	7981.666666666667	8735.5
X.S..Reticuline	2389.875	24460.0	1922.0	1720.25	1216.75	1130.0	1227.25	1447.25	1194.5	1780.5	1604.0	1875.3333333333333	4380.0	1667.5	2153.5	1321.0	1627.5	1046.25	2617.0	1409.0	2330.75	3295.0	2228.5	1429.5	1622.1666666666667	2602.3333333333335	1472.5	1714.5	1480.75	2156.5	1978.75	1863.9	1530.0833333333333	1487.25	1509.375	1759.25	1498.375	1431.6666666666667	1182.75	1562.1666666666667	2906.75
Monoacylglyceride.with.formula.C21H36O4	1590.625	2444.0	1796.0	1487.0	1190.25	1060.3333333333333	1544.25	1339.0	1347.5	1532.5	1687.0	1442.6666666666667	2471.5	1865.75	2080.0	1347.5	2570.0	1414.5	1431.5	1455.0	1364.625	1570.0	1735.25	1264.0	1540.5	1879.1666666666667	2014.75	2031.5	1511.25	1306.75	1952.25	2839.4	1501.4166666666667	1584.0	1486.375	1922.875	1439.375	2292.8333333333335	1626.75	2834.5	6449.75
Prostaglandin.F1a	5890.0	13498.5	4060.0	2969.0	2216.75	2326.0	2885.5	1971.75	2304.5	3031.0	3978.5	2838.1666666666665	12442.0	3607.25	3637.5	2351.5	4035.75	2182.75	3158.25	2545.5	2445.625	3021.0	3152.75	3242.5	3202.6666666666665	4045.6666666666665	3426.5	3832.5	2728.25	3082.25	4328.75	4666.1	2743.4166666666665	3029.75	3012.875	2976.375	3024.75	3451.1666666666665	2830.0	3209.8333333333335	28713.25
Tetracosahexaenoic.acid	25071.25	14962.5	2699.5	10017.0	2886.5	4889.666666666667	8563.75	2039.5	2603.75	9618.0	7842.0	13054.333333333334	49981.5	14368.25	5730.0	11655.0	15210.5	10060.5	2826.5	5313.75	3367.125	4305.0	8912.0	5337.0	20292.333333333332	3292.3333333333335	9189.5	12592.0	11998.875	10457.5	19627.5	22609.6	7811.416666666667	18599.0	10642.25	5448.875	6142.0	17734.0	15554.0	14661.166666666666	8720.75
X5.amino.1..5.phospho.D.ribosyl.imidazole.4.carboxylate	9122.25	8101.0	10769.5	11883.5	6393.25	12046.0	11914.0	11187.0	7028.75	5299.5	18204.0	11008.5	6223.5	8955.25	15274.0	10988.5	11812.25	9758.75	7527.25	7136.0	12402.125	7173.0	14101.0	9446.5	12636.5	10113.666666666666	13603.5	10337.25	12160.875	10448.75	12672.25	12195.0	11583.083333333334	12389.75	8867.25	7553.5	9298.375	10248.333333333334	8935.0	7998.666666666667	8340.75
Aldosterone	3991.125	11822.0	5641.0	4339.5	2797.5	2254.5	3367.25	2620.75	2946.5	5623.5	3410.5	3370.0	8614.0	3460.5	3798.0	4112.0	4207.5	2285.25	3621.0	3183.0	3094.0	3690.0	3513.5	3175.5	3375.5	5065.0	3529.5	4231.0	3761.125	3915.75	3276.75	3778.8	2758.0833333333335	3035.25	3159.0	4638.25	3041.5	3324.0	3820.5	5737.166666666667	9116.0
Monoacylglyceride.Phosphate.with.formula.C21H42O3	1580.0	577.5	791.5	919.25	781.25	921.8333333333334	1011.75	802.75	787.0	1006.0	1465.0	939.3333333333334	3764.5	1459.0	1282.0	1952.5	1644.25	1172.25	906.5	1237.0	970.625	1073.5	1162.0	1158.0	1216.3333333333333	1318.1666666666667	1185.25	1208.5	1109.0	1152.25	1367.0	1748.6	925.0	2020.5	1175.75	1073.25	1001.5	1525.3333333333333	1575.0	1173.3333333333333	1408.75
Phosphoribosyl.formamidocarboxamide	13840.125	18551.0	5234.0	5306.0	4303.25	6690.166666666667	6886.5	3303.75	3490.5	4484.0	6350.0	2629.6666666666665	20234.5	12186.25	3688.0	7583.5	4999.25	2909.25	4064.25	3400.25	3428.625	7372.5	3504.25	3781.5	5555.5	12410.666666666666	5773.75	5817.5	7280.0	10283.0	4351.75	3747.7	4168.333333333333	3417.75	6215.75	4321.375	3798.5	5419.666666666667	7350.75	5893.666666666667	6699.5
Tetrahydrocortisol	14448.375	16254.0	13903.5	13032.75	21376.0	4861.333333333333	9214.5	16023.75	6681.25	36165.5	15566.0	13918.333333333334	10023.5	9194.75	13443.0	21644.5	38403.25	11071.25	10469.75	7553.5	11453.75	11749.5	12750.0	6933.0	20641.0	17510.833333333332	21287.75	11574.25	26542.375	21497.75	8364.5	25033.9	10258.083333333334	12377.0	8521.75	23451.875	15310.5	12957.333333333334	15163.25	38731.166666666664	22528.5
Nervonic.acid	7050.125	2020.0	2424.0	2243.25	2591.5	2449.1666666666665	3059.5	2174.75	2562.75	3165.5	3256.0	2951.1666666666665	45454.0	4256.75	2553.5	5713.0	8644.25	3927.5	3254.25	4043.25	2968.625	3656.5	3255.75	3836.0	3289.3333333333335	3003.6666666666665	4142.25	3658.75	3209.25	2519.75	3636.5	4271.3	3204.0	4497.25	3610.5	3142.875	3078.5	4364.5	4818.25	5220.333333333333	4742.5
Cortol	13065.125	3781.5	6614.5	6529.5	4521.5	5176.0	7980.0	3805.0	5258.75	7005.0	8707.0	5551.5	5815.0	11018.25	7685.0	5663.5	11801.25	5251.0	6200.25	6562.0	4413.875	9094.0	7560.75	6604.0	7770.333333333333	6376.5	11674.75	8257.5	5744.125	6811.0	8280.5	9815.3	6170.75	7116.5	6800.875	7725.125	5389.625	12221.333333333334	8089.5	8042.166666666667	21062.0
X6.Keto.prostaglandin.F1a	19502.125	109523.5	9367.0	10891.5	5402.0	5438.333333333333	7627.75	6133.0	5078.25	6087.0	5809.0	6931.833333333333	61848.5	9267.75	12407.5	5048.5	8426.75	3697.0	9746.0	6655.5	6613.375	9664.5	10970.5	5021.5	7783.833333333333	11671.833333333334	6204.5	13267.25	9534.75	11296.0	15317.25	8033.6	7187.333333333333	7434.25	6222.75	10116.125	6736.625	7356.5	6947.75	7140.666666666667	25109.25
X18.Hydroxycortisol	25452.875	18823.5	37247.0	32015.5	35912.25	21486.0	50007.5	25386.5	25019.0	73900.5	14617.0	29426.833333333332	18453.0	17061.5	43665.5	28752.5	33684.0	19732.0	33114.5	32725.5	20395.0	31060.5	19485.5	18385.0	27440.666666666668	21008.5	28267.0	22116.5	43339.125	28024.0	19449.0	24703.0	21150.416666666668	20372.75	31576.75	49813.625	18254.5	18959.166666666668	38907.25	83472.5	56379.25
Leukotriene.B4.ethanolamide	2304.0	7879.5	759.0	1246.75	1421.25	1156.6666666666667	2105.0	773.75	1109.25	1182.0	1516.0	1227.6666666666667	20349.0	1685.5	1005.5	1260.5	1974.25	569.25	1368.25	962.0	749.0	2048.5	1039.0	1213.0	1718.5	909.5	1679.75	1572.0	1062.625	1255.5	1352.0	2348.8	1462.75	1544.5	2131.125	1025.625	998.625	1597.5	1511.75	1609.3333333333333	3541.0
Rosmarinic.acid	560742.25	13677.0	22821.5	36743.25	1459777.0	620976.1666666666	1727835.0	33272.0	830984.25	39979.0	51741.0	31603.333333333332	8673.0	141125.5	22766.0	23191.0	906648.75	30963.75	843180.25	17428.5	53733.125	1896052.0	52095.5	75453.0	72091.5	56151.833333333336	1031000.75	43391.0	26058.625	95592.5	30955.5	562928.7	638348.25	43021.25	1475703.5	404183.375	161934.5	41564.0	30057.0	418882.5	1261880.0
Bisnorcholic.acid	9265.0	16360.5	9850.0	5985.75	10696.25	6965.5	6744.25	5730.75	5216.75	6053.0	5435.0	5323.833333333333	16204.5	8430.75	8447.5	11310.5	14919.75	5842.25	10098.0	5676.5	6525.75	10841.5	5306.5	7088.5	5658.166666666667	9348.666666666666	8325.5	15761.5	5754.75	8907.75	11263.0	9310.2	8185.75	6445.25	9943.5	6768.75	8853.25	6278.5	6535.0	6243.666666666667	12890.0
MG.20.3.11Z.14Z.17Z..0.0.0.0.	1358.125	1816.0	1071.0	988.75	1984.5	1172.5	2223.5	855.25	1415.0	803.0	1341.0	780.6666666666666	4366.5	1155.0	1228.0	839.0	1875.25	772.25	1714.25	977.5	926.375	2464.0	897.75	913.0	1027.8333333333333	1146.6666666666667	1757.25	1119.75	859.5	960.0	955.75	1984.0	1475.5	1032.75	2120.375	1185.75	1161.125	1092.3333333333333	917.0	1527.6666666666667	5602.75
Succinyladenosine	7595.0	9383.5	8331.0	5035.25	4834.0	4706.333333333333	3464.75	6054.5	3838.0	4531.5	5297.5	3660.6666666666665	9280.5	7043.75	4979.5	9948.0	7994.5	3016.0	6029.5	5213.0	5560.5	5510.5	3448.5	4079.0	5415.333333333333	10863.666666666666	10054.75	7481.5	7513.0	7183.5	5057.0	5107.6	4440.833333333333	5067.75	6916.5	7661.0	7572.625	4051.6666666666665	7548.25	10243.666666666666	7449.75
Monoacylglyceride.with.formula.C23H44O4	2744.875	2358.5	3340.0	2352.25	2668.75	2532.3333333333335	2892.25	2424.0	2789.5	2561.5	3035.5	2493.5	191185.5	3221.75	2756.0	3215.0	5012.5	2869.75	3076.5	3684.25	2884.875	3085.5	2870.25	2923.0	2733.1666666666665	3331.3333333333335	3664.0	3034.75	2425.0	2657.25	3696.75	11311.9	2656.3333333333335	3332.0	3306.875	2606.0	2984.25	4039.0	4393.25	4196.333333333333	18036.5
Phosphoribosyl.pyrophosphate	2786.0	6043.5	3648.0	2977.25	2770.5	2743.6666666666665	2403.0	3403.75	2961.0	2053.0	3024.5	2279.1666666666665	5203.5	3251.0	3349.5	2325.5	2616.0	2602.75	2506.75	2912.0	2757.0	2713.0	2626.5	2850.0	2592.8333333333335	3218.6666666666665	2829.0	3013.5	2686.625	2919.5	3040.75	2712.4	2771.5	2674.0	2790.375	2726.5	2497.75	2639.3333333333335	2641.0	2824.5	3240.0
Finasteride	30963.25	15019.0	3710.0	5508.0	4012.75	4072.1666666666665	9209.75	1719.5	2588.75	11151.0	15294.5	9681.0	11096.0	18529.5	6566.0	7641.0	12814.5	2969.75	7271.0	4979.0	2684.125	11619.0	15256.75	10455.5	20935.666666666668	6911.0	7368.5	12034.0	5010.75	4878.25	6756.5	18061.5	4084.75	9987.75	7290.75	6493.875	4561.625	23121.5	8710.0	11304.666666666666	9715.25
X7a.12a.Dihydroxy.3.oxo.4.cholenoic.acid	3108.75	47689.0	2980.5	2146.0	2060.25	1932.0	2252.75	1698.5	1382.75	3642.0	2688.0	1978.3333333333333	10003.0	2603.5	2428.5	2393.5	3440.25	2369.75	3250.25	2610.0	2853.625	3089.0	2088.75	2411.5	2820.5	3442.3333333333335	2956.25	3091.25	2559.25	2681.0	2700.0	3362.1	2262.0833333333335	2786.0	3013.25	2590.625	3781.875	2283.5	2852.75	3194.3333333333335	6172.75
X13E.Tetranor.16.carboxy.LTE4	1841.0	10827.5	2501.0	1814.5	1287.75	1550.3333333333333	1317.0	1871.0	1167.0	1480.5	1682.5	1707.1666666666667	5707.5	1646.25	2834.5	2844.5	1452.5	892.25	1689.25	1536.0	2263.5	1680.0	1742.5	1307.5	1525.8333333333333	2737.6666666666665	1449.5	1546.75	2517.5	2081.0	1868.5	1465.3	1562.0	1342.75	1734.5	1573.125	1564.875	1577.5	1533.0	3973.8333333333335	2205.0
Pravastatin	2008.875	7902.5	2622.5	1546.5	1445.0	1125.3333333333333	1743.5	1673.25	1297.25	2486.5	2101.0	1899.5	8310.0	2284.0	2295.5	1627.0	2147.0	1163.5	2304.25	1558.75	1875.375	2872.5	2418.75	1739.0	1813.8333333333333	3499.5	1817.25	2075.25	1601.0	2019.5	2129.75	2222.4	1629.75	1957.5	1635.125	2462.5	1938.625	1825.6666666666667	1405.75	1964.3333333333333	7502.0
Chitobiose	3887.75	10378.5	3241.0	8439.5	1911.25	2882.1666666666665	4247.0	3168.75	2383.75	2095.5	6723.0	2152.8333333333335	4991.5	2845.0	2519.0	2404.5	3855.25	1457.0	4085.5	1827.0	6154.75	3299.5	2794.25	4182.5	7657.333333333333	6211.166666666667	1811.5	3318.5	3862.375	5001.25	3568.25	3218.1	3061.8333333333335	1704.25	2341.375	3713.5	2700.875	1871.6666666666667	2284.75	2063.6666666666665	7387.0
ADP	73058.625	10377.5	26695.0	282926.5	52019.25	114963.83333333333	45851.25	197084.75	50930.0	51272.0	66780.0	166605.33333333334	12499.0	29594.75	291578.0	96647.5	73800.5	88302.5	40469.0	118612.0	103053.875	68182.0	228517.0	69479.0	142052.33333333334	93644.5	81006.25	150939.25	118619.25	103942.75	178212.75	117777.7	91861.75	210374.75	126767.0	139179.5	136430.0	99189.83333333333	125942.75	310688.5	78739.0
Ketoprofen.glucuronide	10039.25	9601.0	2680.5	2185.25	2166.25	2737.0	4036.0	2181.0	2705.5	2425.0	2519.0	1597.5	6271.0	3135.25	2630.0	2626.0	4277.0	1529.5	2561.5	1797.75	2100.125	4693.0	1881.75	1896.0	3431.0	2982.1666666666665	4882.5	3091.75	2624.75	4988.5	2371.0	2638.4	2949.75	1863.25	4184.625	3366.0	2039.125	2506.1666666666665	2304.5	2322.3333333333335	4390.75
X17.Hydroxypregnenolone.sulfate	4701.875	16773.0	4049.0	3655.0	3587.75	3179.6666666666665	5397.75	2403.0	3710.25	5243.5	4790.5	2535.0	7280.0	3552.5	3770.5	5826.5	3957.5	1602.25	4400.75	2747.75	2737.875	4585.5	2744.75	4366.5	3253.1666666666665	7039.166666666667	4730.25	3938.75	2652.0	4399.25	3024.0	4202.5	3775.0	2881.75	4536.0	3783.875	3437.25	2596.8333333333335	3214.0	2926.5	17728.0
X3.5.Diiodo.L.tyrosine	2381.875	1368.0	3374.0	2744.5	2737.0	2583.5	2828.5	2929.75	3013.25	1994.0	2485.0	2328.1666666666665	2200.0	2448.25	2287.5	2186.0	2367.75	2876.25	2378.0	2509.0	2793.375	2619.0	2310.25	2943.5	2362.6666666666665	2773.1666666666665	2627.25	2474.5	2151.625	2664.5	2717.5	2792.7	2592.8333333333335	2316.5	2626.25	2786.0	2279.375	2673.6666666666665	2704.25	2390.6666666666665	2616.5
LysoPhosphatidylcholine.with.formula.C21H39O7P	7912.375	4495.0	7012.0	6082.25	4785.75	5689.666666666667	7736.75	3324.5	5493.75	19149.5	11630.5	12316.666666666666	3825.0	9545.75	6505.0	6617.0	10815.75	5937.0	8240.25	6023.0	6106.625	6171.5	10983.75	7395.5	12517.333333333334	7670.666666666667	10463.25	10566.75	7205.0	5812.5	7400.75	9931.1	6203.25	12537.25	8391.0	6857.875	6270.5	9226.666666666666	10717.0	10923.333333333334	24991.5
PE.P.16.0e.0.0.	5834.625	2319.5	1869.0	3256.75	1770.5	3065.1666666666665	3727.25	1509.25	1843.5	3519.5	4042.5	2856.6666666666665	22122.5	5448.0	2749.5	9664.0	11658.0	3138.0	2152.25	3649.25	2176.75	2510.0	3747.0	2787.0	3920.1666666666665	2934.0	6292.0	5238.5	4040.5	2838.0	3279.75	4245.9	2431.5	6923.5	3946.625	4593.875	4323.375	4750.333333333333	4987.75	8279.333333333334	4507.0
MG.24.1.15Z..0.0.0.0.	2318.625	1426.0	2342.0	1870.75	2153.25	2088.6666666666665	2532.25	1975.75	2536.0	1888.5	2693.5	2157.1666666666665	2050.0	2656.0	1982.5	1813.0	4208.25	2276.0	2448.5	2808.0	2150.375	2438.0	2403.5	3125.0	2142.5	2010.3333333333333	2975.5	2592.0	1776.75	2066.25	2421.5	9171.4	2280.0833333333335	2896.25	2811.25	2163.25	2182.5	3108.8333333333335	2986.25	3172.5	9264.0
Se.Adenosylselenomethionine	2365.75	5277.5	1473.0	1504.75	3579.25	2180.5	4198.0	1541.0	2402.25	925.0	1136.5	1336.8333333333333	4038.5	1498.0	1723.0	1484.5	4094.0	1070.75	2820.5	1266.5	1681.0	5464.0	1744.25	1217.0	1506.8333333333333	1566.1666666666667	4384.5	1418.25	1394.875	1827.75	1393.75	2178.2	2475.1666666666665	1750.25	4828.25	1833.25	1801.5	1241.0	1306.75	2367.8333333333335	3570.5
Chenodeoxyglycocholic.acid	2885.5	15689.0	3137.0	2209.5	1911.75	2597.3333333333335	2287.25	2097.75	2190.5	5054.5	3474.0	2390.5	42733.5	2905.0	2440.0	4897.5	2329.5	2655.75	4352.0	2188.5	3486.125	3087.0	1754.5	2547.0	3173.5	2891.6666666666665	2140.5	3307.0	2628.0	2387.25	2145.5	2901.5	2217.5833333333335	3291.75	2474.375	2245.375	6367.875	2837.1666666666665	2924.0	2161.0	3346.75
X5b.Cholestane.3a.7a.12a.23R.25.pentol	3114.5	1160.0	3110.0	3240.0	2665.5	2494.8333333333335	2829.25	1973.0	2261.5	3188.0	2954.0	2248.5	12579.5	4748.5	3905.5	5964.0	3684.0	2665.5	3726.25	4645.0	2982.375	3e3	2622.75	3235.5	2955.8333333333335	2965.1666666666665	3735.5	4303.25	2949.875	2625.5	2964.25	4448.2	2500.25	3368.25	3335.625	3060.125	3736.125	3952.1666666666665	3780.0	5088.166666666667	6777.25
X3.17.Androstanediol.glucuronide	2277.875	6960.5	2145.5	2050.75	1869.5	1822.0	2321.5	2026.25	2293.25	2685.5	2716.0	2010.0	11850.0	2452.5	2410.0	2603.5	2899.25	1712.75	2605.25	2073.25	2119.625	2600.5	2179.75	2215.5	2530.8333333333335	3102.3333333333335	2156.25	2436.25	2089.75	2553.75	2274.5	2761.4	2039.4166666666667	2010.75	2518.5	2334.75	2851.0	2157.8333333333335	2118.75	2756.6666666666665	9378.0
X5.Methyltetrahydrofolic.acid	3706.25	7175.0	3451.5	2133.75	1426.0	1180.1666666666667	1738.5	3581.0	1238.5	1607.5	1488.5	2467.1666666666665	3599.5	1636.0	2699.0	1176.5	1360.0	976.5	2404.5	1648.25	1886.5	3146.0	1927.5	1631.5	1644.6666666666667	2560.1666666666665	1404.25	1967.0	1493.125	1914.5	3189.25	1518.9	2760.8333333333335	2014.75	2013.25	1808.0	2272.25	1278.3333333333333	1238.5	1439.8333333333333	3558.75
Docosa.4.7.10.13.16.pentaenoyl.carnitine	1519.5	2852.5	1405.0	1525.0	1043.75	1573.3333333333333	1601.25	953.75	925.75	1376.5	1628.5	1394.3333333333333	8663.0	2159.0	1335.0	2939.0	3331.75	1509.25	1168.5	1837.25	1150.5	1360.0	1669.25	1275.5	1608.6666666666667	1599.1666666666667	2323.25	2391.0	1912.75	1611.75	1848.25	1789.6	1105.6666666666667	2210.5	1679.5	2372.0	1942.0	2149.3333333333335	1886.5	2476.8333333333335	1983.25
Taurocholic.acid	15030027.625	980448.0	24152037.0	14770817.25	10609142.25	14874139.166666666	12811481.0	8023552.75	11330723.5	35398260.0	25905002.0	23914237.0	696689.5	20117472.75	19412422.0	26106349.0	11829683.75	15470282.75	20242494.75	12866960.25	16681043.375	7239853.5	16562840.5	22326198.0	22942441.833333332	22330981.0	15832652.5	17765796.75	28535080.5	17550355.25	16745634.25	14679407.4	11507386.416666666	23799370.5	16628920.5	17144788.75	25566479.0	18436322.333333332	15610237.5	20909696.333333332	18446257.5
Poly.g.D.glutamate	2892.5	6728.0	8828.0	2770.25	2336.75	2987.5	3598.25	1806.75	2350.75	99061.5	13881.5	26743.5	3941.0	4292.75	4195.0	11029.5	2763.25	3014.25	32463.75	2476.75	26369.75	2400.5	3049.5	9827.5	16364.0	7268.166666666667	3201.0	3959.5	20947.25	3871.5	3365.25	3121.1	2770.1666666666665	6631.5	3923.25	3834.375	31250.625	3584.0	7254.25	3879.0	6144.75
Arachidonyl.carnitine	838.25	1217.5	864.5	683.5	552.75	519.3333333333334	785.0	451.75	784.25	1366.0	1003.5	711.1666666666666	4132.5	726.25	530.0	697.0	1141.5	552.0	976.0	769.5	730.5	647.0	668.25	860.0	694.6666666666666	797.3333333333334	966.0	880.25	714.875	725.0	689.0	911.5	608.1666666666666	795.5	657.375	780.625	1022.375	752.0	762.0	845.0	4217.5
LysoPE.0.0.22.6.4Z.7Z.10Z.13Z.16Z.19Z..	74998.625	7506.5	8558.0	21293.5	15762.75	30482.166666666668	40063.0	9096.75	12303.25	105560.0	24893.0	21997.666666666668	22004.0	68842.0	18488.0	54867.0	145725.0	13578.75	13153.75	32703.25	19241.375	13520.0	18828.75	22009.0	47197.5	14463.666666666666	78451.25	118592.5	46659.25	27458.0	27593.5	29426.2	17982.833333333332	49513.75	42386.625	48332.375	47029.5	57122.166666666664	47909.75	82903.5	33993.5
LysoPhosphatidylcholine..18.2.9Z.12Z..	8590.0	36551.0	7852.5	10757.5	6922.25	10101.0	7773.0	6415.25	6679.0	73050.0	13846.0	23008.0	11264.0	13237.5	9919.5	19376.0	13561.75	9556.25	19356.25	9742.25	13186.25	6023.0	14521.0	8002.5	16301.5	8655.333333333334	12656.25	17264.0	16768.75	7882.75	10140.5	10656.2	9716.75	17839.5	10509.375	11234.875	14268.625	12023.833333333334	10446.0	13439.666666666666	10265.5
Lysophospholipid.with.formula.C26H54NO7P	6600.625	4066.5	9249.5	9176.5	6016.75	8320.0	7219.25	4818.75	5528.0	37724.5	10119.0	12722.666666666666	5147.5	9880.75	8204.0	12234.0	9255.5	7073.0	10315.0	10644.5	8648.0	5853.5	14784.5	7340.5	9868.0	7118.166666666667	9250.5	12270.25	10500.875	7517.5	10017.25	9875.4	6883.833333333333	13190.25	9157.25	9928.5	12471.125	11114.0	8722.25	11688.333333333334	8780.75
Diglyceride.with.formula.C32H62O5	2707.875	1727.5	2072.0	2217.75	2031.25	2176.3333333333335	2288.0	1973.25	2011.25	1798.5	2060.5	1877.8333333333333	2276.5	2350.0	2018.5	2318.0	2706.75	2450.75	1854.75	2531.25	1960.75	2168.0	2191.75	2113.5	2122.8333333333335	2201.8333333333335	2323.75	2899.5	1884.25	1926.75	2201.25	2318.7	2195.0	2264.5	2165.125	2344.5	2080.25	2315.3333333333335	2631.5	2554.5	2390.5
Triglyceride.with.formula.C33H62O6	888.75	412.5	853.0	638.75	570.75	732.3333333333334	851.75	509.75	756.0	1360.5	1239.0	874.5	1037.0	899.5	839.5	886.0	1215.25	701.0	1012.75	846.0	765.25	647.5	918.0	981.5	876.3333333333334	802.0	904.5	1069.25	882.375	772.0	836.5	1256.1	688.9166666666666	1072.75	787.625	786.25	1265.875	953.8333333333334	789.0	1027.1666666666667	3928.5
