@format=row	D2B6F1	BXD48	BXD44	BXD51	BXD86	BXD77	BXD9	BXD65	BXD60	BXD50	BXD40	BXD43	BXD24	BXD89	BXD63	BXD45	BXD69	BXD64	BXD27	BXD95	BXD102	BXD34	BXD100	BXD70	BXD101	DBA/2J	BXD84	BXD62	BXD65b	BXD87	BXD98	C57BL/6J	B6D2F1	BXD73b	BXD29	BXD32	BXD48a	BXD90	BXD61	BXD79	BXD66
X0.2	1381.75	1815.0	2392.0	1202.5	1264.0	1440.1666666666667	1376.75	1322.0	1636.5	1941.0	1773.5	929.5	5056.5	1653.75	1124.0	1276.5	1526.75	1200.5	2048.0	1238.25	1575.625	1337.5	1456.75	1936.5	1043.0	2592.3333333333335	1310.75	1668.25	1725.125	1795.75	1182.0	1364.3	1360.1666666666667	1251.75	1687.875	1654.5	1798.0	1487.1666666666667	1491.25	1373.3333333333333	2131.0
p.Cresol.sulfate	10790.0	21939.5	10078.0	3472.5	7651.25	12407.833333333334	12218.5	16813.25	15786.0	1989.0	15233.5	3602.1666666666665	46416.5	2368.5	17029.5	5702.5	12105.25	13289.0	2955.0	8898.0	22778.125	10148.5	2833.5	12450.5	15570.333333333334	29455.0	12067.25	11403.0	18872.0	13204.5	11436.75	18176.2	8966.916666666666	8585.5	20447.625	26576.5	19675.5	3048.6666666666665	6674.75	12770.5	8036.75
N.Acetylglutamine	54317.125	74301.0	77988.0	33871.0	27127.5	20546.166666666668	52972.75	69318.0	31736.25	42033.5	30396.0	34859.333333333336	62839.5	28737.75	83774.0	23959.0	28533.0	15791.5	58134.75	22201.5	58425.625	54930.0	85250.75	27318.0	32965.666666666664	84634.33333333333	33915.75	50284.75	77670.0	27339.5	48121.0	43670.6	37236.916666666664	44819.0	44887.75	29012.125	31713.75	27170.333333333332	26401.5	64170.166666666664	24344.75
Nonate	36810.25	67819.5	45451.5	21977.0	31633.0	25719.0	28792.0	28892.0	36904.25	32750.5	41528.0	23026.833333333332	30442.5	29965.75	27863.0	17614.5	39652.5	22379.25	35721.75	34386.0	28940.5	32453.0	23178.75	55470.0	25670.333333333332	30813.0	27143.25	35886.5	15140.125	30431.5	34790.5	62840.0	29917.916666666668	22354.5	38168.625	21768.375	25084.75	29064.333333333332	27464.75	25400.333333333332	123030.75
X0.3	11818.875	271357.0	12352.0	12557.75	8544.75	10351.166666666666	7601.25	11191.25	8927.75	14120.0	15505.5	13933.833333333334	124940.5	10202.5	19506.0	10093.5	15426.75	14126.5	10974.0	7661.25	16380.375	8338.0	16783.5	11374.5	13926.333333333334	17532.166666666668	14467.0	11028.0	11570.625	14116.5	11641.0	12392.4	11156.666666666666	12614.75	12155.75	10402.375	8710.125	12587.0	8010.25	14260.166666666666	14109.5
Lanthionine.ketimine	36268.375	3574.0	18185.5	34421.5	6284.0	13204.0	21293.25	18829.25	19056.25	4457.0	4527.0	35031.5	2370.0	20535.25	6935.0	14809.5	26307.5	30393.25	24206.25	6104.0	41845.75	4030.5	42433.0	4655.0	32947.833333333336	27138.333333333332	20612.25	9399.5	38246.25	24325.0	12531.0	12735.0	17933.166666666668	43810.0	15318.25	26832.875	41220.625	13587.833333333334	19224.75	40580.0	17332.75
Glutarylglycine	29873.875	1270691.5	58864.0	113592.0	26446.5	24610.0	53916.0	67459.25	16466.5	18527.5	26969.5	64924.333333333336	438327.0	15320.75	193235.5	14009.5	69552.0	24259.25	38170.5	14317.0	42551.625	27685.5	51354.0	26711.0	29800.5	66602.33333333333	83370.75	32171.0	44475.25	28895.5	39373.5	39010.6	27728.333333333332	35504.0	60704.75	23616.125	26842.375	41494.166666666664	58861.75	63764.166666666664	8466.5
X3.Dehydroquinate	14518.0	17925.0	15478.0	17807.75	12316.25	13548.666666666666	12989.5	13298.0	12376.25	8885.0	23199.5	15100.666666666666	6268.5	12579.25	20338.5	13779.0	11611.5	13328.25	12488.25	11404.0	17318.5	11351.5	19354.0	14775.0	11420.0	22518.5	12402.25	18778.75	14442.25	14835.25	15851.25	24642.8	13621.583333333334	16298.0	12849.875	17909.5	13947.625	15015.166666666666	12483.0	16081.5	15422.25
L.beta.aspartyl.L.glycine	3607.625	50205.5	3981.0	4266.75	2885.0	3029.8333333333335	2701.5	4270.0	2481.75	2451.5	3970.5	3420.8333333333335	5284.0	2863.5	5193.5	4261.5	3654.25	3137.0	2918.25	2896.5	3483.625	2903.5	4668.25	3338.5	2878.6666666666665	4689.333333333333	3473.25	3917.25	3846.0	4337.5	3414.75	3920.5	3174.9166666666665	3997.5	4040.25	4210.125	3279.625	3380.8333333333335	3750.5	5837.333333333333	3323.75
N.Acetyl.L.methionine	3006.0	1464551.0	4653.0	4827.0	3120.75	3187.0	2692.75	3338.25	2385.5	3567.0	4298.0	3973.6666666666665	924069.0	2840.0	6361.0	7772.5	4229.5	3640.75	2843.0	3288.5	3496.375	3347.5	4134.0	3497.0	4157.666666666667	8420.0	8181.5	3537.5	4978.75	4412.25	9208.25	4382.0	3452.9166666666665	3511.5	4085.25	2828.125	2444.5	8023.166666666667	10614.5	3594.6666666666665	3235.25
X5.Methoxytryptophol	782.875	66349.0	869.0	781.75	660.5	680.3333333333334	589.25	661.75	642.5	933.0	785.5	736.1666666666666	13433.0	1035.0	820.5	1224.5	1082.0	1054.0	807.25	943.5	1027.875	971.0	1138.0	872.5	931.5	1238.6666666666667	1318.75	866.25	1057.375	1058.25	1201.25	871.2	715.5833333333334	902.25	970.5	1036.25	983.375	1010.1666666666666	991.75	1113.8333333333333	1405.5
Citric.acid	68894.75	32392.5	95285.0	108983.75	55956.5	60085.333333333336	53557.0	66321.75	49588.75	49506.5	44615.5	63891.166666666664	31172.0	66704.0	72906.5	66083.5	37460.0	43415.75	71519.25	84497.0	82923.625	74285.0	51612.75	74397.5	61007.0	133071.33333333334	45182.5	90507.0	68013.25	71560.75	78976.0	70061.7	59991.25	65793.75	79516.0	76420.125	53773.75	51470.5	108356.5	64399.5	68374.75
D.Glucuronic.acid	7381.25	22759.0	6254.0	9701.25	6644.75	7425.166666666667	4882.0	8464.75	4238.0	5037.0	4039.5	8068.166666666667	19497.5	6409.75	11244.0	9253.0	10054.0	6912.25	4722.75	6646.75	10741.625	5268.0	13565.25	5192.0	7946.0	10298.166666666666	8245.75	7432.5	9370.875	8718.25	7330.75	8157.4	7034.333333333333	10146.5	8394.125	10758.375	9850.0	6116.833333333333	9751.5	20717.5	4132.5
trans.Ferulic.acid	2164.5	12170.5	2443.0	1837.75	2420.75	1577.6666666666667	1677.75	2050.25	1955.75	1591.5	1748.0	1707.0	5309.5	2119.5	2172.5	1686.0	1850.75	1659.0	2215.5	2018.25	2138.25	2312.5	2088.5	2162.5	1674.8333333333333	2826.0	1917.5	2658.75	1744.125	2322.0	1964.0	2357.3	1990.9166666666667	1974.5	2056.875	2537.75	2139.625	1972.0	1727.75	2250.5	4199.5
Galactonic.acid	417861.25	141628.5	357584.0	362083.0	329545.25	576391.0	210385.75	452522.5	190600.0	226780.5	226706.0	323298.5	93980.0	407384.0	681903.0	338040.0	338943.75	233458.25	266250.5	366324.75	425020.125	339888.5	441661.75	240963.5	280505.3333333333	614350.1666666666	327231.0	453998.25	471959.375	430214.5	318431.25	401112.8	302280.4166666667	301293.75	434469.25	362043.125	345295.75	343057.5	459779.5	640340.8333333334	291945.75
Selenomethionine	3222.0	9293.0	3318.5	2582.75	4005.0	2684.6666666666665	3581.0	3806.25	4021.0	2580.5	2890.5	3149.6666666666665	14929.0	3197.25	2738.0	3680.5	4644.0	3359.75	2800.0	4099.5	7267.75	2760.5	4014.5	2664.0	3914.6666666666665	4653.166666666667	2986.25	2889.25	3644.375	4430.5	2846.5	4113.2	3028.9166666666665	4903.75	3081.875	3570.875	3054.625	3737.6666666666665	3876.0	6297.166666666667	3285.5
Guaifenesin	3238.125	12923.5	5091.5	2924.75	2983.75	2462.5	3170.0	3126.25	2867.5	3029.5	3246.5	2719.6666666666665	6444.5	2924.75	4590.5	2640.0	2520.0	2798.5	4006.5	3737.5	3512.875	3918.0	3009.25	3224.0	2263.5	5570.666666666667	2571.75	2852.5	2604.5	3769.75	3980.25	3450.7	2988.5833333333335	2743.5	2904.875	4563.75	3545.375	2776.8333333333335	3575.0	2826.8333333333335	12511.0
trans.Dodec.2.enoic.acid	5951.0	12570.5	4784.5	6107.5	4909.5	5710.5	5337.5	4602.25	4662.25	5322.5	7364.5	6560.666666666667	3385.5	5781.75	4391.5	5265.5	6541.75	3778.75	4648.0	4469.25	7172.5	5304.0	6149.25	6302.5	4608.333333333333	6942.0	5055.0	5365.5	5326.25	6641.0	5134.5	6609.1	5694.5	5657.0	7757.75	5008.75	4132.0	5759.333333333333	5677.5	6394.666666666667	12133.75
Isoxanthopterin	1337.25	8360.0	2411.0	1599.75	1184.5	1295.5	1131.5	1414.0	1345.5	1451.5	1254.0	1387.8333333333333	5547.5	1571.0	1739.5	1656.5	1966.0	1292.75	1375.25	1453.25	1664.625	1271.0	2064.25	1568.5	1586.8333333333333	1999.5	1984.5	1472.5	1697.25	1948.5	1548.75	1617.3	1604.3333333333333	1612.0	1758.5	1539.375	1350.25	1628.0	1589.0	1785.6666666666667	1904.75
Ecgonine.methyl.ester	1478.25	7455.0	1483.0	1985.25	1404.25	1660.0	1053.5	1203.0	1124.0	823.0	1899.5	1649.0	5449.5	1274.5	1762.5	1302.0	1575.5	1431.5	1277.0	1267.5	1735.5	1109.0	1682.75	1574.0	1317.6666666666667	1646.1666666666667	1692.25	1333.75	1036.125	1605.75	1516.5	1594.6	1622.3333333333333	1615.75	1359.75	1197.75	1157.875	1369.1666666666667	1157.0	975.8333333333334	2081.75
cis.4.Decenedioic.acid	6982.0	14601.0	9466.0	6071.5	5519.0	4397.166666666667	5678.0	6181.25	5788.0	4365.5	6022.5	4429.333333333333	9439.5	9054.75	7187.0	3677.5	4857.75	4095.25	7842.25	5850.25	6453.0	11583.5	5569.25	6744.5	3941.1666666666665	14224.333333333334	5400.25	5197.75	3848.0	8955.5	7371.25	6749.9	6246.75	5907.25	5402.625	6087.75	7413.25	5274.166666666667	5070.25	4574.0	37608.25
Dodecanoic.acid	115981.0	23384.5	223032.5	106782.25	162757.5	113236.16666666667	220886.25	70724.5	184453.0	116766.5	150592.5	120952.33333333333	21443.0	182855.0	93929.5	111158.5	256400.75	148775.5	253760.5	221404.0	125920.875	221181.0	130555.75	223383.5	118629.83333333333	102804.83333333333	162383.5	127496.25	87675.0	140295.75	139873.25	172411.8	184860.25	116449.75	219526.375	112900.125	88015.625	133948.33333333334	129735.25	159583.33333333334	198916.75
Cysteine.S.sulfate	1477.625	10095.0	1102.5	694.0	848.25	739.8333333333334	604.0	712.0	863.0	623.0	822.0	663.6666666666666	923.5	766.0	497.0	627.5	502.0	605.25	695.75	800.0	817.75	715.0	539.5	631.0	570.1666666666666	1220.0	578.75	857.25	591.375	741.0	707.0	713.4	659.5	694.5	666.25	962.0	747.875	721.5	664.5	706.5	902.25
Capryloylglycine	1367.0	90055.5	1261.0	1182.75	1510.0	1024.6666666666667	1271.75	1360.75	3079.0	1213.0	1563.0	1592.5	20198.0	1153.5	1387.5	1038.0	1482.0	1078.75	2029.25	1451.0	1244.875	1412.5	1424.75	1290.5	1453.3333333333333	1619.5	1839.5	1288.0	1163.125	2303.25	1569.0	2487.5	2499.0	1122.0	1698.625	1125.75	1913.5	1790.3333333333333	1458.0	1635.1666666666667	7159.25
Galactitol	3699.625	9061.0	5568.0	2372.75	3271.0	2633.1666666666665	3842.25	3347.25	4606.0	3148.5	6221.0	2514.0	4148.5	3271.75	3265.0	2174.0	3058.75	2112.0	4323.75	2769.25	3395.75	3878.5	2842.75	5330.5	2435.0	4837.166666666667	2727.25	3044.75	2056.375	3566.5	3269.25	6238.0	3397.4166666666665	2525.5	3542.125	2828.75	3766.625	2912.5	2838.25	3342.5	24907.5
Sebacic.acid	16953.75	27165.5	14189.5	13091.5	12517.25	8705.0	13522.25	11965.25	12974.0	10495.0	12311.5	14599.166666666666	13039.0	12110.0	13122.0	13636.0	16773.25	10498.75	15899.25	18621.5	12518.5	15619.0	10664.75	15552.0	13983.166666666666	15006.833333333334	13963.5	16232.5	10110.625	16795.5	15979.5	22390.7	14211.75	10810.0	15587.125	11212.375	28261.5	14430.333333333334	19432.75	13486.0	170036.5
L.Acetylcarnitine	6003.375	8673643.5	4403.0	9422.0	4004.75	6115.666666666667	5575.0	6880.25	4555.25	4134.5	7500.0	9425.333333333334	568080.5	7378.0	13692.5	11117.0	11009.0	11027.25	5581.5	5258.5	6028.625	5600.5	9269.5	7242.5	11078.166666666666	7923.333333333333	25882.75	7376.5	9846.625	9511.0	13056.75	7812.0	8042.25	6981.5	9102.125	4737.625	8090.75	11238.666666666666	10729.25	5212.166666666667	8290.5
X5.L.Glutamylglycine	7957.625	163027.5	12935.0	7768.5	6836.5	7567.166666666667	7357.25	10168.5	7592.0	8279.0	10723.0	7610.666666666667	32401.5	7172.5	8804.5	7070.0	6223.25	7925.75	8318.5	7251.0	9243.875	7832.5	6539.0	8764.0	6742.833333333333	9983.833333333334	7162.0	6963.5	7032.75	8356.0	7447.25	9128.6	8899.0	4685.75	8429.625	6058.125	7118.0	6980.0	7572.75	6967.0	9387.0
Pantothenol	1639.0	8665.5	1207.5	1083.0	2025.25	1611.3333333333333	1759.25	3428.0	2334.75	2811.0	2061.0	1705.1666666666667	2360.0	1993.5	1433.5	1305.0	1904.0	1215.25	2700.25	1865.0	2171.625	2691.5	1506.25	5562.5	2112.5	2287.3333333333335	1581.25	2290.25	1191.75	1525.5	2054.25	2888.4	1922.9166666666667	1900.25	2311.125	1455.625	1557.625	2351.6666666666665	1849.0	3136.5	9866.5
X.R..lipoic.acid	5009.0	17921.0	4107.5	3263.0	4600.0	3809.3333333333335	2782.25	3908.0	4061.5	3652.0	3260.5	3149.1666666666665	22640.5	3677.5	3689.0	4590.5	3321.5	2234.75	4463.25	3538.5	5335.0	6149.0	4685.25	3565.5	3227.0	14061.666666666666	2998.5	5942.0	4984.125	6022.75	4182.0	5140.0	3296.8333333333335	4031.75	3377.75	6506.0	4925.5	2871.3333333333335	4389.5	5438.333333333333	9136.25
Ibuprofen	5673.625	9008.5	5073.0	4413.75	4744.0	4145.5	4174.0	4789.5	3361.0	2181.0	3081.0	4516.333333333333	7078.5	5057.0	4688.5	4941.0	6278.25	5903.0	6789.0	6299.5	7610.25	11487.0	7149.5	3443.0	4914.833333333333	7723.5	5956.0	5070.5	5748.875	6400.0	7732.0	4255.8	4951.583333333333	6746.75	3819.125	6031.125	5245.75	5314.833333333333	5128.75	5583.833333333333	5463.75
Phenylpropionylglycine	6145.625	1742641.0	20217.5	5532.75	7927.25	4042.1666666666665	5013.5	9549.75	4920.0	4766.5	7663.5	9342.666666666666	618624.5	4704.25	14747.5	7968.0	8215.25	6188.5	13878.75	6921.0	11716.375	16349.0	6746.0	9110.5	5163.333333333333	14832.0	12705.0	7908.5	9062.25	7597.75	13243.0	6212.3	8489.916666666666	6212.25	7989.0	9596.25	5998.5	8606.833333333334	9652.5	10177.833333333334	6435.5
X3.Hydroxycapric.acid	6512.0	5942.5	6190.5	6079.25	5829.0	4924.666666666667	6935.25	4454.0	4692.25	3838.0	5276.0	5055.333333333333	5743.0	7322.25	7764.5	5086.5	6718.0	4766.0	7360.5	7267.0	6207.25	10111.0	6982.25	6151.0	4950.333333333333	8876.333333333334	6748.75	6259.75	5401.875	6803.25	7815.0	6345.2	6217.833333333333	6723.75	7155.875	6604.75	5570.0	5603.166666666667	5593.75	6421.166666666667	12430.75
Vanilpyruvic.acid	10979.25	16142.5	12442.0	17619.0	2751.5	11780.666666666666	2692.25	7198.5	2797.0	12993.5	19535.0	2127.5	4169.0	18482.5	2921.0	3645.5	9679.25	2223.25	2874.5	2934.0	3912.125	3562.0	6847.75	3682.0	8966.833333333334	16238.0	3020.75	3193.5	4118.75	14174.25	11260.0	3494.7	7884.75	4293.25	11234.375	12949.625	6909.5	9549.166666666666	9124.5	7790.166666666667	16526.5
Indoxyl.sulfate	11380.375	7207.5	17403.5	11047.0	8971.0	7633.833333333333	9433.5	10513.0	9651.0	7435.0	7999.0	7483.666666666667	33035.5	7921.0	13056.0	7750.5	10713.75	10909.0	17375.0	12099.5	14439.625	11186.5	5951.0	8066.5	9522.0	22688.166666666668	10040.25	17720.0	13012.375	13498.75	9158.75	12447.6	14276.75	7935.75	18607.125	22727.375	14689.125	13968.5	14226.0	10854.833333333334	5470.5
Dethiobiotin	2541.5	26574.0	2914.0	2938.0	1910.0	2211.3333333333335	1852.25	2675.5	2579.0	3778.0	3574.0	2719.8333333333335	13507.0	3458.0	3844.0	3107.5	3101.0	4578.75	2867.75	2393.0	3069.625	2854.0	3659.0	2754.0	2942.6666666666665	3689.0	3238.75	2798.0	3201.0	4313.25	3196.25	2932.1	3051.6666666666665	3430.75	2719.0	2774.375	2462.125	3118.1666666666665	2687.75	3001.1666666666665	4958.0
X3.Oxododecanoic.acid	4899.375	4067.0	7904.0	3734.25	4202.5	3887.0	6313.0	4233.0	7033.0	5476.5	8356.0	4055.5	2726.5	5029.25	4116.0	3632.0	5227.25	3718.0	6645.5	4937.25	4583.25	5257.5	3316.5	7413.0	3832.8333333333335	5956.833333333333	4587.75	4248.25	3136.125	4741.5	4544.5	6877.7	5210.0	3832.0	5516.5	3646.375	7850.625	4804.0	4089.25	4478.666666666667	39289.75
Tridecanoic.acid	12497.375	3851.5	23620.5	11646.0	14359.5	11618.5	13763.0	11877.75	21182.75	17840.0	25112.0	11633.333333333334	4301.0	12536.25	8174.0	11423.0	27132.75	10311.25	16163.25	14401.25	19675.875	24605.0	8064.75	30614.5	13729.666666666666	20574.5	14981.25	12900.25	9407.125	15804.0	12856.25	25509.1	25672.583333333332	10902.75	43360.5	11012.125	16687.5	10941.5	17308.25	15991.0	38767.5
O.Phospho.4.hydroxy.L.threonine	1769.125	2886.5	2576.5	2145.75	1846.25	1847.3333333333333	1893.5	2094.0	2014.25	1985.5	2019.0	1874.8333333333333	2098.0	2063.25	1903.0	1740.5	2400.5	1745.75	2325.5	1875.5	2387.125	1815.0	2112.75	1644.5	2081.8333333333335	2534.0	2397.0	2143.75	1896.0	2178.5	1626.0	1875.9	2081.5	2122.5	2174.75	2510.625	1949.5	1903.6666666666667	1800.0	2397.1666666666665	2485.25
Glycerylphosphorylethanolamine	244008.125	780185.0	424661.0	333766.75	264528.0	458545.1666666667	177972.0	446049.25	182395.25	127753.5	211508.5	209352.16666666666	11910.5	402902.5	489922.0	261240.5	648157.5	144213.25	264007.0	214144.5	297625.125	307370.5	233686.0	128647.5	266642.8333333333	842846.8333333334	584537.25	621378.75	243880.875	151952.75	257412.25	217680.7	182979.58333333334	263029.75	224700.875	430491.125	244197.75	240170.66666666666	164685.5	336716.6666666667	479619.25
N.Nonanoylglycine	1426.75	11838.0	1328.0	1022.5	2075.5	1227.5	1528.75	1375.25	1542.0	949.5	1349.5	1641.5	15961.0	1338.0	1114.5	1135.0	2049.75	978.0	1936.0	1633.0	1171.625	1942.0	1202.25	1662.0	1436.8333333333333	1503.8333333333333	1450.25	1214.0	919.375	1926.75	1614.75	4148.3	1669.0	1253.0	1784.375	1080.0	1977.875	1730.1666666666667	1266.0	1733.1666666666667	8980.75
Undecanedioic.acid	7184.625	23928.0	8795.0	4686.25	6402.5	4714.333333333333	6682.0	5976.0	7196.5	6299.5	7822.5	5766.333333333333	7918.0	6056.75	5967.5	3979.0	7920.25	3999.75	8528.25	6021.0	5451.5	7740.5	5063.5	9104.0	5330.0	7512.666666666667	5047.75	6364.75	3526.75	6378.75	6544.0	13347.6	6037.583333333333	4724.25	7302.0	4870.75	8679.625	6151.166666666667	5940.75	5872.5	77360.0
X3.Hydroxydodecanoic.acid	3178.0	2690.0	3928.0	3045.5	3151.5	3145.0	3896.0	2711.0	3556.5	3725.0	3927.0	3392.6666666666665	2431.5	3791.75	2978.0	3962.5	4640.75	2619.75	4562.0	3850.25	3090.0	3667.5	3244.0	4176.0	3260.6666666666665	3735.8333333333335	4276.5	3294.0	2794.625	3536.75	3581.5	6402.6	3583.25	3425.0	4519.5	3182.875	3802.125	3312.0	3595.25	4661.333333333333	11197.75
N.a.Acetylcitrulline	2724.875	28676.5	3441.5	3657.5	2095.75	2728.6666666666665	2325.75	3033.5	2208.0	3055.0	5970.5	3558.6666666666665	8150.5	3373.25	4938.5	3282.5	4869.0	3547.75	2621.0	1618.75	4059.25	2214.5	3545.25	2808.0	8278.166666666666	4332.333333333333	4036.5	2424.25	3414.875	8672.75	2547.5	2984.4	3204.5833333333335	3368.5	4495.5	2477.375	2492.125	2761.6666666666665	2281.5	2676.6666666666665	7620.75
Propionylcarnitine	1099.0	78262.0	1079.5	944.75	1278.25	1146.3333333333333	1686.75	1002.25	1231.75	1898.5	4067.5	1165.8333333333333	77563.0	1193.25	1121.5	1211.5	1262.25	926.0	1252.0	961.75	2255.375	1884.0	946.25	4318.0	1181.5	2316.8333333333335	1245.75	1089.75	1097.25	1650.5	1516.75	1984.2	1060.6666666666667	1130.0	1433.75	1108.625	1228.875	1365.8333333333333	1608.0	1220.1666666666667	2622.75
Deoxyhypusine	694.5	693.5	724.5	721.5	662.75	658.8333333333334	754.0	533.25	881.0	913.0	840.0	755.8333333333334	724.5	823.75	587.5	814.5	864.5	621.25	974.0	783.0	644.0	775.0	728.5	671.0	661.1666666666666	764.8333333333334	860.25	659.0	655.375	831.25	687.5	1125.0	670.1666666666666	616.0	846.0	716.125	767.625	632.6666666666666	713.25	775.1666666666666	1735.0
X0.4	84984.75	183252.5	136599.0	127235.0	86026.25	103799.33333333333	78283.0	161431.75	107222.0	63542.0	88135.5	160311.5	73513.5	182419.25	74607.0	195396.0	149239.25	117702.5	118287.5	367182.0	132704.125	71977.0	61687.0	129161.5	196131.16666666666	143529.33333333334	168850.0	199849.25	184418.625	110525.25	131801.5	132694.9	102212.5	146754.75	178357.75	143261.5	199199.25	74831.33333333333	298629.0	345817.5	194041.0
Glutamylalanine	14851.75	157813.5	11379.5	13962.0	8917.25	11418.5	9847.25	17091.75	10943.75	14395.0	13668.5	10689.666666666666	24525.0	17733.75	20844.5	18703.5	10753.75	10634.5	9204.75	10051.25	13178.75	14147.5	23234.75	10408.0	17596.666666666668	12856.333333333334	13418.25	16181.75	18516.25	15724.75	18993.25	13968.3	12908.083333333334	15172.25	14044.125	12061.875	16457.75	12520.833333333334	9153.0	11502.333333333334	14399.25
X3.Hydroxysebacic.acid	7182.5	30277.0	9172.5	4741.5	4729.25	4009.5	6037.75	4418.75	6971.5	5878.5	11075.0	3908.3333333333335	9387.5	5919.5	5837.0	3402.0	4761.5	3928.75	7009.5	4766.75	6187.875	7521.0	5143.0	8700.0	3854.3333333333335	10483.666666666666	4786.5	4896.5	3478.25	6238.5	5894.0	7722.9	5480.25	4608.75	5037.5	5168.0	5689.375	4098.0	4254.75	4502.833333333333	31472.75
N.Acetylgalactosamine	15500.75	79851.0	17064.5	17321.5	15302.0	21509.666666666668	10681.0	11846.25	12385.75	16925.0	15732.0	10102.666666666666	24476.0	16843.5	22947.5	28275.0	12158.75	5434.5	8463.75	15702.25	9788.0	11463.0	20063.0	9424.0	10937.5	37171.5	12970.75	21506.25	13904.375	27472.75	17220.5	8691.3	12837.0	14205.75	10389.75	19844.375	15099.625	14565.0	16055.75	18421.833333333332	10697.75
L.Cystathionine	12416.875	33066.0	8589.0	9541.5	6705.0	8433.166666666666	9537.0	6520.5	6372.75	7126.0	8839.5	9033.833333333334	29052.5	12625.75	15750.0	8288.5	8890.5	6870.0	7080.25	6962.25	8721.625	7115.5	10297.0	8849.0	10516.166666666666	9102.5	10057.5	7503.25	8062.375	11295.25	8563.0	9666.4	9704.416666666666	8781.25	10387.875	8551.5	7266.375	7366.5	8365.25	7006.833333333333	9032.0
Ethyl.glucuronide	55666.125	121420.0	14955.0	18875.25	13226.0	26856.833333333332	41479.5	11535.5	17584.0	16652.5	21044.0	20155.166666666668	36721.5	56888.0	17538.5	18964.0	12038.5	11401.5	14955.75	12583.0	19546.75	17451.0	27338.25	24970.0	36837.5	24055.333333333332	15031.0	19129.5	17703.125	38664.5	18129.75	29733.1	28300.083333333332	14570.0	21854.5	23499.125	12693.625	16553.333333333332	25789.25	13406.333333333334	15679.0
X5.8.Tetradecadienoic.acid	5644.5	8637.0	5982.5	5871.25	4916.0	5893.333333333333	4712.5	5406.25	4498.0	4118.5	4842.5	5482.666666666667	3433.0	5903.75	3738.5	5623.0	8349.25	4631.5	5683.5	5536.25	5101.25	5471.0	5228.25	5241.5	5636.5	8303.166666666666	4916.75	7234.25	8297.875	9718.75	6751.5	6197.6	5315.0	6545.0	6480.25	7167.875	5226.375	5966.333333333333	8213.0	12209.333333333334	8410.5
Carnosine	2900.5	29726.0	2218.0	2489.25	2412.0	3060.8333333333335	2603.0	2413.75	1921.75	4151.5	3047.0	3175.1666666666665	11337.5	2954.0	3202.0	3633.5	4395.75	2640.25	2485.5	2787.0	2916.75	2272.5	3155.5	3173.5	2795.5	3787.8333333333335	2198.0	2706.75	2191.375	3653.25	2764.25	2416.9	2834.5833333333335	2382.0	4021.375	3206.25	2462.375	2707.8333333333335	3150.75	3020.8333333333335	4918.75
X5.Tetradecenoic.acid	28528.125	12724.0	34896.0	23396.25	21514.5	19520.333333333332	21687.5	19662.0	30942.75	37312.0	45188.5	23240.333333333332	16528.5	28423.25	12676.5	23896.5	56443.5	13804.5	27671.25	25890.0	29316.375	46821.0	14461.25	47093.0	27795.666666666668	45649.333333333336	23965.0	30213.0	27020.375	38720.75	24835.25	47669.5	42645.083333333336	24275.75	79621.0	24014.625	21548.375	24236.166666666668	41104.0	48247.833333333336	58235.75
L.Glutamic.acid.5.phosphate	4303.0	21986.0	8187.5	11143.5	6935.5	7989.5	6363.75	7371.75	4116.75	2446.5	5154.5	6962.166666666667	33442.5	5284.25	14832.0	2734.0	6966.25	3720.75	6752.5	5811.0	7260.125	6656.5	6363.25	4265.5	4310.833333333333	9431.333333333334	8394.25	4769.5	5441.25	5426.5	5536.25	5726.6	4382.583333333333	4042.5	7161.875	3318.625	4017.875	5020.833333333333	6482.0	7058.666666666667	9409.5
Traumatic.acid	8962.75	19463.5	9002.0	4851.75	4864.75	3511.5	5476.75	5570.75	5368.25	4971.0	6518.5	4870.333333333333	10325.5	5865.75	6763.0	3587.0	5251.75	3895.25	8174.0	5685.0	6606.75	9967.0	5542.5	6441.0	4046.8333333333335	9776.166666666666	4031.0	5062.0	3855.25	6315.75	7568.75	6167.4	5661.75	5198.25	4749.75	5513.125	5909.0	4417.666666666667	4582.75	3838.0	40217.0
L.leucyl.L.proline	3451.5	49908.0	3513.0	5338.75	3007.75	4002.3333333333335	2481.0	3569.75	3256.0	13021.5	7603.0	4858.0	22158.5	5760.5	5934.5	5700.5	4943.5	8362.0	4347.75	3488.5	5075.5	3815.0	6424.0	5305.5	6779.333333333333	5190.166666666667	5335.5	4755.75	7e3	6706.75	4791.0	4508.4	4643.833333333333	6282.0	4375.75	3411.625	4163.75	4995.0	4030.5	5030.333333333333	7069.5
N.Decanoylglycine	2176.375	12091.5	1546.5	1174.0	2102.25	1853.5	2741.75	1599.0	2955.0	1429.0	1604.0	2254.3333333333335	2876.0	3653.5	1617.0	1231.5	2805.0	1146.5	2797.0	2307.75	1313.75	2578.0	1801.25	2012.5	1879.6666666666667	1524.3333333333333	1307.25	1520.5	1511.75	1775.0	1788.25	6697.7	2569.0	1755.75	2660.875	1218.75	2735.875	2364.0	1562.5	2351.5	10470.75
