@format=row	BXD56	BXD45	BXD49	BXD101	BXD40	DBA.2J	BXD87	D2B6F1	BXD65b	BXD100	C57BL.6J	BXD48	BXD65	BXD69	BXD70	BXD73	BXD84	BXD63	BXD68	BXD66	BXD79	BXD81	BXD29	BXD98	BXD62	BXD90	BXD64	BXD102	BXD60	B6D2F1	BXD44	BXD73b	BXD48a	BXD32	BXD9	BXD61	BXD89	BXD27
Histamine/L.Serine	2.83440365269683	2.39163907284768	2.70790282044122	2.5029862653356	1.5369677594885	1.63038540022331	1.59066820831527	3.72079082530078	2.64680122141953	2.19351969121283	2.10541233391103	1.62810894941634	1.47613475858956	1.74361830088653	1.71290127195639	2.49511823967833	2.75901465752661	1.85360729862751	1.44904246090883	2.09183568677792	0.515629763384377	1.90189120360706	3.09020802024836	2.91483389726238	1.96291236738846	1.80059592782652	1.05663615560641	1.70122889529465	1.93603417974668	2.3539149490642	2.30637061020254	1.92129239075418	2.69466949768118	2.36730312958988	2.60068730311629	2.26243349831926	2.65575368028198	2.32478715170279
X3.Furoic.acid/L.Serine	1.38341124035221	1.00827109653103	2.58704931778337	1.10177196928713	1.04737073860344	1.43965458625144	1.38484606996057	2.02067921990585	1.65225112974913	1.88642522788864	1.39499527517613	2.06470077372493	1.719591864552	1.48993109749134	1.3202377318514	1.87780982236155	1.88935959087093	1.57901285066639	1.31405375422319	1.76513789293529	1.23817925856405	0.818278159969824	1.78725983531564	2.03941138491338	1.28379431612965	1.58419504238152	1.19168279664496	1.25292108287575	1.4521796445293	1.2599584700493	1.52093265882981	1.39180297814263	2.04353905803089	1.8554587618025	1.52772680002447	1.26055538350366	1.80735148864117	1.53850586487732
Uracil/L.Serine	0.414491683675685	0.402959677531835	1.07936331255565	0.345713205097279	0.215698814904615	0.398460583021247	0.291374159985527	0.975643774052742	0.422469009001298	0.51311687029147	0.338172950339556	0.649920473184552	0.369928745868643	0.546046849058973	0.372873276434762	0.655799587193059	0.303294858599226	0.432986558989027	0.496046324814309	0.350384456600268	0.273361319812521	0.392778314250241	0.579700575701822	0.609602920600203	0.488223472087677	0.350395577775487	0.191041417225102	0.329217399328085	0.48921166273621	0.473038355104591	0.500109697673213	0.362290022906592	0.30594650147021	0.535115946470528	0.33059095677613	0.356036971163659	0.247938475594648	0.423902535406067
trans.1.2.Dihydrobenzene.1.2.diol/L.Serine	2.559876625989	1.47185287075246	7.32480846012733	2.63024810241305	3.42345276872964	2.80902155887231	2.17198960628885	5.39716688438929	4.16533052039381	3.65168172690763	2.54202449976023	5.2303	4.79583469099598	3.53974857556299	3.97900319281346	3.37819384916159	2.52049284659641	3.85210594154089	3.16472759952394	3.60183015781796	2.57520983798556	2.86389639781228	4.07345236543725	2.91662819329024	3.21912388579055	5.04424040066778	2.35141391150033	3.29539443301566	3.21603664368048	2.76774957345311	1.76190676953778	3.28390848793617	3.65449172128974	3.87560981248988	4.65602423677464	3.91647193585338	6.88602763292296	3.03059731611341
Creatinine/L.Serine	0.4484749525717	1.06825660935478	0.985152825752518	0.567771533657115	0.341765355354901	0.401520898126375	0.446985798800547	0.739690772118577	0.584454925797285	0.535969407491186	0.540647165175467	0.684388207738508	0.624023092468803	0.468747380145394	0.429870152648103	0.742568791569149	0.87222721426432	0.568306312606197	0.395623381237076	0.684056973263873	0.436642373453542	0.208158938460695	0.752208087254944	1.57525194805195	0.345207608123374	0.689472883547577	0.404420351398694	0.474392602441678	0.502576082938072	0.557416251165857	0.564939775866187	0.375412087912088	0.708983858163535	0.619485117485753	0.648727806423961	0.670539321435576	0.841001162157016	0.920905383860682
Dihydrouracil/L.Serine	1.85650027960806	1.35657604357421	2.34875432525952	1.47942447143385	1.07377399733891	1.45960292292844	1.42722832195038	2.25157318391989	1.49679066006267	1.71849935622571	1.43698711156017	1.342617311839	1.43116091758433	0.859612132393314	1.28847299617986	2.0061712407677	1.89630736229219	1.73476762910534	1.25254748904099	1.02065691236158	1.369712826263	1.23064455129937	2.22405965816101	2.62269503546099	1.44167876355563	1.79904733551652	1.20566127309412	1.39458816004548	1.05728847776803	1.66517230543626	1.61774497406385	1.65108017978831	2.04059914951234	1.96370707934537	1.74730195378776	1.45252944075314	2.28861650615541	1.95577151600983
Delta.Hexanolactone/L.Serine	2.90293882827054	7.02773047920214	13.754609929078	8.26411333380793	6.9176488596357	7.03188309531717	6.34281048890596	14.0513338293124	8.4462876699306	9.54049445865303	5.08892961556923	10.9558022622539	10.1517990573629	7.66079467606185	8.71081625399834	10.2329172740525	4.65710253998119	8.95919156754666	7.13827863912781	8.57291666666667	6.77735538888318	4.58355971425697	10.2249411148914	7.19045812387366	7.8282137475368	9.51154249737671	5.15180458118502	7.47766028389064	7.31208514534218	7.48535643657595	2.14465086044682	7.37930662058538	8.308467568266	9.8776664702416	9.76109048270471	8.31973914736227	9.92230226973429	11.231653734692
X3.Amino.2.piperidone/L.Serine	11.164790174002	17.2483582089552	26.6924891860008	17.7991413676786	15.9410934744268	18.6875551632833	13.8351141839514	30.3893805309735	19.4009171306911	20.15	12.9093424839495	18.7533166009322	18.8980312433126	16.5913522679101	16.914653784219	15.5681613417423	24.1487804878049	27.6228384019082	16.0205336284274	14.5170601336303	11.7898123324397	10.5649350649351	13.7702000176227	17.4273563218391	14.1967626655455	24.2690763052209	12.0982532751092	16.4935910905652	10.7203020134228	17.60119574845	15.6343683751091	20.1251840942563	16.7656874674083	32.2788368958213	24.4481155163975	21.6014657568865	32.2962682803833	18.4838461538462
L.Proline/L.Serine	0.260808973719626	0.271325400775725	0.442924072769034	0.309367971090194	0.262536307656559	0.227241505140919	0.197376876701847	0.363088347772116	0.289714643475539	0.350598617684767	0.228313514825705	0.24967062552509	0.247187630331886	0.170767995671789	0.268984540193302	0.316101796280791	0.304503739789391	0.259069835073571	0.265818652902594	0.243136541055421	0.187966432530241	0.23539502919444	0.376412951584505	0.255954109297662	0.240176396322706	0.369725562708615	0.183426022895526	0.273432846219497	0.289736578375756	0.32492080037607	0.327424961413204	0.296914178439663	0.191769954787837	0.293447054045348	0.307915899920782	0.266034030395175	0.120782440354671	0.382527492820346
Fumaric.acid/L.Serine	0.434915843135021	0.525960313125796	0.693548716691188	0.425094202129023	0.211101353686905	0.499899656470977	0.384705011913709	0.831124172940012	0.402378132593007	0.283527375769316	0.340068233510235	0.71283714717948	0.33679495515973	0.540743299253938	0.200808938193517	0.480948996064762	0.626923320458431	0.400247976014585	0.390940513552925	0.375124309392265	0.312840577648147	0.371403647510578	0.423839227598177	0.844800303111349	0.438296242934003	0.289241782027623	0.39284954657076	0.301048586287836	0.233556070564325	0.236861709735863	0.359537028539965	0.290161887612965	0.47826194749943	0.717817393873732	0.498033193903649	0.202394821086928	0.255115779745615	0.401649455586052
Alpha.ketoisovaleric.acid/L.Serine	1.8354366481575	2.15379454301476	4.66746888537441	2.33945305415046	1.90913315309226	2.06797870781853	2.14964679839839	4.14279447247203	2.4216773877017	2.84218649266415	2.32141008798121	3.26526407791235	3.10678979771328	2.4872267412303	2.50675030683213	3.05328186377785	3.28413161735438	2.49648352240576	2.14802664116852	2.89639359414159	2.01490622518175	1.52764830153248	3.54701650060147	3.10019220545536	1.93075647549889	3.47742966751918	1.87224696667179	1.99702327948098	2.52471648160588	2.54888568221902	2.00054253299079	2.1308280056136	3.526746864602	3.23823506684182	3.2034055926116	2.63915647770779	4.20453650210084	3.75042921804277
Caproic.acid/L.Serine	1.00498835173803	0.784697702210875	3.14429312581064	1.23427465657296	1.54818265903874	1.06024036054081	1.00789096126255	1.64553669222344	1.60945057333841	1.48722168837276	1.21092525101496	1.24857961327286	1.54716270432208	1.16156699807093	1.40543226866984	1.48786238963551	1.29499319870252	0.977866672295871	0.980125924310012	1.38844960976109	1.11610436195053	0.839896755162242	1.57347966169956	1.32398966083342	1.16399800065496	2.38111291099339	0.865400178898496	1.6063564178127	1.05324497634472	1.22718149817823	1.35550485993232	1.49628802312594	1.54942089283706	1.51064328328617	1.46085901054386	1.36899003811781	2.61487424465131	1.30103090550755
L.Aspartate.semialdehyde/L.Serine	2.53834646454573	2.67707561156412	4.89182761602767	2.75764918282022	1.94203085385243	3.20681560015146	2.78065521307057	4.50817519990452	3.88094614074171	2.61942743968311	2.02699226557748	4.48183376178235	3.08702415492712	4.3604055258467	2.37616339193382	4.06730159879773	2.95481676017667	3.94343236571039	2.58234897732678	3.96771365960555	2.04267178645527	2.07942304181121	4.02477529681424	7.20138690985086	2.34094769316094	2.39685337799127	2.20581210191083	2.85824047775107	2.39022109161648	3.6505465233765	3.05680986980056	2.38523302496073	2.85001329669356	4.63844152969174	3.14174738960876	3.34403974805368	2.29616549844935	4.23194786896795
L.Valine/L.Serine	0.163178601881909	0.126260816362206	0.245220513857981	0.150786888141863	0.127383526082434	0.125376386746449	0.0997787898110345	0.240084259843556	0.135883122146686	0.177126897335968	0.124312074760139	0.157037770972197	0.12666278930508	0.137358742191339	0.15938576392577	0.167754120237988	0.210552954036041	0.151786270147351	0.117560176338009	0.108522124117759	0.118282249952034	0.0952030661589839	0.228357087956888	0.2099739641037	0.140198712066796	0.168179822255756	0.10840647760318	0.166121345004487	0.155921391390927	0.176852752123136	0.162428419661597	0.166400393564634	0.0981247513894216	0.206872209291132	0.179879174207024	0.123860143832351	0.0973502242854559	0.224948511514698
