@format=row	BXD56	BXD45	BXD49	BXD101	BXD40	DBA/2J	BXD87	D2B6F1	BXD65b	BXD100	C57BL/6J	BXD48	BXD65	BXD69	BXD70	BXD73	BXD84	BXD63	BXD68	BXD66	BXD79	BXD81	BXD29	BXD98	BXD62	BXD90	BXD64	BXD102	BXD60	B6D2F1	BXD44	BXD73b	BXD48a	BXD32	BXD9	BXD61	BXD89	BXD27
X2.Hydroxyadipic.acid/L.Serine	0.22791883324279	0.178088862588456	0.378021206923437	0.142718569544045	0.17200785573461	0.207879040769741	0.184720003804334	0.389736650880754	0.201536135593682	0.206971265332601	0.181997646669601	0.304836895388077	0.22518738947559	0.233410661784439	0.196429287006142	0.263700491519037	0.20067777647159	0.112852989147978	0.177030528408172	0.307594442105899	0.167773900481214	0.208692943396918	0.31336196697907	0.364069020828231	0.203538889508407	0.289866118063402	0.164114121391299	0.141376608640052	0.201671627469486	0.254823197512262	0.216471010751723	0.213639803135573	0.345947748988551	0.299413048681592	0.294201669287814	0.155891740074046	0.346887043090397	0.299502179987985
X4..3.Pyridyl..3.butenoic.acid/L.Serine	3.89650949173301	5.09541446208113	5.03142835964717	3.53597319524825	4.17911965970039	4.03372070870642	2.84412955465587	7.22137863229189	4.02466535299314	4.92095115681234	5.11056091148116	4.28783407115921	2.680868826083	2.44176180672531	3.96099768356408	3.81749740835783	8.19347898047004	1.04740317000927	2.6914337650534	5.24136378256674	3.10886982750495	3.27576040842741	6.13600848089835	9.9109687540855	2.95514812059686	4.85078487334998	3.24052315380935	2.85221656976744	4.21569015571391	4.82324029126214	5.12161444503452	3.77277747101049	5.33715139442231	3.43562205369953	7.23090843286283	4.32926458670989	3.90783171126095	6.84197038724374
Phenylpyruvic.acid/L.Serine	1.63157332421633	0.896289632065521	3.75042820045306	1.58645948642259	1.78332412595691	1.97426453447713	1.65530293535207	3.22032907476647	1.87515037673329	2.89121405433335	1.91229134555472	3.02907279782244	2.12645228090875	1.98413261685086	2.25055859936947	2.55061882593392	2.75088908646366	2.37009465336403	1.79262286060206	2.26901708509127	1.94177386594448	1.49963789584568	2.49422242083759	2.81326307195606	1.800474552774	3.32459196772419	1.53166306478364	2.21443886475202	2.19812846182957	1.96876702828553	2.1181638480123	2.63335388884606	2.34456355283308	2.56662940789171	2.90122560408922	1.72799498645534	2.50978740080337	3.02198355006665
L.Fucose/L.Serine	1.20912114014252	0.377674941500974	1.42157950951852	1.23854131102765	0.531851293940428	0.704721330027126	0.885650675286007	1.18811249455186	1.05252776543758	1.20796937792687	1.26666377035114	1.07374104411735	0.946491538321383	0.597241084644378	0.903303480386737	0.913688260871334	1.12906536514163	0.837350758746599	0.484818604651163	1.16037655235274	0.823860017235565	0.754200950283926	1.83068200454514	0.66243446347431	0.748116802552286	0.890743227750663	0.516608324928168	0.769584485361884	1.19437330591644	1.18834187983076	0.807902978438221	1.00390837361701	1.98761514208585	1.26790968571537	1.07872145132552	0.591818930838947	1.93950727578323	1.30077735914426
Kynuramine/L.Serine	14.9923424307874	16.1673195299384	35.8011603375527	16.6982163406214	13.3116347569956	17.8074011774601	15.530338664158	13.2846663987138	20.6283956350128	21.9995463481022	15.3876500857633	23.8065543923532	21.2335898052416	15.8265264860493	21.0681948424069	20.3398225280695	21.8661660777385	25.8790502793296	15.5131563281343	20.0756437107306	15.8796340876264	12.3860793909734	23.8701695433023	24.2123922069626	15.0543914400357	26.5043859649123	12.401017293998	17.2625907191555	16.0454545454545	20.2721244580464	15.8098360655738	14.2077354959451	18.1575677710843	17.2257733018189	22.9749310027599	18.2331484641638	15.5615356578788	24.2081402377594
Methionine.sulfoxide/L.Serine	1.2194522079374	0.618306724307666	8.80287900402023	2.4202735384872	3.4569723858334	2.9165920517942	2.44537846245001	5.99111816019033	2.16450654128195	4.1894545873409	2.39133465931227	4.03012790876869	4.52758267110997	2.22633674630262	4.01287998690171	1.55027294874361	3.46116199398728	3.64579726113647	3.29810661671645	2.93394069246142	3.3989797495749	3.14309369394232	3.12249995004895	1.33129039055915	2.6942471874252	5.72977243994943	1.79637488947834	3.42539821077897	3.23345141700405	4.19810922150628	2.64861096440266	3.71109662701646	2.75666638086256	5.04466112916817	4.32464608857526	2.66233725783343	1.31472414677957	3.74633613969442
L.Phenylalanine/L.Serine	0.181512605042017	0.0980915421466671	0.283703920421299	0.151126293548433	0.148582494139617	0.13598630695667	0.125638562010674	0.18942705083449	0.145141528775421	0.18439143715383	0.141532423464992	0.159848290363199	0.135696236375328	0.142820652233409	0.146457282628614	0.167644699183169	0.143105332231004	0.156838746265119	0.12635389564106	0.128505726822221	0.129064825902186	0.139303056619005	0.276616834406562	0.213252730745536	0.152926790607097	0.228545614993487	0.103152749876879	0.159566833972674	0.205058667967546	0.204046165615037	0.172177627016226	0.198833625799918	0.106893975999752	0.204916810307942	0.212803803818731	0.133410435659358	0.104996659603333	0.175468190229162
Benzoquinoneacetic.acid/L.Serine	0.512287905319727	0.509424646906353	2.20543894989928	0.928933238374931	0.862313724741934	1.34308097307241	0.943599782801292	1.69638996349545	0.799540145065784	1.27852183847438	0.555959174139172	1.67177012082081	1.34158494808243	0.942790383966855	0.907730673316708	0.698992118045723	1.02314766973236	1.3574652014652	0.978411053540587	1.01950749518256	1.13435710477894	0.745902578796562	1.15422907619132	1.36792435807214	1.04485186044713	1.78014532600157	0.885555297262742	1.34056906681241	0.892023957446214	1.20738524166844	1.15359913138693	1.27956626776785	1.47578683232094	1.20396187521099	1.27443100632782	0.476046470182005	1.98341566143793	1.47987337718326
X3..3.Hydroxyphenyl.propanoic.acid/L.Serine	2.36917062273108	2.0506068564128	3.17666604268064	2.05705881310581	2.30694231750893	0.945582028894893	1.41657370859791	2.72553728804824	3.50534601120492	1.89596392686328	2.09587736323773	2.12752196550602	1.95461537610252	2.33609884206757	1.67883644998516	2.66241170056417	2.65656023611484	2.03168790158111	1.26439849003872	1.77973154509016	1.15452874770281	1.97837321405307	3.23724495080269	3.03636800576761	2.04977691443834	3.56542546217386	0.870367990403975	1.99819255638715	2.06486119639337	2.17605672360929	2.08228005779867	2.39997892444413	0.733287718097845	2.76922568601213	2.74399120999863	1.97196973192451	2.57006701713552	2.4900518134715
Homocysteinesulfinic.acid/L.Serine	0.265241964338441	0.0506893442018942	0.0404053211044125	0.0769505097508916	0.0140831552151114	0.0283330813112464	0.0345363571844357	0.0445848069570496	0.0585214469627259	0.0180502172296614	0.0363120464029986	0.0126890973425993	0.017935150105755	0.0401014755138069	0.0101934450469919	0.0455072543627672	0.0342597289533291	0.028050002982207	0.00887314981257391	0.0357329168725179	0.0326482047545891	0.0113979388335302	0.119811647668902	0.269316167354087	0.0132990292657807	0.0418349631587409	0.0224966310971052	0.0192334928834631	0.0391237284160624	0.0290676604678428	0.0257371047091561	0.0274548316284482	0.190096375569089	0.0816889451597702	0.0245731583722161	0.0589724307318689	0.0272442581843698	0.0291416593415336
