@format=row	BXD56	BXD45	BXD49	BXD101	BXD40	DBA/2J	BXD87	D2B6F1	BXD65b	BXD100	C57BL/6J	BXD48	BXD65	BXD69	BXD70	BXD73	BXD84	BXD63	BXD68	BXD66	BXD79	BXD81	BXD29	BXD98	BXD62	BXD90	BXD64	BXD102	BXD60	B6D2F1	BXD44	BXD73b	BXD48a	BXD32	BXD9	BXD61	BXD89	BXD27
X2.Piperidinone/L.Tyrosine	50.2692556634304	69.3195348837209	44.811326967402	47.0587363742195	28.3139836795252	44.5535200209369	44.7605002800075	67.9051302288871	62.768571886007	49.3431112019624	44.6312392860744	43.9230769230769	56.7979885057471	56.0552573413325	62.9854775646993	54.5766810704268	77.0668041237113	53.6120535714286	45.8038697645505	57.5087359687653	44.7750784994216	33.3887442419387	42.4141358365544	50.8091085271318	43.621247113164	34.2880690737834	53.878612716763	51.5563654856755	35.5086863166114	41.3833830104322	47.6796395455139	43.9721993410214	66.3454110408477	53.6717993840739	47.6773724983861	63.8184701492537	142.254257760599	66.0758552305404
X5.Aminopentanal/L.Tyrosine	32.6510650224215	56.2616081540204	44.3874755381605	43.221034214619	24.800032488629	52.6729579207921	31.3686551543694	64.5672045028143	59.0262722071665	53.8508644729504	38.8969153704192	50.6433547695606	60.2888516089675	45.754381443299	58.8441468081405	51.2654703410952	63.8057357459884	35.0733060747664	49.5211291271108	49.2705301889948	39.357059848925	25.2820746132848	30.8854041013269	34.8289604782464	43.6833303682619	27.5486651250788	46.2427650074417	46.5815591974269	31.5161122661123	42.7779703446948	42.0796449976948	40.2884905660377	64.0361266908611	47.3495051426354	39.9147412511823	45.5785476349101	122.948428854787	68.2411674347158
Valeric.acid/L.Tyrosine	5.15334085329441	7.46603546738804	12.0042339243186	6.26305336845219	7.17395799069593	12.5047010430439	4.12124024612423	15.521522641169	11.3490374873354	13.6650626963684	6.69684681958482	13.2214760405736	17.2238851491188	11.7048196742929	15.242633144093	10.5583486103982	10.1447725545543	11.548692140018	11.2152288899882	10.0600519072499	6.88838604698464	6.71946795646917	8.03910076610709	9.27273531102171	9.4683993367524	10.4747022620094	3.29612428685935	7.68279189612489	7.28022571737303	8.1500531973438	8.60192733612931	4.1303145189369	4.02412273881719	9.54846789026729	12.4126643976638	10.5844111640572	12.3931705777123	13.7775671950379
Dimethylglycine/L.Tyrosine	1.47555808872423	1.71031673169612	1.10161163681105	1.36468905659682	0.669236906243973	1.62749278216478	0.890836475767652	2.2709906637772	1.36770928906084	0.936863002320942	1.02636833110331	1.55065020306026	1.2354797979798	1.75680596926305	1.3385840792004	1.22329026425969	1.10799722536773	1.63153080124446	0.7443753535925	1.25701283517384	1.13880400654026	0.617341554185414	0.89966970413924	1.23131655884183	1.17344802867384	0.594269933475723	1.27494562912911	1.14743899310324	0.819234406665165	0.993173069615018	1.40728305785124	0.830457914919766	1.22498201279931	1.24883301940873	1.32462087581946	1.51756615869213	2.20164358260629	1.61486732097419
X2.Hydroxybutyric.acid/L.Tyrosine	2.27579336009611	2.48656088893338	2.03526403158509	2.11398633647268	1.28757453340193	3.55947477366341	1.75381802223523	4.24124621034729	2.53057911519048	2.31688038700017	1.72205600277018	2.702717002717	2.34145676928317	2.85381066439468	2.32340679793686	2.54034474849592	1.42377077905258	3.05785145010567	2.66704975295459	2.46026549522501	3.28991050720678	1.25396777639041	2.19221087600532	2.0437515225335	2.17671202517619	0.987141824098346	1.82616702802957	1.82505610830403	1.55717721984917	2.26709665567881	1.75335222360964	1.56579478041519	3.51424484659744	3.75863821920974	1.99692426249899	2.32806332180873	7.95968532248363	3.29006377288624
L.Serine/L.Tyrosine	3.05146943265755	5.1585961025925	2.00492052033766	3.83041882742105	3.37815590910097	4.02019080904926	3.63113500416446	3.25377999984872	4.41269492889422	3.31841521002454	3.79520334753865	3.61357857101887	4.47640993992787	4.535808273078	4.60090033728648	3.20487639839204	3.77511362488638	3.8886634213736	4.52396484899651	3.61560317635652	4.10730095203444	3.65945210290631	2.45754360818541	2.76668997084779	3.63585749400302	2.40956478570247	4.58778362947286	3.87462576280687	2.84711940275148	2.79474631071748	2.91199789426666	3.12519575557995	4.02462339170373	2.91118216961772	2.95719505480755	4.0018601495139	9.19471140709049	3.32785384327271
p.Cresol/L.Tyrosine	6.01192073485396	10.3923715222091	10.0950968029078	9.10624616014745	7.30194184044385	10.1805406051908	7.33278287461774	15.1308981551503	14.8179189659082	10.7092502218279	9.15538639748469	12.5157936560493	12.6680873563955	11.6251064108441	10.4589581078992	11.3803509326589	10.476315936992	12.003898310732	10.4318201929033	7.99762450963092	7.84860950173812	6.41661213964051	7.91517249907259	11.963267168606	8.2256540819403	8.60918407567994	8.05501944404436	11.5170598704889	6.09846122900533	7.30791499440753	6.97575282788138	7.86536761455724	9.12715431097317	8.90221833041448	9.02480676992637	12.0982881799533	23.0474168297456	11.5286468094922
Imidazole.4.acetaldehyde/L.Tyrosine	5.80419998505343	6.98261806596702	4.72410441544016	5.84000525348043	3.27960731241004	6.72403033414962	4.59643069373359	7.18629825763018	7.7282941878	4.39768079505188	5.0711274060495	4.89373656818829	5.63868345041543	7.96049504506524	5.40493689087714	6.52102355072464	6.84793521673812	6.50488399386115	5.06787836060218	5.5805431107154	4.45219706182009	3.12735663233722	4.89997448328655	7.61444908331821	4.19253163044035	4.12921826259571	4.60303873314787	4.30743846132057	2.91893583222349	4.32746327969767	4.32393732308458	5.13574812997571	7.12335076612533	6.03768729198372	6.37344120819849	6.2693266375866	18.3757937932003	6.64492271896294
X2.3.Butanediol/L.Tyrosine	19.1815263027908	37.1478065802592	34.8328640900947	32.0821067821068	34.8161915621437	34.1571027287319	24.2596114933225	50.7286556603774	54.5996100550101	33.7697957470621	32.8222469410456	49.3346384755938	49.3648851148851	38.5928260869565	43.1223709369025	43.814801290244	27.7940214158239	46.6131452969336	40.0577641862046	34.2504941285897	23.2661227994848	23.9629150495903	28.9572494910654	24.7919621749409	31.2794904458599	26.3680080482897	28.5394978567054	32.5030458480282	27.479003021148	26.373738572955	15.6755259768141	26.05600976205	38.1848317922487	28.7692489093267	33.1994830298944	47.901834476964	149.324584759731	35.0078802206462
Pyrrole.2.carboxylic.acid/L.Tyrosine	4.66593239346363	10.0727899432279	6.97764561115669	4.83040389336694	2.53995374914735	5.24215550423403	4.7216052299937	9.4841867386871	6.91700703076068	5.44601622164315	5.60100223985422	6.78030493273543	5.74054470074858	7.82884988534133	5.89744260237435	7.60236332724374	4.50884219160897	5.70331966629201	6.96914164104989	5.53217840375587	4.43833955835135	4.1200603020043	5.42986809178437	5.51802157327019	5.48677154093672	3.09479277364506	3.65009333107076	4.03458431169658	4.35058474637075	5.0333295570409	4.95915401124725	3.79263245768281	7.0677117471415	6.07829802075159	4.12012719842676	5.01292553893049	16.3076614187402	5.70966498157827
Histamine/L.Tyrosine	8.6490961060173	12.3375	5.42912993178282	9.5874857155178	5.19211671881377	6.55446040118585	5.77593101122513	12.1066347709843	11.679526327549	7.279009106809	7.99046793760832	5.88329961089494	6.60778430602335	7.90871831425135	7.88088803988259	7.99654555754257	10.4155938248899	7.20805489976391	6.55541715785493	7.56324775353017	2.11784661804595	6.95987976453889	7.59432096812465	8.064441710243	7.13686964104055	4.33865254097004	4.84761805700021	6.59162530614014	5.51212047754682	6.5785951196399	6.71614636030832	6.004414824813	10.8450298932782	6.89165066094227	7.69073963187629	9.05394245784918	24.4188886585113	7.73655185758514
